 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  26.11.2025    Time:  15:11:27
 Units: L = cm   , T = hours, M = mmol 



                               Node(  6)                      Node( 21)                      Node( 41)

         time            h        theta    Flux           h        theta    Flux           h        theta    Flux  
        303.0000     -121.72  0.3960  0.764E-02        -87.48  0.3168 -0.209E-02        -51.19  0.3546 -0.466E-02
        304.0000     -122.83  0.3955  0.786E-02        -87.69  0.3166 -0.182E-02        -51.20  0.3546 -0.454E-02
        305.0000     -123.67  0.3951  0.765E-02        -87.92  0.3165 -0.153E-02        -51.21  0.3545 -0.446E-02
        306.0000     -124.19  0.3949  0.700E-02        -88.15  0.3163 -0.124E-02        -51.24  0.3545 -0.442E-02
        307.0000     -124.32  0.3948  0.594E-02        -88.39  0.3162 -0.963E-03        -51.26  0.3545 -0.435E-02
        308.0000     -124.16  0.3949  0.478E-02        -88.63  0.3160 -0.715E-03        -51.29  0.3544 -0.426E-02
        309.0000     -123.88  0.3950  0.380E-02        -88.86  0.3158 -0.503E-03        -51.32  0.3544 -0.414E-02
        310.0000     -123.56  0.3952  0.303E-02        -89.09  0.3157 -0.329E-03        -51.35  0.3543 -0.401E-02
        311.0000     -123.25  0.3953  0.246E-02        -89.30  0.3155 -0.195E-03        -51.38  0.3543 -0.388E-02
        312.0000     -122.97  0.3954  0.202E-02        -89.49  0.3154 -0.938E-04        -51.41  0.3542 -0.379E-02
        313.0000     -122.72  0.3956  0.167E-02        -89.67  0.3153 -0.237E-04        -51.46  0.3542 -0.371E-02
        314.0000     -122.51  0.3956  0.140E-02        -89.83  0.3152  0.203E-04        -51.50  0.3541 -0.366E-02
        315.0000     -122.32  0.3957  0.118E-02        -89.98  0.3151  0.439E-04        -51.55  0.3540 -0.359E-02
        316.0000     -122.16  0.3958  0.101E-02        -90.12  0.3150  0.517E-04        -51.60  0.3540 -0.352E-02
        317.0000     -122.02  0.3959  0.859E-03        -90.24  0.3149  0.477E-04        -51.65  0.3539 -0.341E-02
        318.0000     -121.90  0.3959  0.736E-03        -90.35  0.3148  0.351E-04        -51.70  0.3538 -0.330E-02
        319.0000     -121.79  0.3960  0.633E-03        -90.45  0.3147  0.166E-04        -51.74  0.3537 -0.317E-02
        320.0000     -121.87  0.3959  0.933E-03        -90.54  0.3147 -0.430E-05        -51.79  0.3537 -0.304E-02
        321.0000     -122.33  0.3957  0.191E-02        -90.63  0.3146 -0.202E-04        -51.83  0.3536 -0.290E-02
        322.0000     -123.20  0.3954  0.338E-02        -90.72  0.3146 -0.211E-04        -51.87  0.3536 -0.280E-02
        323.0000     -124.46  0.3948  0.508E-02        -90.80  0.3145  0.481E-05        -51.91  0.3535 -0.274E-02
        324.0000     -125.98  0.3941  0.680E-02        -90.90  0.3144  0.676E-04        -51.96  0.3534 -0.272E-02
        325.0000     -127.67  0.3933  0.835E-02        -91.01  0.3144  0.174E-03        -52.01  0.3533 -0.273E-02
        326.0000     -129.39  0.3926  0.957E-02        -91.14  0.3143  0.325E-03        -52.07  0.3532 -0.279E-02
        327.0000     -131.01  0.3918  0.104E-01        -91.30  0.3142  0.517E-03        -52.14  0.3531 -0.281E-02
        328.0000     -132.42  0.3912  0.108E-01        -91.47  0.3140  0.747E-03        -52.20  0.3530 -0.282E-02
        329.0000     -133.49  0.3907  0.106E-01        -91.67  0.3139  0.996E-03        -52.27  0.3529 -0.282E-02
        330.0000     -132.51  0.3912  0.440E-02        -91.87  0.3138  0.125E-02        -52.33  0.3528 -0.280E-02
        331.0000     -129.34  0.3926 -0.442E-03        -92.10  0.3136  0.151E-02        -52.40  0.3527 -0.273E-02
        332.0000     -106.29  0.4037 -0.808E-01        -92.32  0.3135  0.169E-02        -52.46  0.3527 -0.263E-02
        333.0000      -92.89  0.4107 -0.581E-01        -92.49  0.3133  0.157E-02        -52.52  0.3526 -0.258E-02
        334.0000      -94.29  0.4099 -0.341E-01        -92.42  0.3134  0.576E-03        -52.58  0.3525 -0.252E-02
        335.0000      -96.58  0.4086 -0.228E-01        -92.07  0.3136 -0.961E-03        -52.65  0.3524 -0.244E-02
        336.0000      -98.66  0.4076 -0.170E-01        -91.52  0.3140 -0.246E-02        -52.71  0.3523 -0.240E-02
        337.0000     -100.44  0.4067 -0.131E-01        -90.94  0.3144 -0.372E-02        -52.77  0.3522 -0.239E-02
        338.0000     -101.95  0.4059 -0.105E-01        -90.37  0.3148 -0.466E-02        -52.83  0.3521 -0.245E-02
        339.0000     -103.24  0.4053 -0.861E-02        -89.85  0.3152 -0.532E-02        -52.89  0.3520 -0.253E-02
        340.0000     -104.36  0.4047 -0.722E-02        -89.40  0.3155 -0.573E-02        -52.94  0.3519 -0.262E-02
        341.0000     -105.34  0.4042 -0.615E-02        -89.01  0.3157 -0.597E-02        -52.98  0.3519 -0.270E-02
        342.0000     -106.20  0.4038 -0.532E-02        -88.70  0.3160 -0.607E-02        -53.00  0.3518 -0.280E-02
        343.0000     -106.96  0.4034 -0.465E-02        -88.44  0.3161 -0.608E-02        -53.02  0.3518 -0.287E-02
        344.0000     -107.73  0.4030 -0.388E-02        -88.24  0.3163 -0.603E-02        -53.02  0.3518 -0.293E-02
        345.0000     -107.93  0.4029 -0.530E-02        -88.07  0.3164 -0.595E-02        -53.02  0.3518 -0.299E-02
        346.0000     -108.33  0.4027 -0.399E-02        -87.94  0.3165 -0.583E-02        -53.00  0.3518 -0.305E-02
        347.0000     -109.43  0.4021 -0.180E-02        -87.86  0.3165 -0.570E-02        -52.98  0.3519 -0.313E-02
        348.0000     -107.90  0.4029 -0.107E-01        -87.79  0.3166 -0.557E-02        -52.96  0.3519 -0.323E-02
        349.0000     -104.78  0.4045 -0.151E-01        -87.75  0.3166 -0.544E-02        -52.94  0.3519 -0.331E-02
        350.0000     -103.62  0.4051 -0.132E-01        -87.70  0.3166 -0.543E-02        -52.91  0.3520 -0.338E-02
        351.0000     -104.40  0.4047 -0.815E-02        -87.61  0.3167 -0.559E-02        -52.88  0.3520 -0.341E-02
        352.0000     -105.97  0.4039 -0.441E-02        -87.49  0.3168 -0.579E-02        -52.84  0.3521 -0.343E-02
        353.0000      -98.23  0.4078 -0.392E-01        -87.37  0.3169 -0.595E-02        -52.80  0.3521 -0.342E-02
        354.0000      -93.00  0.4106 -0.311E-01        -87.23  0.3170 -0.619E-02        -52.75  0.3522 -0.333E-02
        355.0000      -94.22  0.4099 -0.196E-01        -86.98  0.3171 -0.680E-02        -52.69  0.3523 -0.326E-02
        356.0000      -95.89  0.4090 -0.138E-01        -86.65  0.3174 -0.755E-02        -52.63  0.3524 -0.320E-02
        357.0000      -97.42  0.4082 -0.109E-01        -86.29  0.3176 -0.813E-02        -52.56  0.3525 -0.316E-02
        358.0000      -98.75  0.4075 -0.888E-02        -85.95  0.3178 -0.852E-02        -52.48  0.3526 -0.314E-02
        359.0000      -99.92  0.4069 -0.746E-02        -85.65  0.3180 -0.871E-02        -52.41  0.3527 -0.316E-02
        360.0000     -100.96  0.4064 -0.638E-02        -85.41  0.3182 -0.876E-02        -52.33  0.3528 -0.324E-02
        361.0000     -101.88  0.4059 -0.556E-02        -85.21  0.3183 -0.869E-02        -52.26  0.3530 -0.338E-02
        362.0000     -102.71  0.4055 -0.490E-02        -85.07  0.3184 -0.854E-02        -52.19  0.3531 -0.356E-02
        363.0000     -103.46  0.4051 -0.438E-02        -84.97  0.3185 -0.834E-02        -52.12  0.3532 -0.377E-02
        364.0000     -104.14  0.4048 -0.394E-02        -84.90  0.3186 -0.811E-02        -52.06  0.3533 -0.398E-02
        365.0000     -104.77  0.4045 -0.358E-02        -84.87  0.3186 -0.787E-02        -52.01  0.3533 -0.419E-02
        366.0000     -105.35  0.4042 -0.328E-02        -84.86  0.3186 -0.761E-02        -51.95  0.3534 -0.438E-02
        367.0000     -105.89  0.4039 -0.302E-02        -84.87  0.3186 -0.736E-02        -51.90  0.3535 -0.455E-02
        368.0000     -106.60  0.4036 -0.224E-02        -84.90  0.3186 -0.711E-02        -51.85  0.3536 -0.470E-02
        369.0000     -107.70  0.4030 -0.615E-03        -84.95  0.3185 -0.685E-02        -51.81  0.3536 -0.485E-02
        370.0000     -109.23  0.4023  0.161E-02        -85.02  0.3185 -0.656E-02        -51.77  0.3537 -0.501E-02
        371.0000     -111.17  0.4013  0.414E-02        -85.12  0.3184 -0.624E-02        -51.74  0.3537 -0.516E-02
        372.0000     -113.39  0.4001  0.663E-02        -85.25  0.3183 -0.586E-02        -51.71  0.3538 -0.528E-02
        373.0000     -115.78  0.3989  0.888E-02        -85.41  0.3182 -0.543E-02        -51.69  0.3538 -0.538E-02
        374.0000     -102.33  0.4057 -0.518E-01        -85.60  0.3181 -0.498E-02        -51.67  0.3538 -0.547E-02
        375.0000      -93.21  0.4105 -0.364E-01        -85.78  0.3180 -0.474E-02        -51.65  0.3539 -0.550E-02
        376.0000      -94.70  0.4096 -0.206E-01        -85.79  0.3179 -0.524E-02        -51.64  0.3539 -0.551E-02
        377.0000      -97.36  0.4082 -0.111E-01        -85.64  0.3180 -0.608E-02        -51.63  0.3539 -0.550E-02
        378.0000      -99.76  0.4070 -0.676E-02        -85.40  0.3182 -0.677E-02        -51.62  0.3539 -0.549E-02
        379.0000     -101.51  0.4061 -0.486E-02        -85.17  0.3184 -0.723E-02        -51.61  0.3539 -0.548E-02
        380.0000     -102.70  0.4055 -0.429E-02        -84.98  0.3185 -0.745E-02        -51.60  0.3540 -0.549E-02
        381.0000      -91.33  0.4115 -0.562E-01        -84.80  0.3186 -0.758E-02        -51.59  0.3540 -0.551E-02
        382.0000      -85.34  0.4149 -0.413E-01        -84.63  0.3187 -0.784E-02        -51.57  0.3540 -0.553E-02
        383.0000      -87.12  0.4139 -0.257E-01        -84.31  0.3190 -0.878E-02        -51.55  0.3540 -0.554E-02
        384.0000      -89.23  0.4127 -0.180E-01        -83.85  0.3193 -0.992E-02        -51.53  0.3541 -0.557E-02
        385.0000      -87.03  0.4139 -0.326E-01        -83.33  0.3196 -0.109E-01        -51.50  0.3541 -0.565E-02
        386.0000      -84.41  0.4154 -0.326E-01        -82.81  0.3200 -0.117E-01        -51.48  0.3541 -0.578E-02
        387.0000      -85.41  0.4148 -0.228E-01        -82.27  0.3204 -0.126E-01        -51.45  0.3542 -0.598E-02
        388.0000      -86.27  0.4143 -0.212E-01        -81.71  0.3207 -0.134E-01        -51.42  0.3542 -0.622E-02
        389.0000      -80.30  0.4177 -0.504E-01        -81.17  0.3211 -0.140E-01        -51.39  0.3543 -0.645E-02
        390.0000      -77.42  0.4193 -0.400E-01        -80.64  0.3215 -0.147E-01        -51.34  0.3543 -0.668E-02
        391.0000      -73.83  0.4213 -0.540E-01        -80.01  0.3219 -0.159E-01        -51.29  0.3544 -0.692E-02
        392.0000      -72.51  0.4221 -0.435E-01        -79.26  0.3224 -0.174E-01        -51.23  0.3545 -0.719E-02
        393.0000      -64.64  0.4269 -0.859E-01        -78.37  0.3230 -0.191E-01        -51.16  0.3546 -0.749E-02
        394.0000      -63.37  0.4276 -0.579E-01        -77.34  0.3237 -0.214E-01        -51.08  0.3547 -0.781E-02
        395.0000      -66.42  0.4258 -0.385E-01        -76.07  0.3246 -0.242E-01        -50.99  0.3549 -0.819E-02
        396.0000      -70.73  0.4232 -0.223E-01        -74.81  0.3255 -0.263E-01        -50.88  0.3550 -0.861E-02
        397.0000      -75.02  0.4206 -0.125E-01        -73.80  0.3262 -0.269E-01        -50.76  0.3552 -0.915E-02
        398.0000      -78.91  0.4184 -0.684E-02        -73.12  0.3267 -0.264E-01        -50.62  0.3554 -0.981E-02
        399.0000      -82.14  0.4166 -0.372E-02        -72.83  0.3269 -0.251E-01        -50.47  0.3557 -0.106E-01
        400.0000      -84.92  0.4151 -0.174E-02        -72.74  0.3269 -0.236E-01        -50.33  0.3559 -0.114E-01
        401.0000      -87.21  0.4138 -0.815E-03        -72.82  0.3269 -0.220E-01        -50.18  0.3561 -0.121E-01
        402.0000      -89.00  0.4128 -0.772E-03        -73.02  0.3267 -0.205E-01        -50.05  0.3563 -0.129E-01
        403.0000      -90.29  0.4121 -0.149E-02        -73.30  0.3265 -0.191E-01        -49.92  0.3565 -0.135E-01
        404.0000      -91.24  0.4115 -0.235E-02        -73.62  0.3263 -0.179E-01        -49.81  0.3567 -0.141E-01
        405.0000      -70.17  0.4236 -0.117E+00        -73.96  0.3261 -0.168E-01        -49.70  0.3568 -0.146E-01
        406.0000      -16.91  0.4574 -0.502E+00        -74.02  0.3260 -0.182E-01        -49.61  0.3570 -0.150E-01
        407.0000      -34.05  0.4462 -0.995E-01        -71.23  0.3280 -0.362E-01        -49.54  0.3571 -0.152E-01
        408.0000      -43.16  0.4403 -0.566E-01        -66.31  0.3314 -0.534E-01        -49.45  0.3572 -0.153E-01
        409.0000      -49.19  0.4365 -0.394E-01        -62.85  0.3338 -0.573E-01        -49.29  0.3574 -0.154E-01
        410.0000      -53.23  0.4339 -0.347E-01        -60.65  0.3353 -0.557E-01        -49.07  0.3578 -0.160E-01
        411.0000      -56.34  0.4320 -0.290E-01        -59.57  0.3361 -0.522E-01        -48.80  0.3582 -0.174E-01
        412.0000      -59.44  0.4300 -0.222E-01        -59.18  0.3364 -0.486E-01        -48.46  0.3587 -0.193E-01
        413.0000      -62.28  0.4283 -0.182E-01        -59.20  0.3363 -0.452E-01        -48.09  0.3593 -0.213E-01
        414.0000      -64.78  0.4268 -0.156E-01        -59.45  0.3362 -0.420E-01        -47.70  0.3598 -0.231E-01
        415.0000      -65.97  0.4261 -0.197E-01        -59.83  0.3359 -0.392E-01        -47.32  0.3604 -0.247E-01
        416.0000      -67.76  0.4250 -0.150E-01        -60.29  0.3356 -0.369E-01        -46.95  0.3610 -0.259E-01
        417.0000      -70.28  0.4235 -0.985E-02        -60.78  0.3353 -0.348E-01        -46.61  0.3615 -0.267E-01
        418.0000      -73.12  0.4218 -0.502E-02        -61.33  0.3349 -0.328E-01        -46.29  0.3619 -0.272E-01
        419.0000      -76.13  0.4200 -0.840E-03        -61.96  0.3344 -0.307E-01        -46.02  0.3623 -0.275E-01
        420.0000      -79.18  0.4183  0.258E-02        -62.66  0.3340 -0.285E-01        -45.78  0.3627 -0.276E-01
        421.0000      -82.22  0.4166  0.535E-02        -63.41  0.3334 -0.264E-01        -45.57  0.3630 -0.275E-01
        422.0000      -85.12  0.4150  0.741E-02        -64.20  0.3329 -0.243E-01        -45.39  0.3632 -0.273E-01
        423.0000      -87.79  0.4135  0.871E-02        -65.03  0.3323 -0.223E-01        -45.23  0.3635 -0.269E-01
        424.0000      -90.13  0.4122  0.916E-02        -65.88  0.3317 -0.204E-01        -45.11  0.3637 -0.264E-01
        425.0000      -92.01  0.4111  0.871E-02        -66.73  0.3311 -0.187E-01        -45.01  0.3638 -0.259E-01
        426.0000      -93.38  0.4103  0.744E-02        -67.57  0.3305 -0.171E-01        -44.93  0.3639 -0.252E-01
        427.0000      -94.16  0.4099  0.533E-02        -68.38  0.3300 -0.157E-01        -44.87  0.3640 -0.246E-01
        428.0000      -80.90  0.4173 -0.627E-01        -69.16  0.3294 -0.145E-01        -44.83  0.3641 -0.238E-01
        429.0000      -74.93  0.4207 -0.409E-01        -69.78  0.3290 -0.144E-01        -44.80  0.3641 -0.231E-01
        430.0000      -76.78  0.4196 -0.243E-01        -70.00  0.3288 -0.156E-01        -44.80  0.3641 -0.224E-01
        431.0000      -78.87  0.4185 -0.167E-01        -70.01  0.3288 -0.169E-01        -44.81  0.3641 -0.218E-01
        432.0000      -80.62  0.4175 -0.131E-01        -69.97  0.3289 -0.176E-01        -44.83  0.3641 -0.213E-01
        433.0000      -82.18  0.4166 -0.106E-01        -69.97  0.3289 -0.178E-01        -44.86  0.3640 -0.209E-01
        434.0000      -83.54  0.4158 -0.897E-02        -70.03  0.3288 -0.177E-01        -44.90  0.3640 -0.206E-01
        435.0000      -84.76  0.4152 -0.777E-02        -70.14  0.3287 -0.174E-01        -44.93  0.3639 -0.203E-01
        436.0000      -85.87  0.4145 -0.689E-02        -70.31  0.3286 -0.170E-01        -44.96  0.3639 -0.201E-01
        437.0000      -86.88  0.4140 -0.619E-02        -70.51  0.3285 -0.165E-01        -44.98  0.3638 -0.198E-01
        438.0000      -87.81  0.4135 -0.564E-02        -70.75  0.3283 -0.160E-01        -45.00  0.3638 -0.195E-01
        439.0000      -88.68  0.4130 -0.518E-02        -71.02  0.3281 -0.154E-01        -45.02  0.3638 -0.192E-01
        440.0000      -89.64  0.4124 -0.431E-02        -71.30  0.3279 -0.149E-01        -45.03  0.3638 -0.189E-01
        441.0000      -90.87  0.4118 -0.272E-02        -71.60  0.3277 -0.144E-01        -45.05  0.3637 -0.187E-01
        442.0000      -92.36  0.4109 -0.703E-03        -71.92  0.3275 -0.138E-01        -45.08  0.3637 -0.184E-01
        443.0000      -94.09  0.4100  0.150E-02        -72.26  0.3273 -0.132E-01        -45.10  0.3637 -0.181E-01
        444.0000      -95.98  0.4089  0.358E-02        -72.62  0.3270 -0.125E-01        -45.13  0.3636 -0.178E-01
        445.0000      -97.93  0.4079  0.532E-02        -73.01  0.3267 -0.119E-01        -45.17  0.3636 -0.175E-01
        446.0000      -99.83  0.4070  0.657E-02        -73.43  0.3265 -0.111E-01        -45.20  0.3635 -0.172E-01
        447.0000     -101.59  0.4061  0.736E-02        -73.88  0.3261 -0.104E-01        -45.24  0.3635 -0.168E-01
        448.0000     -102.29  0.4057  0.539E-02        -74.33  0.3258 -0.963E-02        -45.27  0.3634 -0.164E-01
        449.0000     -103.39  0.4052  0.570E-02        -74.80  0.3255 -0.894E-02        -45.30  0.3634 -0.159E-01
        450.0000     -104.00  0.4049  0.482E-02        -75.27  0.3252 -0.831E-02        -45.35  0.3633 -0.155E-01
        451.0000     -104.47  0.4046  0.394E-02        -75.72  0.3249 -0.774E-02        -45.39  0.3632 -0.151E-01
        452.0000     -104.61  0.4046  0.269E-02        -76.16  0.3246 -0.725E-02        -45.45  0.3631 -0.148E-01
        453.0000     -104.69  0.4045  0.175E-02        -76.59  0.3243 -0.683E-02        -45.52  0.3630 -0.145E-01
        454.0000     -104.72  0.4045  0.101E-02        -76.98  0.3240 -0.648E-02        -45.59  0.3629 -0.141E-01
        455.0000     -104.77  0.4045  0.507E-03        -77.36  0.3237 -0.619E-02        -45.67  0.3628 -0.138E-01
        456.0000     -104.85  0.4045  0.135E-03        -77.71  0.3235 -0.596E-02        -45.76  0.3627 -0.136E-01
        457.0000     -104.95  0.4044 -0.134E-03        -78.03  0.3233 -0.577E-02        -45.85  0.3626 -0.133E-01
        458.0000     -105.07  0.4043 -0.337E-03        -78.34  0.3231 -0.560E-02        -45.95  0.3624 -0.130E-01
        459.0000     -105.21  0.4043 -0.491E-03        -78.62  0.3229 -0.547E-02        -46.05  0.3623 -0.128E-01
        460.0000     -105.36  0.4042 -0.609E-03        -78.89  0.3227 -0.535E-02        -46.15  0.3621 -0.125E-01
        461.0000     -105.52  0.4041 -0.699E-03        -79.14  0.3225 -0.524E-02        -46.24  0.3620 -0.122E-01
        462.0000     -105.69  0.4040 -0.769E-03        -79.38  0.3223 -0.515E-02        -46.34  0.3618 -0.119E-01
        463.0000     -105.87  0.4039 -0.823E-03        -79.61  0.3222 -0.506E-02        -46.43  0.3617 -0.116E-01
        464.0000     -106.22  0.4038 -0.429E-03        -79.83  0.3220 -0.498E-02        -46.53  0.3616 -0.113E-01
        465.0000     -106.90  0.4034  0.680E-03        -80.05  0.3219 -0.488E-02        -46.61  0.3615 -0.110E-01
        466.0000     -107.95  0.4029  0.229E-02        -80.26  0.3217 -0.476E-02        -46.70  0.3613 -0.107E-01
        467.0000     -109.33  0.4022  0.418E-02        -80.48  0.3216 -0.460E-02        -46.79  0.3612 -0.106E-01
        468.0000     -110.96  0.4014  0.608E-02        -80.71  0.3214 -0.439E-02        -46.88  0.3611 -0.104E-01
        469.0000     -112.72  0.4005  0.776E-02        -80.97  0.3213 -0.412E-02        -46.97  0.3609 -0.102E-01
        470.0000     -114.51  0.3996  0.912E-02        -81.24  0.3211 -0.380E-02        -47.06  0.3608 -0.998E-02
        471.0000     -116.17  0.3987  0.995E-02        -81.54  0.3209 -0.343E-02        -47.15  0.3607 -0.976E-02
        472.0000     -117.62  0.3980  0.103E-01        -81.86  0.3206 -0.304E-02        -47.23  0.3605 -0.947E-02
        473.0000     -118.73  0.3974  0.100E-01        -82.20  0.3204 -0.262E-02        -47.30  0.3604 -0.915E-02
        474.0000     -119.41  0.3971  0.913E-02        -82.55  0.3202 -0.222E-02        -47.37  0.3603 -0.882E-02
        475.0000     -119.59  0.3970  0.768E-02        -82.91  0.3199 -0.185E-02        -47.44  0.3602 -0.845E-02
        476.0000     -119.42  0.3971  0.608E-02        -83.26  0.3197 -0.151E-02        -47.49  0.3602 -0.806E-02
        477.0000     -119.09  0.3972  0.476E-02        -83.60  0.3194 -0.123E-02        -47.54  0.3601 -0.765E-02
        478.0000     -118.70  0.3974  0.373E-02        -83.93  0.3192 -0.101E-02        -47.59  0.3600 -0.723E-02
        479.0000     -118.34  0.3976  0.297E-02        -84.23  0.3190 -0.837E-03        -47.62  0.3600 -0.674E-02
        480.0000     -118.02  0.3978  0.239E-02        -84.51  0.3188 -0.714E-03        -47.65  0.3599 -0.624E-02
        481.0000     -117.75  0.3979  0.197E-02        -84.77  0.3186 -0.630E-03        -47.67  0.3599 -0.573E-02
        482.0000     -117.51  0.3980  0.162E-02        -85.00  0.3185 -0.575E-03        -47.67  0.3599 -0.523E-02
        483.0000     -117.32  0.3981  0.134E-02        -85.21  0.3183 -0.542E-03        -47.67  0.3599 -0.471E-02
        484.0000     -117.15  0.3982  0.111E-02        -85.39  0.3182 -0.524E-03        -47.66  0.3599 -0.418E-02
        485.0000     -117.01  0.3983  0.927E-03        -85.56  0.3181 -0.514E-03        -47.64  0.3599 -0.368E-02
        486.0000     -116.89  0.3984  0.771E-03        -85.71  0.3180 -0.511E-03        -47.62  0.3600 -0.322E-02
        487.0000     -116.79  0.3984  0.641E-03        -85.85  0.3179 -0.511E-03        -47.60  0.3600 -0.286E-02
        488.0000     -112.46  0.4006 -0.152E-01        -85.98  0.3178 -0.514E-03        -47.57  0.3600 -0.250E-02
        489.0000     -105.89  0.4039 -0.229E-01        -86.08  0.3177 -0.571E-03        -47.55  0.3601 -0.214E-02
        490.0000     -105.11  0.4043 -0.135E-01        -86.11  0.3177 -0.874E-03        -47.51  0.3601 -0.180E-02
        491.0000     -107.17  0.4033 -0.500E-02        -86.04  0.3178 -0.138E-02        -47.48  0.3602 -0.155E-02
        492.0000     -109.88  0.4019  0.816E-03        -85.92  0.3179 -0.187E-02        -47.46  0.3602 -0.136E-02
        493.0000     -112.74  0.4005  0.475E-02        -85.80  0.3179 -0.213E-02        -47.44  0.3602 -0.130E-02
        494.0000     -113.08  0.4003 -0.112E-02        -85.68  0.3180 -0.230E-02        -47.42  0.3603 -0.124E-02
        495.0000     -112.29  0.4007 -0.206E-02        -85.62  0.3181 -0.226E-02        -47.40  0.3603 -0.120E-02
        496.0000     -113.48  0.4001  0.184E-02        -85.59  0.3181 -0.216E-02        -47.38  0.3603 -0.119E-02
        497.0000     -115.20  0.3992  0.456E-02        -85.58  0.3181 -0.205E-02        -47.37  0.3603 -0.119E-02
        498.0000     -116.51  0.3985  0.519E-02        -85.60  0.3181 -0.188E-02        -47.34  0.3604 -0.116E-02
        499.0000     -117.26  0.3981  0.471E-02        -85.65  0.3180 -0.168E-02        -47.33  0.3604 -0.119E-02
        500.0000     -117.52  0.3980  0.364E-02        -85.72  0.3180 -0.146E-02        -47.30  0.3604 -0.110E-02
        501.0000     -117.54  0.3980  0.271E-02        -85.80  0.3179 -0.124E-02        -47.28  0.3605 -0.103E-02
        502.0000     -117.44  0.3981  0.198E-02        -85.90  0.3179 -0.104E-02        -47.24  0.3605 -0.919E-03
        503.0000     -117.32  0.3981  0.148E-02        -85.99  0.3178 -0.862E-03        -47.22  0.3606 -0.894E-03
        504.0000     -117.21  0.3982  0.113E-02        -86.08  0.3177 -0.717E-03        -47.20  0.3606 -0.866E-03
        505.0000     -117.11  0.3983  0.873E-03        -86.17  0.3177 -0.600E-03        -47.18  0.3606 -0.847E-03
        506.0000     -117.02  0.3983  0.685E-03        -86.25  0.3176 -0.509E-03        -47.16  0.3606 -0.864E-03
        507.0000     -116.95  0.3983  0.543E-03        -86.32  0.3176 -0.438E-03        -47.15  0.3607 -0.828E-03
        508.0000     -116.19  0.3987 -0.203E-02        -86.39  0.3175 -0.377E-03        -47.14  0.3607 -0.787E-03
        509.0000     -115.38  0.3991 -0.241E-02        -86.44  0.3175 -0.346E-03        -47.13  0.3607 -0.755E-03
        510.0000     -114.94  0.3993 -0.247E-02        -86.49  0.3175 -0.350E-03        -47.12  0.3607 -0.735E-03
        511.0000     -113.04  0.4003 -0.814E-02        -86.51  0.3174 -0.394E-03        -47.11  0.3607 -0.614E-03
        512.0000     -102.78  0.4055 -0.406E-01        -86.52  0.3174 -0.489E-03        -47.09  0.3608 -0.435E-03
        513.0000      -90.37  0.4120 -0.575E-01        -86.48  0.3175 -0.794E-03        -47.06  0.3608 -0.297E-03
        514.0000      -84.05  0.4156 -0.557E-01        -86.28  0.3176 -0.172E-02        -47.04  0.3608 -0.195E-03
        515.0000      -77.22  0.4194 -0.697E-01        -85.81  0.3179 -0.347E-02        -47.02  0.3609 -0.184E-03
        516.0000      -69.74  0.4238 -0.826E-01        -84.97  0.3185 -0.601E-02        -47.01  0.3609 -0.241E-03
        517.0000      -65.24  0.4265 -0.801E-01        -83.80  0.3193 -0.930E-02        -46.99  0.3609 -0.343E-03
        518.0000      -37.17  0.4443 -0.271E+00        -82.20  0.3204 -0.136E-01        -46.98  0.3609 -0.505E-03
        519.0000      -43.52  0.4401 -0.967E-01        -79.63  0.3222 -0.221E-01        -46.96  0.3609 -0.841E-03
        520.0000      -22.55  0.4538 -0.318E+00        -75.57  0.3250 -0.348E-01        -46.94  0.3610 -0.143E-02
        521.0000      -34.76  0.4458 -0.875E-01        -69.82  0.3290 -0.539E-01        -46.91  0.3610 -0.229E-02
        522.0000      -43.01  0.4404 -0.519E-01        -64.63  0.3326 -0.629E-01        -46.79  0.3612 -0.312E-02
        523.0000      -48.86  0.4367 -0.368E-01        -61.31  0.3349 -0.625E-01        -46.56  0.3615 -0.450E-02
        524.0000      -53.10  0.4339 -0.294E-01        -59.75  0.3361 -0.584E-01        -46.22  0.3620 -0.685E-02
        525.0000      -56.41  0.4319 -0.272E-01        -58.60  0.3367 -0.535E-01        -45.86  0.3626 -0.948E-02
        526.0000      -55.99  0.4322 -0.430E-01        -58.23  0.3370 -0.492E-01        -45.38  0.3633 -0.119E-01
        527.0000      -58.03  0.4309 -0.290E-01        -58.13  0.3371 -0.463E-01        -44.68  0.3643 -0.123E-01
        528.0000      -60.95  0.4291 -0.210E-01        -58.16  0.3370 -0.438E-01        -43.89  0.3654 -0.132E-01
        529.0000      -63.59  0.4275 -0.171E-01        -58.34  0.3369 -0.412E-01        -43.19  0.3665 -0.151E-01
        530.0000      -65.81  0.4262 -0.147E-01        -58.68  0.3367 -0.386E-01        -42.61  0.3673 -0.171E-01
        531.0000      -67.82  0.4249 -0.129E-01        -59.08  0.3364 -0.361E-01        -42.09  0.3681 -0.187E-01
        532.0000      -69.63  0.4239 -0.115E-01        -59.53  0.3361 -0.339E-01        -41.61  0.3688 -0.198E-01
        533.0000      -71.29  0.4229 -0.103E-01        -59.99  0.3358 -0.318E-01        -41.18  0.3694 -0.206E-01
        534.0000      -72.81  0.4220 -0.937E-02        -60.48  0.3355 -0.299E-01        -40.78  0.3700 -0.209E-01
