 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  26.11.2025    Time:  15:11:27
 Units: L = cm   , T = hours, M = mmol 



                               Node(  6)                      Node( 21)                      Node( 41)

         time            h        theta    Flux           h        theta    Flux           h        theta    Flux  
        535.0000      -74.24  0.4211 -0.854E-02        -60.97  0.3351 -0.281E-01        -40.40  0.3705 -0.209E-01
        536.0000      -75.79  0.4202 -0.696E-02        -61.47  0.3348 -0.265E-01        -40.05  0.3711 -0.208E-01
        537.0000      -77.70  0.4191 -0.428E-02        -61.98  0.3344 -0.249E-01        -39.72  0.3715 -0.205E-01
        538.0000      -79.95  0.4179 -0.110E-02        -62.50  0.3341 -0.233E-01        -39.43  0.3720 -0.202E-01
        539.0000      -82.47  0.4165  0.222E-02        -63.05  0.3337 -0.218E-01        -39.17  0.3723 -0.198E-01
        540.0000      -85.17  0.4150  0.534E-02        -63.63  0.3333 -0.201E-01        -38.94  0.3727 -0.195E-01
        541.0000      -87.92  0.4134  0.801E-02        -64.24  0.3328 -0.185E-01        -38.74  0.3730 -0.191E-01
        542.0000      -90.60  0.4119  0.100E-01        -64.88  0.3324 -0.169E-01        -38.58  0.3732 -0.188E-01
        543.0000      -93.07  0.4105  0.113E-01        -65.54  0.3319 -0.153E-01        -38.45  0.3734 -0.183E-01
        544.0000      -95.22  0.4093  0.116E-01        -66.22  0.3315 -0.138E-01        -38.33  0.3736 -0.178E-01
        545.0000      -96.93  0.4084  0.111E-01        -66.90  0.3310 -0.124E-01        -38.24  0.3737 -0.173E-01
        546.0000      -98.08  0.4078  0.971E-02        -67.57  0.3305 -0.111E-01        -38.16  0.3738 -0.167E-01
        547.0000      -98.62  0.4076  0.750E-02        -68.22  0.3301 -0.997E-02        -38.10  0.3739 -0.160E-01
        548.0000      -98.74  0.4075  0.522E-02        -68.83  0.3297 -0.901E-02        -38.04  0.3740 -0.152E-01
        549.0000      -98.71  0.4075  0.348E-02        -69.40  0.3293 -0.822E-02        -37.99  0.3741 -0.143E-01
        550.0000      -98.64  0.4076  0.221E-02        -69.91  0.3289 -0.758E-02        -37.94  0.3741 -0.135E-01
        551.0000      -98.62  0.4076  0.133E-02        -70.39  0.3286 -0.707E-02        -37.90  0.3742 -0.128E-01
        552.0000      -98.63  0.4076  0.713E-03        -70.81  0.3283 -0.665E-02        -37.87  0.3742 -0.121E-01
        553.0000      -98.68  0.4076  0.271E-03        -71.19  0.3280 -0.631E-02        -37.84  0.3743 -0.114E-01
        554.0000      -98.77  0.4075 -0.528E-04        -71.53  0.3278 -0.602E-02        -37.82  0.3743 -0.107E-01
        555.0000      -98.89  0.4075 -0.292E-03        -71.83  0.3276 -0.578E-02        -37.78  0.3744 -0.992E-02
        556.0000      -94.91  0.4095 -0.175E-01        -72.12  0.3274 -0.556E-02        -37.74  0.3744 -0.896E-02
        557.0000      -86.89  0.4140 -0.376E-01        -72.34  0.3272 -0.560E-02        -37.67  0.3745 -0.812E-02
        558.0000      -78.22  0.4188 -0.549E-01        -72.38  0.3272 -0.636E-02        -37.62  0.3746 -0.755E-02
        559.0000      -68.80  0.4244 -0.763E-01        -72.12  0.3274 -0.814E-02        -37.56  0.3747 -0.699E-02
        560.0000      -59.39  0.4300 -0.977E-01        -71.28  0.3279 -0.116E-01        -37.49  0.3748 -0.649E-02
        561.0000      -57.60  0.4312 -0.723E-01        -70.21  0.3287 -0.160E-01        -37.41  0.3749 -0.607E-02
        562.0000      -60.03  0.4296 -0.487E-01        -68.59  0.3298 -0.213E-01        -37.32  0.3750 -0.595E-02
        563.0000      -64.74  0.4268 -0.265E-01        -66.92  0.3310 -0.249E-01        -37.21  0.3751 -0.602E-02
        564.0000      -69.44  0.4240 -0.141E-01        -65.62  0.3319 -0.260E-01        -37.06  0.3753 -0.643E-02
        565.0000      -70.15  0.4236 -0.254E-01        -64.67  0.3325 -0.258E-01        -36.88  0.3756 -0.704E-02
        566.0000      -59.90  0.4297 -0.849E-01        -64.08  0.3330 -0.250E-01        -36.67  0.3759 -0.787E-02
        567.0000      -61.07  0.4290 -0.391E-01        -63.45  0.3334 -0.260E-01        -36.44  0.3762 -0.877E-02
        568.0000      -65.86  0.4261 -0.197E-01        -62.67  0.3339 -0.274E-01        -36.18  0.3765 -0.940E-02
        569.0000      -69.20  0.4241 -0.141E-01        -62.06  0.3344 -0.275E-01        -35.87  0.3769 -0.954E-02
        570.0000      -67.36  0.4252 -0.357E-01        -61.64  0.3347 -0.268E-01        -35.54  0.3774 -0.993E-02
        571.0000      -67.87  0.4250 -0.243E-01        -61.39  0.3348 -0.261E-01        -35.22  0.3778 -0.107E-01
        572.0000      -69.97  0.4237 -0.170E-01        -61.19  0.3350 -0.256E-01        -34.90  0.3782 -0.113E-01
        573.0000      -71.90  0.4225 -0.132E-01        -61.07  0.3351 -0.248E-01        -34.56  0.3787 -0.114E-01
        574.0000      -73.54  0.4215 -0.111E-01        -61.06  0.3351 -0.238E-01        -34.23  0.3791 -0.115E-01
        575.0000      -75.02  0.4206 -0.942E-02        -61.13  0.3350 -0.227E-01        -33.89  0.3796 -0.115E-01
        576.0000      -76.36  0.4199 -0.824E-02        -61.26  0.3349 -0.215E-01        -33.59  0.3800 -0.119E-01
        577.0000      -77.57  0.4192 -0.736E-02        -61.44  0.3348 -0.203E-01        -33.31  0.3803 -0.121E-01
        578.0000      -78.32  0.4188 -0.862E-02        -61.63  0.3347 -0.192E-01        -33.04  0.3807 -0.121E-01
        579.0000      -79.14  0.4183 -0.753E-02        -61.85  0.3345 -0.181E-01        -32.77  0.3811 -0.119E-01
        580.0000      -80.13  0.4178 -0.645E-02        -62.08  0.3344 -0.172E-01        -32.52  0.3814 -0.116E-01
        581.0000      -80.02  0.4178 -0.108E-01        -62.30  0.3342 -0.163E-01        -32.25  0.3818 -0.109E-01
        582.0000      -71.28  0.4229 -0.562E-01        -62.51  0.3341 -0.156E-01        -31.98  0.3821 -0.102E-01
        583.0000      -66.04  0.4260 -0.505E-01        -62.56  0.3340 -0.160E-01        -31.72  0.3825 -0.975E-02
        584.0000      -43.38  0.4402 -0.196E+00        -62.20  0.3343 -0.184E-01        -31.47  0.3828 -0.924E-02
        585.0000      -47.14  0.4378 -0.714E-01        -60.89  0.3352 -0.255E-01        -31.24  0.3831 -0.902E-02
        586.0000      -53.44  0.4338 -0.382E-01        -58.91  0.3365 -0.323E-01        -31.02  0.3834 -0.947E-02
        587.0000      -58.45  0.4306 -0.225E-01        -57.28  0.3377 -0.350E-01        -30.79  0.3837 -0.106E-01
        588.0000      -57.04  0.4315 -0.486E-01        -56.15  0.3384 -0.349E-01        -30.54  0.3841 -0.118E-01
        589.0000      -59.37  0.4301 -0.258E-01        -55.48  0.3389 -0.342E-01        -30.23  0.3845 -0.130E-01
        590.0000      -63.31  0.4277 -0.134E-01        -55.06  0.3392 -0.330E-01        -29.87  0.3849 -0.140E-01
        591.0000      -66.76  0.4256 -0.743E-02        -54.92  0.3393 -0.312E-01        -29.48  0.3854 -0.146E-01
        592.0000      -68.99  0.4243 -0.803E-02        -54.98  0.3392 -0.289E-01        -29.06  0.3859 -0.146E-01
        593.0000      -69.68  0.4238 -0.125E-01        -55.21  0.3390 -0.266E-01        -28.62  0.3864 -0.147E-01
        594.0000      -70.98  0.4231 -0.889E-02        -55.52  0.3388 -0.247E-01        -28.21  0.3869 -0.146E-01
        595.0000      -72.51  0.4221 -0.694E-02        -55.83  0.3386 -0.230E-01        -27.81  0.3874 -0.142E-01
        596.0000      -73.76  0.4214 -0.643E-02        -56.14  0.3384 -0.215E-01        -27.45  0.3878 -0.140E-01
        597.0000      -74.81  0.4208 -0.604E-02        -56.46  0.3382 -0.201E-01        -26.97  0.3883 -0.116E-01
        598.0000      -75.78  0.4202 -0.564E-02        -56.75  0.3380 -0.187E-01        -25.94  0.3895 -0.239E-02
        599.0000      -76.69  0.4197 -0.527E-02        -57.01  0.3378 -0.174E-01        -25.26  0.3904 -0.147E-02
        600.0000      -77.53  0.4192 -0.493E-02        -57.23  0.3377 -0.160E-01        -24.66  0.3910 -0.137E-02
        601.0000      -78.32  0.4188 -0.461E-02        -57.42  0.3375 -0.148E-01        -24.19  0.3916 -0.172E-02
        602.0000      -79.06  0.4184 -0.431E-02        -57.58  0.3374 -0.136E-01        -23.74  0.3921 -0.153E-02
        603.0000      -79.74  0.4180 -0.403E-02        -57.71  0.3373 -0.126E-01        -23.29  0.3926 -0.853E-03
        604.0000      -80.38  0.4176 -0.376E-02        -57.83  0.3373 -0.115E-01        -22.80  0.3931  0.459E-03
        605.0000      -80.98  0.4173 -0.351E-02        -57.92  0.3372 -0.106E-01        -22.32  0.3935  0.175E-02
        606.0000      -81.53  0.4170 -0.327E-02        -57.98  0.3372 -0.966E-02        -21.80  0.3940  0.348E-02
        607.0000      -82.04  0.4167 -0.304E-02        -58.02  0.3371 -0.878E-02        -21.26  0.3946  0.502E-02
        608.0000      -82.73  0.4163 -0.212E-02        -58.04  0.3371 -0.789E-02        -20.68  0.3952  0.685E-02
        609.0000      -83.77  0.4157 -0.126E-03        -58.03  0.3371 -0.698E-02        -20.13  0.3957  0.804E-02
        610.0000      -85.17  0.4150  0.251E-02        -58.03  0.3371 -0.602E-02        -19.66  0.3962  0.809E-02
        611.0000      -86.88  0.4140  0.541E-02        -58.03  0.3371 -0.499E-02        -19.19  0.3966  0.864E-02
        612.0000      -88.79  0.4129  0.819E-02        -58.04  0.3371 -0.388E-02        -18.79  0.3970  0.835E-02
        613.0000      -90.78  0.4118  0.106E-01        -58.09  0.3371 -0.271E-02        -18.36  0.3974  0.907E-02
        614.0000      -92.70  0.4107  0.124E-01        -58.15  0.3371 -0.148E-02        -17.93  0.3977  0.101E-01
        615.0000      -94.44  0.4098  0.135E-01        -58.25  0.3370 -0.255E-03        -17.61  0.3980  0.944E-02
        616.0000      -95.86  0.4090  0.138E-01        -58.36  0.3369  0.941E-03        -17.29  0.3983  0.963E-02
        617.0000      -96.88  0.4085  0.133E-01        -58.48  0.3368  0.205E-02        -17.06  0.3985  0.897E-02
        618.0000      -97.37  0.4082  0.120E-01        -58.61  0.3367  0.305E-02        -16.83  0.3987  0.890E-02
        619.0000      -97.31  0.4082  0.993E-02        -58.73  0.3367  0.389E-02        -16.63  0.3988  0.897E-02
        620.0000      -96.86  0.4085  0.777E-02        -58.83  0.3366  0.458E-02        -16.43  0.3990  0.921E-02
        621.0000      -96.28  0.4088  0.609E-02        -58.90  0.3365  0.510E-02        -16.22  0.3992  0.100E-01
        622.0000      -95.68  0.4091  0.485E-02        -58.93  0.3365  0.549E-02        -16.05  0.3993  0.100E-01
        623.0000      -95.13  0.4094  0.399E-02        -58.93  0.3365  0.574E-02        -15.93  0.3994  0.955E-02
        624.0000      -94.62  0.4097  0.337E-02        -58.90  0.3365  0.588E-02        -15.84  0.3995  0.919E-02
        625.0000      -94.16  0.4099  0.292E-02        -58.85  0.3366  0.593E-02        -15.76  0.3995  0.886E-02
        626.0000      -93.74  0.4102  0.257E-02        -58.78  0.3366  0.591E-02        -15.70  0.3996  0.861E-02
        627.0000      -93.34  0.4104  0.231E-02        -58.69  0.3367  0.585E-02        -15.60  0.3997  0.892E-02
        628.0000      -92.99  0.4106  0.211E-02        -58.59  0.3368  0.577E-02        -15.54  0.3997  0.863E-02
        629.0000      -92.65  0.4108  0.194E-02        -58.49  0.3368  0.566E-02        -15.47  0.3998  0.856E-02
        630.0000      -92.33  0.4109  0.181E-02        -58.37  0.3369  0.555E-02        -15.37  0.3998  0.889E-02
        631.0000      -92.03  0.4111  0.169E-02        -58.25  0.3370  0.545E-02        -15.24  0.4000  0.944E-02
        632.0000      -92.02  0.4111  0.244E-02        -58.12  0.3371  0.537E-02        -15.14  0.4000  0.940E-02
        633.0000      -92.54  0.4109  0.452E-02        -58.00  0.3372  0.534E-02        -15.03  0.4001  0.933E-02
        634.0000      -93.62  0.4103  0.745E-02        -57.89  0.3372  0.540E-02        -14.97  0.4002  0.880E-02
        635.0000      -95.16  0.4094  0.107E-01        -57.81  0.3373  0.557E-02        -14.90  0.4002  0.851E-02
        636.0000      -97.05  0.4084  0.138E-01        -57.78  0.3373  0.589E-02        -14.80  0.4003  0.886E-02
        637.0000      -99.08  0.4074  0.165E-01        -57.79  0.3373  0.634E-02        -14.72  0.4004  0.878E-02
        638.0000     -101.10  0.4063  0.185E-01        -57.85  0.3373  0.691E-02        -14.64  0.4004  0.893E-02
        639.0000     -102.91  0.4054  0.197E-01        -57.95  0.3372  0.756E-02        -14.59  0.4005  0.861E-02
        640.0000     -104.38  0.4047  0.200E-01        -58.09  0.3371  0.824E-02        -14.53  0.4005  0.879E-02
        641.0000     -105.35  0.4042  0.194E-01        -58.27  0.3370  0.890E-02        -14.54  0.4005  0.831E-02
        642.0000     -105.69  0.4040  0.178E-01        -58.45  0.3369  0.950E-02        -14.55  0.4005  0.808E-02
        643.0000     -105.31  0.4042  0.152E-01        -58.64  0.3367  0.998E-02        -14.58  0.4005  0.802E-02
        644.0000     -104.44  0.4046  0.125E-01        -58.82  0.3366  0.103E-01        -14.64  0.4004  0.771E-02
        645.0000     -103.39  0.4052  0.103E-01        -58.97  0.3365  0.105E-01        -14.66  0.4004  0.813E-02
        646.0000     -102.30  0.4057  0.856E-02        -59.09  0.3364  0.106E-01        -14.67  0.4004  0.868E-02
        647.0000     -101.27  0.4063  0.726E-02        -59.18  0.3364  0.105E-01        -14.68  0.4004  0.896E-02
        648.0000     -100.32  0.4067  0.626E-02        -59.23  0.3363  0.104E-01        -14.75  0.4003  0.841E-02
        649.0000      -99.45  0.4072  0.549E-02        -59.24  0.3363  0.102E-01        -14.71  0.4004  0.971E-02
        650.0000      -98.65  0.4076  0.487E-02        -59.23  0.3363  0.994E-02        -14.74  0.4004  0.943E-02
        651.0000      -97.92  0.4080  0.437E-02        -59.19  0.3364  0.966E-02        -14.77  0.4003  0.911E-02
        652.0000      -97.25  0.4083  0.394E-02        -59.12  0.3364  0.936E-02        -14.78  0.4003  0.929E-02
        653.0000      -96.63  0.4086  0.359E-02        -59.04  0.3364  0.906E-02        -14.76  0.4003  0.970E-02
        654.0000      -96.05  0.4089  0.330E-02        -58.95  0.3365  0.877E-02        -14.72  0.4004  0.101E-01
        655.0000      -95.51  0.4092  0.305E-02        -58.84  0.3366  0.848E-02        -14.70  0.4004  0.100E-01
        656.0000      -95.36  0.4093  0.389E-02        -58.72  0.3367  0.823E-02        -14.66  0.4004  0.100E-01
        657.0000      -95.94  0.4090  0.644E-02        -58.60  0.3367  0.804E-02        -14.59  0.4005  0.104E-01
        658.0000      -97.24  0.4083  0.100E-01        -58.51  0.3368  0.796E-02        -14.60  0.4005  0.945E-02
        659.0000      -99.18  0.4073  0.140E-01        -58.45  0.3369  0.801E-02        -14.65  0.4004  0.835E-02
        660.0000     -101.58  0.4061  0.178E-01        -58.44  0.3369  0.823E-02        -14.64  0.4004  0.861E-02
        661.0000     -104.18  0.4048  0.211E-01        -58.49  0.3368  0.862E-02        -14.65  0.4004  0.845E-02
        662.0000     -106.79  0.4035  0.236E-01        -58.60  0.3368  0.916E-02        -14.61  0.4004  0.915E-02
        663.0000     -109.21  0.4022  0.251E-01        -58.76  0.3366  0.983E-02        -14.58  0.4005  0.932E-02
        664.0000     -111.20  0.4012  0.256E-01        -58.97  0.3365  0.106E-01        -14.53  0.4005  0.100E-01
        665.0000     -112.58  0.4005  0.249E-01        -59.20  0.3363  0.113E-01        -14.53  0.4005  0.982E-02
        666.0000     -113.16  0.4002  0.231E-01        -59.45  0.3362  0.120E-01        -14.55  0.4005  0.973E-02
        667.0000     -112.81  0.4004  0.201E-01        -59.70  0.3360  0.126E-01        -14.52  0.4005  0.107E-01
        668.0000     -111.74  0.4009  0.167E-01        -59.94  0.3358  0.130E-01        -14.58  0.4005  0.101E-01
        669.0000     -110.37  0.4016  0.139E-01        -60.15  0.3357  0.133E-01        -14.62  0.4004  0.103E-01
        670.0000     -108.92  0.4024  0.116E-01        -60.32  0.3356  0.135E-01        -14.63  0.4004  0.110E-01
        671.0000     -107.53  0.4031  0.991E-02        -60.45  0.3355  0.135E-01        -14.67  0.4004  0.111E-01
        672.0000     -106.24  0.4038  0.861E-02        -60.53  0.3354  0.133E-01        -14.74  0.4004  0.108E-01
        673.0000     -105.06  0.4043  0.759E-02        -60.58  0.3354  0.131E-01        -14.79  0.4003  0.109E-01
        674.0000     -103.98  0.4049  0.676E-02        -60.59  0.3354  0.128E-01        -14.87  0.4003  0.106E-01
        675.0000     -102.98  0.4054  0.609E-02        -60.57  0.3354  0.125E-01        -14.93  0.4002  0.107E-01
        676.0000     -102.06  0.4059  0.551E-02        -60.52  0.3354  0.121E-01        -14.98  0.4002  0.108E-01
        677.0000     -101.20  0.4063  0.503E-02        -60.46  0.3355  0.117E-01        -15.00  0.4002  0.110E-01
        678.0000     -100.41  0.4067  0.461E-02        -60.37  0.3355  0.113E-01        -14.97  0.4002  0.118E-01
        679.0000      -99.67  0.4071  0.424E-02        -60.26  0.3356  0.109E-01        -14.94  0.4002  0.122E-01
        680.0000      -99.40  0.4072  0.513E-02        -60.14  0.3357  0.106E-01        -14.93  0.4002  0.120E-01
        681.0000     -100.01  0.4069  0.794E-02        -60.02  0.3358  0.103E-01        -14.93  0.4002  0.116E-01
        682.0000     -101.50  0.4062  0.120E-01        -59.91  0.3359  0.102E-01        -14.97  0.4002  0.108E-01
        683.0000     -103.79  0.4050  0.165E-01        -59.85  0.3359  0.102E-01        -15.00  0.4002  0.104E-01
        684.0000     -106.62  0.4036  0.209E-01        -59.84  0.3359  0.103E-01        -14.97  0.4002  0.109E-01
        685.0000     -109.77  0.4020  0.247E-01        -59.88  0.3359  0.107E-01        -14.99  0.4002  0.105E-01
        686.0000     -112.91  0.4004  0.275E-01        -60.00  0.3358  0.112E-01        -15.06  0.4001  0.957E-02
        687.0000     -115.95  0.3988  0.295E-01        -60.18  0.3357  0.119E-01        -15.08  0.4001  0.997E-02
        688.0000     -118.48  0.3975  0.301E-01        -60.41  0.3355  0.126E-01        -15.10  0.4001  0.103E-01
        689.0000     -120.31  0.3966  0.295E-01        -60.69  0.3353  0.134E-01        -15.14  0.4000  0.103E-01
        690.0000     -121.22  0.3962  0.276E-01        -60.99  0.3351  0.141E-01        -15.16  0.4000  0.108E-01
        691.0000     -120.95  0.3963  0.243E-01        -61.29  0.3349  0.147E-01        -15.22  0.4000  0.108E-01
        692.0000     -119.80  0.3968  0.206E-01        -61.58  0.3347  0.152E-01        -15.23  0.4000  0.116E-01
        693.0000     -118.20  0.3977  0.173E-01        -61.85  0.3345  0.155E-01        -15.31  0.3999  0.114E-01
        694.0000     -116.42  0.3986  0.145E-01        -62.07  0.3344  0.157E-01        -15.41  0.3998  0.112E-01
        695.0000     -114.69  0.3995  0.124E-01        -62.26  0.3342  0.157E-01        -15.47  0.3998  0.117E-01
        696.0000     -113.05  0.4003  0.108E-01        -62.40  0.3341  0.156E-01        -15.61  0.3997  0.110E-01
        697.0000     -111.54  0.4011  0.952E-02        -62.51  0.3341  0.153E-01        -15.75  0.3995  0.106E-01
        698.0000     -110.15  0.4018  0.849E-02        -62.57  0.3340  0.150E-01        -15.86  0.3994  0.109E-01
        699.0000     -108.88  0.4024  0.765E-02        -62.60  0.3340  0.146E-01        -15.98  0.3993  0.107E-01
        700.0000     -107.72  0.4030  0.695E-02        -62.60  0.3340  0.142E-01        -16.07  0.3993  0.111E-01
        701.0000     -106.65  0.4035  0.636E-02        -62.56  0.3340  0.137E-01        -16.10  0.3992  0.118E-01
        702.0000     -105.65  0.4040  0.585E-02        -62.51  0.3341  0.133E-01        -16.15  0.3992  0.119E-01
        703.0000     -104.72  0.4045  0.540E-02        -62.43  0.3341  0.128E-01        -16.15  0.3992  0.125E-01
        704.0000     -104.26  0.4048  0.610E-02        -62.33  0.3342  0.124E-01        -16.19  0.3992  0.122E-01
        705.0000     -104.68  0.4046  0.862E-02        -62.22  0.3343  0.121E-01        -16.20  0.3992  0.124E-01
        706.0000     -106.02  0.4039  0.124E-01        -62.13  0.3343  0.118E-01        -16.22  0.3992  0.122E-01
        707.0000     -108.17  0.4028  0.167E-01        -62.06  0.3344  0.117E-01        -16.27  0.3991  0.116E-01
        708.0000     -110.90  0.4014  0.209E-01        -62.03  0.3344  0.118E-01        -16.26  0.3991  0.119E-01
        709.0000     -113.94  0.3999  0.245E-01        -62.06  0.3344  0.121E-01        -16.30  0.3991  0.115E-01
        710.0000     -117.14  0.3982  0.275E-01        -62.15  0.3343  0.125E-01        -16.32  0.3991  0.114E-01
        711.0000     -120.08  0.3967  0.292E-01        -62.29  0.3342  0.130E-01        -16.32  0.3991  0.119E-01
        712.0000     -122.64  0.3956  0.299E-01        -62.49  0.3341  0.136E-01        -16.32  0.3991  0.120E-01
        713.0000     -124.47  0.3947  0.294E-01        -62.72  0.3339  0.143E-01        -16.29  0.3991  0.128E-01
        714.0000     -125.35  0.3943  0.276E-01        -62.97  0.3337  0.149E-01        -16.29  0.3991  0.130E-01
        715.0000     -125.10  0.3944  0.245E-01        -63.23  0.3335  0.155E-01        -16.29  0.3991  0.131E-01
        716.0000     -123.93  0.3950  0.209E-01        -63.48  0.3334  0.160E-01        -16.33  0.3991  0.132E-01
        717.0000     -122.28  0.3957  0.177E-01        -63.71  0.3332  0.163E-01        -16.32  0.3991  0.139E-01
        718.0000     -120.43  0.3966  0.150E-01        -63.91  0.3331  0.165E-01        -16.36  0.3990  0.138E-01
        719.0000     -118.63  0.3975  0.129E-01        -64.06  0.3330  0.166E-01        -16.43  0.3990  0.135E-01
        720.0000     -116.88  0.3984  0.112E-01        -64.17  0.3329  0.165E-01        -16.53  0.3989  0.130E-01
        721.0000     -115.29  0.3992  0.996E-02        -64.25  0.3328  0.163E-01        -16.62  0.3988  0.130E-01
        722.0000     -113.79  0.3999  0.890E-02        -64.29  0.3328  0.160E-01        -16.69  0.3988  0.131E-01
        723.0000     -112.43  0.4006  0.806E-02        -64.29  0.3328  0.157E-01        -16.78  0.3987  0.129E-01
        724.0000     -111.16  0.4013  0.734E-02        -64.26  0.3328  0.153E-01        -16.83  0.3987  0.134E-01
        725.0000     -109.99  0.4019  0.674E-02        -64.21  0.3329  0.148E-01        -16.87  0.3986  0.136E-01
        726.0000     -108.91  0.4024  0.623E-02        -64.12  0.3329  0.144E-01        -16.90  0.3986  0.137E-01
        727.0000     -107.90  0.4029  0.578E-02        -64.02  0.3330  0.140E-01        -16.92  0.3986  0.138E-01
        728.0000     -107.42  0.4032  0.663E-02        -63.90  0.3331  0.136E-01        -16.94  0.3986  0.138E-01
        729.0000     -107.99  0.4029  0.958E-02        -63.78  0.3332  0.132E-01        -17.01  0.3985  0.129E-01
        730.0000     -109.64  0.4021  0.139E-01        -63.67  0.3332  0.129E-01        -17.07  0.3985  0.125E-01
        731.0000     -112.24  0.4008  0.189E-01        -63.60  0.3333  0.128E-01        -17.11  0.3984  0.125E-01
        732.0000     -115.52  0.3991  0.236E-01        -63.57  0.3333  0.129E-01        -17.14  0.3984  0.123E-01
        733.0000     -119.27  0.3972  0.278E-01        -63.61  0.3333  0.131E-01        -17.14  0.3984  0.128E-01
        734.0000     -123.15  0.3954  0.310E-01        -63.70  0.3332  0.136E-01        -17.16  0.3984  0.126E-01
        735.0000     -126.82  0.3937  0.330E-01        -63.86  0.3331  0.142E-01        -17.15  0.3984  0.131E-01
        736.0000     -129.95  0.3923  0.337E-01        -64.08  0.3330  0.148E-01        -17.16  0.3984  0.131E-01
        737.0000     -132.48  0.3912  0.335E-01        -64.33  0.3328  0.155E-01        -17.21  0.3983  0.127E-01
        738.0000     -133.69  0.3906  0.316E-01        -64.63  0.3326  0.162E-01        -17.24  0.3983  0.130E-01
        739.0000     -133.73  0.3906  0.285E-01        -64.93  0.3324  0.169E-01        -17.26  0.3983  0.135E-01
        740.0000     -132.61  0.3911  0.247E-01        -65.24  0.3322  0.174E-01        -17.31  0.3983  0.135E-01
        741.0000     -130.85  0.3919  0.211E-01        -65.52  0.3320  0.178E-01        -17.36  0.3982  0.137E-01
        742.0000     -128.79  0.3928  0.181E-01        -65.78  0.3318  0.180E-01        -17.43  0.3982  0.138E-01
        743.0000     -126.68  0.3938  0.157E-01        -65.99  0.3316  0.182E-01        -17.49  0.3981  0.141E-01
        744.0000     -124.64  0.3947  0.137E-01        -66.17  0.3315  0.181E-01        -17.59  0.3980  0.138E-01
end
