Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -2.000000e+002  1.000000e+000  1.000000e+000
  101    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
   41 -8.000000e+001 -6.889000e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   42 -8.200000e+001 -6.643720e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   43 -8.400000e+001 -6.398450e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   44 -8.600000e+001 -6.153170e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   45 -8.800000e+001 -5.907900e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   46 -9.000000e+001 -5.662630e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   47 -9.200000e+001 -5.417350e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   48 -9.400000e+001 -5.172070e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   49 -9.600000e+001 -4.926800e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   50 -9.800000e+001 -4.681530e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   51 -1.000000e+002 -4.436250e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   52 -1.020000e+002 -4.190980e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   53 -1.040000e+002 -3.945700e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   54 -1.060000e+002 -3.700420e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   55 -1.080000e+002 -3.455150e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   56 -1.100000e+002 -3.209880e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   57 -1.120000e+002 -2.964600e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   58 -1.140000e+002 -2.719330e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   59 -1.160000e+002 -2.474050e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   60 -1.180000e+002 -2.228780e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   61 -1.200000e+002 -1.983500e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   62 -1.220000e+002 -1.738220e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   63 -1.240000e+002 -1.492950e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   64 -1.260000e+002 -1.247680e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   65 -1.280000e+002 -1.002400e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   66 -1.300000e+002 -7.571250e+000    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   67 -1.320000e+002 -5.118500e+000    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   68 -1.340000e+002 -2.665750e+000    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   69 -1.360000e+002 -2.129990e-001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   70 -1.380000e+002  2.239750e+000    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   71 -1.400000e+002  4.692500e+000    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   72 -1.420000e+002  7.145250e+000    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   73 -1.440000e+002  9.598000e+000    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   74 -1.460000e+002  1.205070e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   75 -1.480000e+002  1.450350e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   76 -1.500000e+002  1.695620e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   77 -1.520000e+002  1.940900e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   78 -1.540000e+002  2.186170e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   79 -1.560000e+002  2.431450e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   80 -1.580000e+002  2.676730e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   81 -1.600000e+002  2.922000e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   82 -1.620000e+002  3.167280e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   83 -1.640000e+002  3.412550e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   84 -1.660000e+002  3.657830e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   85 -1.680000e+002  3.903100e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   86 -1.700000e+002  4.148370e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   87 -1.720000e+002  4.393650e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   88 -1.740000e+002  4.638930e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   89 -1.760000e+002  4.884200e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   90 -1.780000e+002  5.129480e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   91 -1.800000e+002  5.374750e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   92 -1.820000e+002  5.620020e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   93 -1.840000e+002  5.865300e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   94 -1.860000e+002  6.110580e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   95 -1.880000e+002  6.355850e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   96 -1.900000e+002  6.601130e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   97 -1.920000e+002  6.846400e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   98 -1.940000e+002  7.091670e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   99 -1.960000e+002  7.336950e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  100 -1.980000e+002  7.582230e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
  101 -2.000000e+002  7.827500e+001    3    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    3
    6   21   41
