

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   488.00000 -0.212142E+01  0.000000E+00 -0.212187E+01  0.000000E+00  0.762585E+00    -88.857      0.000     72.325     488
   489.00000 -0.216093E+01  0.000000E+00 -0.216138E+01  0.000000E+00  0.764371E+00    -94.102      0.000     72.550     489
   490.00000 -0.214424E+01  0.000000E+00 -0.214470E+01  0.000000E+00  0.765632E+00   -112.995      0.000     72.550     490
   491.00000 -0.212250E+01  0.000000E+00 -0.212295E+01  0.000000E+00  0.766254E+00   -122.356      0.000     72.475     491
   492.00000 -0.209717E+01  0.000000E+00 -0.209763E+01  0.000000E+00  0.766485E+00   -130.549      0.000     72.425     492
   493.00000 -0.207000E+01  0.000000E+00 -0.207045E+01  0.000000E+00  0.765421E+00   -137.330      0.000     72.133     493
   494.00000 -0.210782E+01  0.000000E+00 -0.210827E+01  0.000000E+00  0.765013E+00   -110.854      0.000     72.283     494
   495.00000 -0.209750E+01  0.000000E+00 -0.209795E+01  0.000000E+00  0.765238E+00   -123.561      0.000     72.458     495
   496.00000 -0.207575E+01  0.000000E+00 -0.207620E+01  0.000000E+00  0.764286E+00   -132.714      0.000     72.217     496
   497.00000 -0.205907E+01  0.000000E+00 -0.205952E+01  0.000000E+00  0.763986E+00   -135.518      0.000     72.367     497
   498.00000 -0.204858E+01  0.000000E+00 -0.204903E+01  0.000000E+00  0.764742E+00   -135.022      0.000     72.667     498
   499.00000 -0.204500E+01  0.000000E+00 -0.204545E+01  0.000000E+00  0.763174E+00   -132.646      0.000     72.125     499
   500.00000 -0.204500E+01  0.000000E+00 -0.204545E+01  0.000000E+00  0.765360E+00   -130.332      0.000     73.067     500
   501.00000 -0.204500E+01  0.000000E+00 -0.204545E+01  0.000000E+00  0.766456E+00   -129.290      0.000     72.875     501
   502.00000 -0.204500E+01  0.000000E+00 -0.204545E+01  0.000000E+00  0.767675E+00   -128.581      0.000     72.975     502
   503.00000 -0.204500E+01  0.000000E+00 -0.204545E+01  0.000000E+00  0.767059E+00   -128.133      0.000     72.550     503
   504.00000 -0.204500E+01  0.000000E+00 -0.204545E+01  0.000000E+00  0.766845E+00   -127.802      0.000     72.650     504
   505.00000 -0.204500E+01  0.000000E+00 -0.204545E+01  0.000000E+00  0.766944E+00   -127.558      0.000     72.733     505
   506.00000 -0.204500E+01  0.000000E+00 -0.204545E+01  0.000000E+00  0.765685E+00   -127.370      0.000     72.408     506
   507.00000 -0.204500E+01  0.000000E+00 -0.204545E+01  0.000000E+00  0.766060E+00   -127.223      0.000     72.808     507
   508.00000 -0.206200E+01  0.000000E+00 -0.206245E+01  0.000000E+00  0.766461E+00   -118.799      0.000     72.833     508
   509.00000 -0.206200E+01  0.000000E+00 -0.206245E+01  0.000000E+00  0.765187E+00   -123.305      0.000     72.467     509
   510.00000 -0.206800E+01  0.000000E+00 -0.206845E+01  0.000000E+00  0.765728E+00   -121.283      0.000     72.867     510
   511.00000 -0.210800E+01  0.000000E+00 -0.210845E+01  0.000000E+00  0.768097E+00   -106.146      0.000     73.358     511
   512.00000 -0.226318E+01  0.000000E+00 -0.226363E+01  0.000000E+00  0.769164E+00    -66.169      0.000     73.158     512
   513.00000 -0.236578E+01  0.000000E+00 -0.236624E+01  0.000000E+00  0.771053E+00    -64.830      0.000     73.383     513
   514.00000 -0.243697E+01  0.000000E+00 -0.243742E+01  0.000000E+00  0.771376E+00    -66.904      0.000     73.075     514
   515.00000 -0.255300E+01  0.000000E+00 -0.255345E+01  0.000000E+00  0.771427E+00    -55.180      0.000     73.000     515
   516.00000 -0.267421E+01  0.000000E+00 -0.267466E+01  0.000000E+00  0.770851E+00    -49.341      0.000     72.842     516
   517.00000 -0.276800E+01  0.000000E+00 -0.276845E+01  0.000000E+00  0.770680E+00    -50.197      0.000     72.917     517
   518.00000 -0.317979E+01  0.000000E+00 -0.318024E+01  0.000000E+00  0.769732E+00    -10.752      0.000     72.733     518
   519.00000 -0.320500E+01  0.000000E+00 -0.320545E+01  0.000000E+00  0.766159E+00    -41.486      0.000     72.075     519
   520.00000 -0.361503E+01  0.000000E+00 -0.361548E+01  0.000000E+00  0.761954E+00     -6.189      0.000     71.800     520
   521.00000 -0.361121E+01  0.000000E+00 -0.361167E+01  0.000000E+00  0.757239E+00    -37.815      0.000     71.567     521
   522.00000 -0.360882E+01  0.000000E+00 -0.360927E+01  0.000000E+00  0.770323E+00    -47.809      0.000     75.833     522
   523.00000 -0.360800E+01  0.000000E+00 -0.360845E+01  0.000000E+00  0.767561E+00    -54.459      0.000     72.558     523
   524.00000 -0.360800E+01  0.000000E+00 -0.360845E+01  0.000000E+00  0.764905E+00    -59.109      0.000     72.458     524
   525.00000 -0.361900E+01  0.000000E+00 -0.361945E+01  0.000000E+00  0.762661E+00    -60.906      0.000     72.550     525
   526.00000 -0.367900E+01  0.000000E+00 -0.367945E+01  0.000000E+00  0.782359E+00    -52.562      0.000     77.908     526
   527.00000 -0.367900E+01  0.000000E+00 -0.367945E+01  0.000000E+00  0.819073E+00    -63.228      0.000     83.283     527
   528.00000 -0.367900E+01  0.000000E+00 -0.367945E+01  0.000000E+00  0.820085E+00    -67.411      0.000     75.917     528
   529.00000 -0.367900E+01  0.000000E+00 -0.367945E+01  0.000000E+00  0.817364E+00    -70.589      0.000     74.917     529
   530.00000 -0.367900E+01  0.000000E+00 -0.367945E+01  0.000000E+00  0.812801E+00    -73.109      0.000     74.592     530
   531.00000 -0.367900E+01  0.000000E+00 -0.367945E+01  0.000000E+00  0.806624E+00    -75.351      0.000     74.392     531
   532.00000 -0.367900E+01  0.000000E+00 -0.367945E+01  0.000000E+00  0.801417E+00    -77.347      0.000     74.892     532
   533.00000 -0.367900E+01  0.000000E+00 -0.367945E+01  0.000000E+00  0.795112E+00    -79.172      0.000     74.942     533
   534.00000 -0.367900E+01  0.000000E+00 -0.367945E+01  0.000000E+00  0.789140E+00    -80.839      0.000     75.383     534
   535.00000 -0.367900E+01  0.000000E+00 -0.367945E+01  0.000000E+00  0.783295E+00    -82.378      0.000     75.800     535
   536.00000 -0.367530E+01  0.000000E+00 -0.367576E+01  0.000000E+00  0.776812E+00    -84.911      0.000     76.042     536
   537.00000 -0.366446E+01  0.000000E+00 -0.366492E+01  0.000000E+00  0.768885E+00    -88.911      0.000     76.042     537
   538.00000 -0.364722E+01  0.000000E+00 -0.364767E+01  0.000000E+00  0.760128E+00    -93.642      0.000     76.158     538
   539.00000 -0.362475E+01  0.000000E+00 -0.362520E+01  0.000000E+00  0.750105E+00    -98.871      0.000     76.125     539
   540.00000 -0.359858E+01  0.000000E+00 -0.359903E+01  0.000000E+00  0.739178E+00   -104.198      0.000     76.150     540
   541.00000 -0.357050E+01  0.000000E+00 -0.357095E+01  0.000000E+00  0.728007E+00   -109.172      0.000     76.317     541
   542.00000 -0.354242E+01  0.000000E+00 -0.354287E+01  0.000000E+00  0.714905E+00   -113.379      0.000     76.017     542
   543.00000 -0.351625E+01  0.000000E+00 -0.351670E+01  0.000000E+00  0.702237E+00   -116.445      0.000     76.292     543
   544.00000 -0.349378E+01  0.000000E+00 -0.349423E+01  0.000000E+00  0.689719E+00   -118.072      0.000     76.492     544
   545.00000 -0.347653E+01  0.000000E+00 -0.347699E+01  0.000000E+00  0.677014E+00   -118.117      0.000     76.600     545
   546.00000 -0.346570E+01  0.000000E+00 -0.346615E+01  0.000000E+00  0.664362E+00   -116.614      0.000     76.750     546
   547.00000 -0.346200E+01  0.000000E+00 -0.346245E+01  0.000000E+00  0.652460E+00   -113.782      0.000     77.075     547
   548.00000 -0.346200E+01  0.000000E+00 -0.346245E+01  0.000000E+00  0.641923E+00   -111.428      0.000     77.575     548
   549.00000 -0.346200E+01  0.000000E+00 -0.346245E+01  0.000000E+00  0.632305E+00   -110.304      0.000     77.975     549
   550.00000 -0.346200E+01  0.000000E+00 -0.346245E+01  0.000000E+00  0.622855E+00   -109.595      0.000     78.175     550
   551.00000 -0.346200E+01  0.000000E+00 -0.346245E+01  0.000000E+00  0.613019E+00   -109.190      0.000     78.200     551
   552.00000 -0.346200E+01  0.000000E+00 -0.346245E+01  0.000000E+00  0.603671E+00   -108.950      0.000     78.425     552
   553.00000 -0.346200E+01  0.000000E+00 -0.346245E+01  0.000000E+00  0.595230E+00   -108.830      0.000     78.758     553
   554.00000 -0.346200E+01  0.000000E+00 -0.346245E+01  0.000000E+00  0.587445E+00   -108.792      0.000     79.033     554
   555.00000 -0.346200E+01  0.000000E+00 -0.346245E+01  0.000000E+00  0.581213E+00   -108.815      0.000     79.558     555
   556.00000 -0.354400E+01  0.000000E+00 -0.354445E+01  0.000000E+00  0.577259E+00    -80.226      0.000     80.233     556
   557.00000 -0.363800E+01  0.000000E+00 -0.363845E+01  0.000000E+00  0.572758E+00    -68.320      0.000     80.317     557
   558.00000 -0.374600E+01  0.000000E+00 -0.374645E+01  0.000000E+00  0.567844E+00    -58.776      0.000     80.342     558
   559.00000 -0.388000E+01  0.000000E+00 -0.388045E+01  0.000000E+00  0.564386E+00    -48.417      0.000     80.817     559
   560.00000 -0.403493E+01  0.000000E+00 -0.403538E+01  0.000000E+00  0.561873E+00    -39.830      0.000     81.233     560
   561.00000 -0.409394E+01  0.000000E+00 -0.409439E+01  0.000000E+00  0.559356E+00    -50.175      0.000     81.317     561
   562.00000 -0.411664E+01  0.000000E+00 -0.411709E+01  0.000000E+00  0.556451E+00    -59.073      0.000     81.342     562
   563.00000 -0.409800E+01  0.000000E+00 -0.409845E+01  0.000000E+00  0.555009E+00    -72.736      0.000     81.833     563
   564.00000 -0.407629E+01  0.000000E+00 -0.407674E+01  0.000000E+00  0.552816E+00    -80.766      0.000     81.808     564
   565.00000 -0.412200E+01  0.000000E+00 -0.412245E+01  0.000000E+00  0.550882E+00    -67.697      0.000     81.983     565
   566.00000 -0.430070E+01  0.000000E+00 -0.430116E+01  0.000000E+00  0.548350E+00    -39.097      0.000     81.983     566
   567.00000 -0.427900E+01  0.000000E+00 -0.427945E+01  0.000000E+00  0.545392E+00    -66.942      0.000     82.033     567
   568.00000 -0.426036E+01  0.000000E+00 -0.426081E+01  0.000000E+00  0.543830E+00    -75.334      0.000     82.608     568
   569.00000 -0.425605E+01  0.000000E+00 -0.425651E+01  0.000000E+00  0.545405E+00    -77.497      0.000     83.725     569
   570.00000 -0.433206E+01  0.000000E+00 -0.433252E+01  0.000000E+00  0.544361E+00    -59.555      0.000     83.375     570
   571.00000 -0.432900E+01  0.000000E+00 -0.432945E+01  0.000000E+00  0.541339E+00    -73.048      0.000     83.150     571
   572.00000 -0.432900E+01  0.000000E+00 -0.432945E+01  0.000000E+00  0.538839E+00    -76.475      0.000     83.550     572
   573.00000 -0.432900E+01  0.000000E+00 -0.432945E+01  0.000000E+00  0.537559E+00    -79.097      0.000     84.192     573
   574.00000 -0.432900E+01  0.000000E+00 -0.432945E+01  0.000000E+00  0.535427E+00    -81.123      0.000     84.417     574
   575.00000 -0.432900E+01  0.000000E+00 -0.432945E+01  0.000000E+00  0.533467E+00    -82.905      0.000     84.808     575
   576.00000 -0.432900E+01  0.000000E+00 -0.432945E+01  0.000000E+00  0.528430E+00    -84.450      0.000     84.283     576
   577.00000 -0.432900E+01  0.000000E+00 -0.432945E+01  0.000000E+00  0.523063E+00    -85.832      0.000     84.450     577
   578.00000 -0.433700E+01  0.000000E+00 -0.433745E+01  0.000000E+00  0.518384E+00    -84.556      0.000     84.775     578
   579.00000 -0.433700E+01  0.000000E+00 -0.433745E+01  0.000000E+00  0.513622E+00    -87.169      0.000     85.067     579
   580.00000 -0.433700E+01  0.000000E+00 -0.433745E+01  0.000000E+00  0.509290E+00    -88.502      0.000     85.492     580
   581.00000 -0.435800E+01  0.000000E+00 -0.435845E+01  0.000000E+00  0.506311E+00    -82.875      0.000     86.108     581
   582.00000 -0.451100E+01  0.000000E+00 -0.451145E+01  0.000000E+00  0.503549E+00    -49.816      0.000     86.508     582
   583.00000 -0.456200E+01  0.000000E+00 -0.456245E+01  0.000000E+00  0.500402E+00    -59.171      0.000     86.725     583
   584.00000 -0.490173E+01  0.000000E+00 -0.490218E+01  0.000000E+00  0.497571E+00    -17.407      0.000     87.092     584
   585.00000 -0.489709E+01  0.000000E+00 -0.489754E+01  0.000000E+00  0.494288E+00    -48.947      0.000     87.258     585
   586.00000 -0.488652E+01  0.000000E+00 -0.488697E+01  0.000000E+00  0.489365E+00    -59.366      0.000     87.075     586
   587.00000 -0.487275E+01  0.000000E+00 -0.487320E+01  0.000000E+00  0.482825E+00    -66.920      0.000     86.817     587
   588.00000 -0.495771E+01  0.000000E+00 -0.495816E+01  0.000000E+00  0.476582E+00    -49.959      0.000     87.033     588
   589.00000 -0.494050E+01  0.000000E+00 -0.494095E+01  0.000000E+00  0.469943E+00    -67.261      0.000     87.183     589
   590.00000 -0.492329E+01  0.000000E+00 -0.492374E+01  0.000000E+00  0.463766E+00    -73.821      0.000     87.625     590
   591.00000 -0.490725E+01  0.000000E+00 -0.490770E+01  0.000000E+00  0.457444E+00    -78.442      0.000     87.950     591
   592.00000 -0.490747E+01  0.000000E+00 -0.490793E+01  0.000000E+00  0.452624E+00    -77.537      0.000     88.692     592
   593.00000 -0.492290E+01  0.000000E+00 -0.492336E+01  0.000000E+00  0.446870E+00    -74.432      0.000     88.908     593
   594.00000 -0.491626E+01  0.000000E+00 -0.491672E+01  0.000000E+00  0.440916E+00    -80.239      0.000     89.333     594
   595.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.435147E+00    -81.606      0.000     89.858     595
   596.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.427929E+00    -82.445      0.000     89.875     596
   597.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.427595E+00    -83.483      0.000     92.383     597
   598.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.451081E+00    -84.511      0.000    100.200     598
   599.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.462081E+00    -85.470      0.000     97.692     599
   600.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.467688E+00    -86.375      0.000     96.850     600
   601.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.472436E+00    -87.222      0.000     97.050     601
   602.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.477264E+00    -88.014      0.000     97.525     602
   603.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.482840E+00    -88.756      0.000     98.200     603
   604.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.490156E+00    -89.449      0.000     99.192     604
   605.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.498403E+00    -90.097      0.000     99.967     605
   606.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.508705E+00    -90.701      0.000    101.092     606
   607.00000 -0.491400E+01  0.000000E+00 -0.491445E+01  0.000000E+00  0.520412E+00    -91.263      0.000    102.058     607
   608.00000 -0.491059E+01  0.000000E+00 -0.491104E+01  0.000000E+00  0.533958E+00    -92.891      0.000    103.175     608
   609.00000 -0.490060E+01  0.000000E+00 -0.490105E+01  0.000000E+00  0.547885E+00    -96.026      0.000    103.850     609
   610.00000 -0.488471E+01  0.000000E+00 -0.488516E+01  0.000000E+00  0.560436E+00    -99.963      0.000    103.942     610
   611.00000 -0.486400E+01  0.000000E+00 -0.486445E+01  0.000000E+00  0.573430E+00   -104.340      0.000    104.542     611
   612.00000 -0.483988E+01  0.000000E+00 -0.484033E+01  0.000000E+00  0.585287E+00   -108.729      0.000    104.617     612
   613.00000 -0.481400E+01  0.000000E+00 -0.481445E+01  0.000000E+00  0.597993E+00   -112.750      0.000    105.283     613
   614.00000 -0.478811E+01  0.000000E+00 -0.478857E+01  0.000000E+00  0.611866E+00   -116.016      0.000    106.050     614
   615.00000 -0.476400E+01  0.000000E+00 -0.476445E+01  0.000000E+00  0.623713E+00   -118.187      0.000    105.800     615
   616.00000 -0.474329E+01  0.000000E+00 -0.474374E+01  0.000000E+00  0.635631E+00   -119.004      0.000    106.142     616
   617.00000 -0.472739E+01  0.000000E+00 -0.472785E+01  0.000000E+00  0.646292E+00   -118.360      0.000    106.017     617
   618.00000 -0.471740E+01  0.000000E+00 -0.471786E+01  0.000000E+00  0.656696E+00   -116.312      0.000    106.167     618
   619.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.667069E+00   -113.076      0.000    106.358     619
   620.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.677635E+00   -110.309      0.000    106.608     620
   621.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.689200E+00   -108.690      0.000    107.108     621
   622.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.700392E+00   -107.469      0.000    107.175     622
   623.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.710635E+00   -106.544      0.000    107.025     623
   624.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.720345E+00   -105.783      0.000    106.967     624
   625.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.729626E+00   -105.143      0.000    106.917     625
   626.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.738598E+00   -104.589      0.000    106.892     626
   627.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.748123E+00   -104.100      0.000    107.142     627
   628.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.757137E+00   -103.663      0.000    107.058     628
   629.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.766079E+00   -103.266      0.000    107.108     629
   630.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.775568E+00   -102.900      0.000    107.358     630
   631.00000 -0.471400E+01  0.000000E+00 -0.471445E+01  0.000000E+00  0.785816E+00   -102.560      0.000    107.700     631
   632.00000 -0.470958E+01  0.000000E+00 -0.471004E+01  0.000000E+00  0.795862E+00   -103.883      0.000    107.750     632
   633.00000 -0.469665E+01  0.000000E+00 -0.469710E+01  0.000000E+00  0.805773E+00   -107.498      0.000    107.817     633
   634.00000 -0.467607E+01  0.000000E+00 -0.467652E+01  0.000000E+00  0.814923E+00   -112.273      0.000    107.667     634
   635.00000 -0.464925E+01  0.000000E+00 -0.464970E+01  0.000000E+00  0.823757E+00   -117.772      0.000    107.642     635
   636.00000 -0.461801E+01  0.000000E+00 -0.461847E+01  0.000000E+00  0.833185E+00   -123.479      0.000    107.908     636
   637.00000 -0.458450E+01  0.000000E+00 -0.458495E+01  0.000000E+00  0.842425E+00   -128.780      0.000    107.933     637
   638.00000 -0.455098E+01  0.000000E+00 -0.455143E+01  0.000000E+00  0.851806E+00   -133.020      0.000    108.058     638
   639.00000 -0.451975E+01  0.000000E+00 -0.452020E+01  0.000000E+00  0.860647E+00   -135.579      0.000    107.950     639
   640.00000 -0.449293E+01  0.000000E+00 -0.449338E+01  0.000000E+00  0.869726E+00   -136.115      0.000    108.075     640
   641.00000 -0.447235E+01  0.000000E+00 -0.447280E+01  0.000000E+00  0.878018E+00   -134.433      0.000    107.850     641
   642.00000 -0.445941E+01  0.000000E+00 -0.445986E+01  0.000000E+00  0.885973E+00   -130.668      0.000    107.742     642
   643.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.893848E+00   -125.219      0.000    107.692     643
   644.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.901217E+00   -120.656      0.000    107.492     644
   645.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.909206E+00   -117.961      0.000    107.642     645
   646.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.917901E+00   -115.814      0.000    107.833     646
   647.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.926815E+00   -114.131      0.000    107.883     647
   648.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.934821E+00   -112.707      0.000    107.558     648
   649.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.944794E+00   -111.490      0.000    108.158     649
   650.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.954157E+00   -110.425      0.000    107.958     650
   651.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.963009E+00   -109.482      0.000    107.783     651
   652.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.972254E+00   -108.639      0.000    107.883     652
   653.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.982106E+00   -107.876      0.000    108.075     653
   654.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.992437E+00   -107.181      0.000    108.250     654
   655.00000 -0.445500E+01  0.000000E+00 -0.445545E+01  0.000000E+00  0.100259E+01   -106.542      0.000    108.225     655
   656.00000 -0.444922E+01  0.000000E+00 -0.444968E+01  0.000000E+00  0.101279E+01   -108.177      0.000    108.275     656
   657.00000 -0.443229E+01  0.000000E+00 -0.443274E+01  0.000000E+00  0.102360E+01   -112.984      0.000    108.517     657
   658.00000 -0.440535E+01  0.000000E+00 -0.440581E+01  0.000000E+00  0.103296E+01   -119.531      0.000    108.092     658
   659.00000 -0.437025E+01  0.000000E+00 -0.437070E+01  0.000000E+00  0.104091E+01   -127.397      0.000    107.642     659
   660.00000 -0.432937E+01  0.000000E+00 -0.432982E+01  0.000000E+00  0.104954E+01   -135.684      0.000    107.842     660
   661.00000 -0.428550E+01  0.000000E+00 -0.428595E+01  0.000000E+00  0.105798E+01   -143.493      0.000    107.775     661
   662.00000 -0.424163E+01  0.000000E+00 -0.424208E+01  0.000000E+00  0.106740E+01   -149.905      0.000    108.100     662
   663.00000 -0.420075E+01  0.000000E+00 -0.420120E+01  0.000000E+00  0.107691E+01   -153.992      0.000    108.150     663
   664.00000 -0.416564E+01  0.000000E+00 -0.416610E+01  0.000000E+00  0.108727E+01   -154.875      0.000    108.450     664
   665.00000 -0.413871E+01  0.000000E+00 -0.413916E+01  0.000000E+00  0.109710E+01   -152.287      0.000    108.300     665
   666.00000 -0.412177E+01  0.000000E+00 -0.412223E+01  0.000000E+00  0.110668E+01   -146.598      0.000    108.208     666
   667.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.111756E+01   -138.477      0.000    108.608     667
   668.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.112740E+01   -131.626      0.000    108.258     668
   669.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.113746E+01   -127.442      0.000    108.283     669
   670.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.114845E+01   -124.276      0.000    108.533     670
   671.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.115939E+01   -121.857      0.000    108.483     671
   672.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.116982E+01   -119.872      0.000    108.275     672
   673.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.118036E+01   -118.183      0.000    108.250     673
   674.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.119049E+01   -116.687      0.000    108.050     674
   675.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.120081E+01   -115.360      0.000    108.050     675
   676.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.121131E+01   -114.168      0.000    108.050     676
   677.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.122225E+01   -113.090      0.000    108.150     677
   678.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.123431E+01   -112.110      0.000    108.500     678
   679.00000 -0.411600E+01  0.000000E+00 -0.411645E+01  0.000000E+00  0.124677E+01   -111.212      0.000    108.650     679
   680.00000 -0.410903E+01  0.000000E+00 -0.410948E+01  0.000000E+00  0.125881E+01   -113.177      0.000    108.542     680
   681.00000 -0.408860E+01  0.000000E+00 -0.408905E+01  0.000000E+00  0.127032E+01   -119.204      0.000    108.392     681
   682.00000 -0.405610E+01  0.000000E+00 -0.405655E+01  0.000000E+00  0.128083E+01   -127.735      0.000    108.067     682
   683.00000 -0.401375E+01  0.000000E+00 -0.401420E+01  0.000000E+00  0.129100E+01   -138.085      0.000    107.942     683
   684.00000 -0.396443E+01  0.000000E+00 -0.396488E+01  0.000000E+00  0.130204E+01   -149.220      0.000    108.208     684
   685.00000 -0.391150E+01  0.000000E+00 -0.391195E+01  0.000000E+00  0.131244E+01   -160.202      0.000    108.008     685
   686.00000 -0.385857E+01  0.000000E+00 -0.385902E+01  0.000000E+00  0.132150E+01   -169.460      0.000    107.558     686
   687.00000 -0.380925E+01  0.000000E+00 -0.380970E+01  0.000000E+00  0.133134E+01   -175.388      0.000    107.758     687
   688.00000 -0.376689E+01  0.000000E+00 -0.376735E+01  0.000000E+00  0.134160E+01   -176.760      0.000    107.858     688
   689.00000 -0.373440E+01  0.000000E+00 -0.373485E+01  0.000000E+00  0.135164E+01   -173.163      0.000    107.758     689
   690.00000 -0.371397E+01  0.000000E+00 -0.371442E+01  0.000000E+00  0.136237E+01   -165.003      0.000    107.933     690
   691.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.137292E+01   -153.478      0.000    107.833     691
   692.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.138442E+01   -144.340      0.000    108.083     692
   693.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.139545E+01   -138.675      0.000    107.883     693
   694.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.140602E+01   -134.365      0.000    107.658     694
   695.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.141740E+01   -131.008      0.000    107.825     695
   696.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.142751E+01   -128.225      0.000    107.325     696
   697.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.143705E+01   -125.889      0.000    107.025     697
   698.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.144725E+01   -123.888      0.000    107.100     698
   699.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.145725E+01   -122.150      0.000    106.925     699
   700.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.146783E+01   -120.627      0.000    107.008     700
   701.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.147950E+01   -119.269      0.000    107.283     701
   702.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.149109E+01   -118.017      0.000    107.208     702
   703.00000 -0.370700E+01  0.000000E+00 -0.370745E+01  0.000000E+00  0.150363E+01   -116.867      0.000    107.483     703
   704.00000 -0.370010E+01  0.000000E+00 -0.370055E+01  0.000000E+00  0.151561E+01   -118.709      0.000    107.283     704
   705.00000 -0.367987E+01  0.000000E+00 -0.368032E+01  0.000000E+00  0.152792E+01   -124.865      0.000    107.375     705
   706.00000 -0.364769E+01  0.000000E+00 -0.364814E+01  0.000000E+00  0.153997E+01   -133.633      0.000    107.275     706
   707.00000 -0.360575E+01  0.000000E+00 -0.360620E+01  0.000000E+00  0.155115E+01   -144.208      0.000    106.983     707
