

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   708.00000 -0.355691E+01  0.000000E+00 -0.355736E+01  0.000000E+00  0.156304E+01   -155.741      0.000    107.183     708
   709.00000 -0.350450E+01  0.000000E+00 -0.350495E+01  0.000000E+00  0.157427E+01   -167.121      0.000    106.958     709
   710.00000 -0.345209E+01  0.000000E+00 -0.345254E+01  0.000000E+00  0.158548E+01   -176.601      0.000    106.933     710
   711.00000 -0.340325E+01  0.000000E+00 -0.340370E+01  0.000000E+00  0.159750E+01   -182.637      0.000    107.167     711
   712.00000 -0.336131E+01  0.000000E+00 -0.336176E+01  0.000000E+00  0.160954E+01   -184.016      0.000    107.167     712
   713.00000 -0.332913E+01  0.000000E+00 -0.332958E+01  0.000000E+00  0.162261E+01   -180.176      0.000    107.492     713
   714.00000 -0.330890E+01  0.000000E+00 -0.330935E+01  0.000000E+00  0.163575E+01   -171.560      0.000    107.525     714
   715.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.164883E+01   -159.428      0.000    107.500     715
   716.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.166178E+01   -149.620      0.000    107.433     716
   717.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.167576E+01   -143.799      0.000    107.733     717
   718.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.168926E+01   -139.241      0.000    107.558     718
   719.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.170228E+01   -135.694      0.000    107.358     719
   720.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.171458E+01   -132.712      0.000    107.058     720
   721.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.172694E+01   -130.191      0.000    106.983     721
   722.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.173956E+01   -127.997      0.000    106.983     722
   723.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.175182E+01   -126.085      0.000    106.792     723
   724.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.176494E+01   -124.389      0.000    106.992     724
   725.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.177830E+01   -122.876      0.000    107.017     725
   726.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.179183E+01   -121.529      0.000    107.042     726
   727.00000 -0.330200E+01  0.000000E+00 -0.330245E+01  0.000000E+00  0.180553E+01   -120.290      0.000    107.067     727
   728.00000 -0.329384E+01  0.000000E+00 -0.329429E+01  0.000000E+00  0.181921E+01   -122.757      0.000    107.042     728
   729.00000 -0.326991E+01  0.000000E+00 -0.327036E+01  0.000000E+00  0.183154E+01   -130.607      0.000    106.592     729
   730.00000 -0.323185E+01  0.000000E+00 -0.323230E+01  0.000000E+00  0.184348E+01   -141.757      0.000    106.417     730
   731.00000 -0.318225E+01  0.000000E+00 -0.318270E+01  0.000000E+00  0.185574E+01   -155.623      0.000    106.467     731
   732.00000 -0.312448E+01  0.000000E+00 -0.312494E+01  0.000000E+00  0.186780E+01   -171.360      0.000    106.375     732
   733.00000 -0.306250E+01  0.000000E+00 -0.306295E+01  0.000000E+00  0.188064E+01   -187.054      0.000    106.600     733
   734.00000 -0.300051E+01  0.000000E+00 -0.300096E+01  0.000000E+00  0.189312E+01   -200.868      0.000    106.475     734
   735.00000 -0.294275E+01  0.000000E+00 -0.294320E+01  0.000000E+00  0.190628E+01   -210.051      0.000    106.683     735
   736.00000 -0.289315E+01  0.000000E+00 -0.289360E+01  0.000000E+00  0.191938E+01   -212.535      0.000    106.658     736
   737.00000 -0.285508E+01  0.000000E+00 -0.285554E+01  0.000000E+00  0.193154E+01   -207.319      0.000    106.342     737
   738.00000 -0.283116E+01  0.000000E+00 -0.283161E+01  0.000000E+00  0.194442E+01   -194.970      0.000    106.517     738
   739.00000 -0.282300E+01  0.000000E+00 -0.282345E+01  0.000000E+00  0.195783E+01   -178.492      0.000    106.650     739
   740.00000 -0.282300E+01  0.000000E+00 -0.282345E+01  0.000000E+00  0.197098E+01   -164.969      0.000    106.525     740
   741.00000 -0.282300E+01  0.000000E+00 -0.282345E+01  0.000000E+00  0.198431E+01   -156.837      0.000    106.533     741
   742.00000 -0.282300E+01  0.000000E+00 -0.282345E+01  0.000000E+00  0.199762E+01   -151.003      0.000    106.458     742
   743.00000 -0.282300E+01  0.000000E+00 -0.282345E+01  0.000000E+00  0.201138E+01   -146.553      0.000    106.533     743
   744.00000 -0.282300E+01  0.000000E+00 -0.282345E+01  0.000000E+00  0.202442E+01   -142.787      0.000    106.233     744
end
