"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"879",384,-89.23,0.4127,-0.018,-83.85,0.3193,-0.00992,-51.53,0.3541,-0.00557
"880",384.024,-89.29,0.4126,-0.0178,-83.84,0.3193,-0.00995,-51.53,0.3541,-0.00557
"881",384.0552,-89.35,0.4126,-0.0177,-83.82,0.3193,-0.00998,-51.53,0.3541,-0.00558
"882",384.0958,-89.42,0.4126,-0.0175,-83.8,0.3193,-0.01,-51.53,0.3541,-0.00558
"883",384.1485,-89.5,0.4125,-0.0177,-83.78,0.3193,-0.0101,-51.52,0.3541,-0.00558
"884",384.217,-89.56,0.4125,-0.0181,-83.74,0.3194,-0.0102,-51.52,0.3541,-0.00559
"885",384.304,-89.54,0.4125,-0.0193,-83.7,0.3194,-0.0103,-51.52,0.3541,-0.00559
"886",384.42,-89.37,0.4126,-0.0213,-83.64,0.3194,-0.0104,-51.52,0.3541,-0.0056
"887",384.565,-88.97,0.4128,-0.0242,-83.56,0.3195,-0.0105,-51.51,0.3541,-0.00561
"888",384.7825,-88.08,0.4133,-0.0285,-83.45,0.3196,-0.0108,-51.51,0.3541,-0.00563
"889",385,-87.03,0.4139,-0.0326,-83.33,0.3196,-0.0109,-51.5,0.3541,-0.00565
"890",385.024,-86.93,0.414,-0.0331,-83.32,0.3196,-0.011,-51.5,0.3541,-0.00565
"891",385.0552,-86.77,0.414,-0.0336,-83.3,0.3197,-0.011,-51.5,0.3541,-0.00565
"892",385.0958,-86.57,0.4142,-0.0342,-83.28,0.3197,-0.011,-51.5,0.3541,-0.00566
"893",385.1485,-86.32,0.4143,-0.0347,-83.25,0.3197,-0.0111,-51.5,0.3541,-0.00566
"894",385.217,-86.02,0.4145,-0.0351,-83.22,0.3197,-0.0111,-51.5,0.3541,-0.00567
"895",385.304,-85.7,0.4146,-0.0352,-83.17,0.3197,-0.0112,-51.5,0.3541,-0.00568
"896",385.42,-85.35,0.4148,-0.0349,-83.11,0.3198,-0.0113,-51.49,0.3541,-0.0057
"897",385.565,-85.02,0.415,-0.0344,-83.04,0.3198,-0.0114,-51.49,0.3541,-0.00571
"898",385.7825,-84.68,0.4152,-0.0334,-82.92,0.3199,-0.0116,-51.48,0.3541,-0.00575
"899",386,-84.41,0.4154,-0.0326,-82.81,0.32,-0.0117,-51.48,0.3541,-0.00578
"900",386.25,-84.4,0.4154,-0.0302,-82.68,0.3201,-0.0119,-51.47,0.3541,-0.00582
"901",386.625,-84.79,0.4152,-0.0264,-82.48,0.3202,-0.0123,-51.46,0.3542,-0.0059
"902",387,-85.41,0.4148,-0.0228,-82.27,0.3204,-0.0126,-51.45,0.3542,-0.00598
"903",387.024,-85.43,0.4148,-0.0226,-82.26,0.3204,-0.0126,-51.45,0.3542,-0.00599
"904",387.0552,-85.49,0.4148,-0.0223,-82.24,0.3204,-0.0126,-51.45,0.3542,-0.00599
"905",387.0958,-85.56,0.4147,-0.022,-82.22,0.3204,-0.0127,-51.45,0.3542,-0.006
"906",387.1485,-85.65,0.4147,-0.0216,-82.19,0.3204,-0.0127,-51.45,0.3542,-0.00601
"907",387.217,-85.76,0.4146,-0.0213,-82.15,0.3204,-0.0128,-51.44,0.3542,-0.00603
"908",387.304,-85.87,0.4145,-0.0211,-82.1,0.3205,-0.0128,-51.44,0.3542,-0.00605
"909",387.42,-86,0.4145,-0.021,-82.04,0.3205,-0.0129,-51.44,0.3542,-0.00608
"910",387.565,-86.11,0.4144,-0.021,-81.96,0.3206,-0.013,-51.43,0.3542,-0.00611
"911",387.7825,-86.21,0.4144,-0.0211,-81.83,0.3207,-0.0132,-51.43,0.3542,-0.00616
"912",388,-86.27,0.4143,-0.0212,-81.71,0.3207,-0.0134,-51.42,0.3542,-0.00622
"913",388.024,-86.28,0.4143,-0.0212,-81.7,0.3208,-0.0134,-51.42,0.3542,-0.00622
"914",388.0552,-86.28,0.4143,-0.0213,-81.68,0.3208,-0.0134,-51.42,0.3542,-0.00623
"915",388.0958,-86.27,0.4143,-0.0216,-81.66,0.3208,-0.0134,-51.42,0.3542,-0.00624
"916",388.1485,-86.23,0.4143,-0.0223,-81.63,0.3208,-0.0135,-51.42,0.3542,-0.00625
"917",388.217,-86.1,0.4144,-0.0238,-81.59,0.3208,-0.0135,-51.42,0.3542,-0.00627
"918",388.304,-85.8,0.4146,-0.0263,-81.54,0.3209,-0.0136,-51.41,0.3542,-0.00629
"919",388.42,-85.2,0.4149,-0.0303,-81.48,0.3209,-0.0137,-51.41,0.3542,-0.00632
"920",388.565,-84.18,0.4155,-0.0357,-81.4,0.321,-0.0138,-51.4,0.3543,-0.00635
"921",388.7825,-82.32,0.4165,-0.0434,-81.29,0.321,-0.0139,-51.4,0.3543,-0.0064
"922",389,-80.3,0.4177,-0.0504,-81.17,0.3211,-0.014,-51.39,0.3543,-0.00645
"923",389.024,-80.09,0.4178,-0.0513,-81.16,0.3211,-0.014,-51.39,0.3543,-0.00646
"924",389.0552,-79.79,0.4179,-0.0521,-81.14,0.3211,-0.014,-51.39,0.3543,-0.00646
"925",389.0958,-79.43,0.4181,-0.0529,-81.12,0.3211,-0.014,-51.38,0.3543,-0.00647
"926",389.1485,-79.01,0.4184,-0.0532,-81.09,0.3212,-0.0141,-51.38,0.3543,-0.00648
"927",389.217,-78.55,0.4186,-0.0529,-81.06,0.3212,-0.0141,-51.38,0.3543,-0.0065
"928",389.304,-78.11,0.4189,-0.0518,-81.01,0.3212,-0.0142,-51.38,0.3543,-0.00652
"929",389.42,-77.73,0.4191,-0.0496,-80.95,0.3213,-0.0142,-51.37,0.3543,-0.00655
"930",389.565,-77.48,0.4192,-0.0468,-80.88,0.3213,-0.0143,-51.36,0.3543,-0.00658
"931",389.7825,-77.38,0.4193,-0.0431,-80.76,0.3214,-0.0145,-51.35,0.3543,-0.00663
"932",390,-77.42,0.4193,-0.04,-80.64,0.3215,-0.0147,-51.34,0.3543,-0.00668
"933",390.024,-77.42,0.4193,-0.0397,-80.63,0.3215,-0.0147,-51.34,0.3543,-0.00668
"934",390.0552,-77.43,0.4193,-0.0393,-80.61,0.3215,-0.0147,-51.34,0.3543,-0.00669
"935",390.0958,-77.43,0.4193,-0.0391,-80.59,0.3215,-0.0148,-51.34,0.3543,-0.0067
"936",390.1485,-77.42,0.4193,-0.0391,-80.56,0.3215,-0.0148,-51.34,0.3544,-0.00671
"937",390.217,-77.34,0.4193,-0.0397,-80.52,0.3216,-0.0149,-51.33,0.3544,-0.00673
"938",390.304,-77.15,0.4194,-0.041,-80.46,0.3216,-0.015,-51.33,0.3544,-0.00675
"939",390.42,-76.77,0.4196,-0.0431,-80.39,0.3216,-0.0151,-51.32,0.3544,-0.00678
"940",390.565,-76.14,0.42,-0.0461,-80.3,0.3217,-0.0153,-51.31,0.3544,-0.00681
"941",390.7825,-75.02,0.4206,-0.0503,-80.16,0.3218,-0.0156,-51.3,0.3544,-0.00686
"942",391,-73.83,0.4213,-0.054,-80.01,0.3219,-0.0159,-51.29,0.3544,-0.00692
"943",391.024,-73.71,0.4214,-0.0545,-80,0.3219,-0.0159,-51.29,0.3544,-0.00692
"944",391.0552,-73.53,0.4215,-0.0548,-79.97,0.3219,-0.0159,-51.29,0.3544,-0.00693
"945",391.0958,-73.32,0.4217,-0.0551,-79.95,0.322,-0.016,-51.28,0.3544,-0.00694
"946",391.1485,-73.09,0.4218,-0.0552,-79.91,0.322,-0.0161,-51.28,0.3544,-0.00696
"947",391.217,-72.84,0.4219,-0.0546,-79.86,0.322,-0.0162,-51.28,0.3544,-0.00697
"948",391.304,-72.62,0.4221,-0.0534,-79.8,0.3221,-0.0163,-51.27,0.3545,-0.007
"949",391.42,-72.45,0.4222,-0.0515,-79.71,0.3221,-0.0165,-51.26,0.3545,-0.00703
"950",391.565,-72.37,0.4222,-0.0491,-79.6,0.3222,-0.0167,-51.26,0.3545,-0.00707
"951",391.7825,-72.41,0.4222,-0.046,-79.43,0.3223,-0.017,-51.24,0.3545,-0.00713
"952",392,-72.51,0.4221,-0.0435,-79.26,0.3224,-0.0174,-51.23,0.3545,-0.00719
"953",392.024,-72.52,0.4221,-0.0432,-79.24,0.3224,-0.0174,-51.23,0.3545,-0.0072
"954",392.0552,-72.53,0.4221,-0.0431,-79.21,0.3225,-0.0175,-51.22,0.3545,-0.00721
"955",392.0958,-72.52,0.4221,-0.0433,-79.18,0.3225,-0.0175,-51.22,0.3545,-0.00722
"956",392.1485,-72.45,0.4222,-0.0444,-79.13,0.3225,-0.0176,-51.22,0.3545,-0.00723
"957",392.217,-72.23,0.4223,-0.0469,-79.08,0.3226,-0.0177,-51.21,0.3545,-0.00725
"958",392.304,-71.77,0.4226,-0.0512,-79,0.3226,-0.0179,-51.21,0.3545,-0.00728
"959",392.42,-70.87,0.4231,-0.0576,-78.9,0.3227,-0.0181,-51.2,0.3546,-0.00731
"960",392.565,-69.48,0.4239,-0.0657,-78.77,0.3228,-0.0183,-51.19,0.3546,-0.00736
"961",392.7825,-67.09,0.4254,-0.0765,-78.58,0.3229,-0.0187,-51.17,0.3546,-0.00742
"962",393,-64.64,0.4269,-0.0859,-78.37,0.323,-0.0191,-51.16,0.3546,-0.00749
"963",393.024,-64.38,0.427,-0.087,-78.35,0.3231,-0.0192,-51.15,0.3546,-0.0075
"964",393.0552,-64.04,0.4272,-0.0877,-78.32,0.3231,-0.0192,-51.15,0.3546,-0.00751
"965",393.0958,-63.65,0.4275,-0.088,-78.28,0.3231,-0.0193,-51.15,0.3546,-0.00752
"966",393.1485,-63.24,0.4277,-0.087,-78.23,0.3231,-0.0194,-51.15,0.3546,-0.00753
"967",393.217,-62.87,0.4279,-0.0846,-78.17,0.3232,-0.0195,-51.14,0.3546,-0.00755
"968",393.304,-62.61,0.4281,-0.0808,-78.08,0.3232,-0.0197,-51.13,0.3547,-0.00758
"969",393.42,-62.51,0.4282,-0.0755,-77.97,0.3233,-0.0199,-51.12,0.3547,-0.00762
"970",393.565,-62.59,0.4281,-0.0698,-77.82,0.3234,-0.0203,-51.11,0.3547,-0.00766
"971",393.7825,-62.94,0.4279,-0.0631,-77.59,0.3236,-0.0208,-51.09,0.3547,-0.00774
"972",394,-63.37,0.4276,-0.0579,-77.34,0.3237,-0.0214,-51.08,0.3547,-0.00781
"973",394.024,-63.41,0.4276,-0.0572,-77.31,0.3238,-0.0214,-51.07,0.3547,-0.00782
"974",394.0552,-63.48,0.4276,-0.0565,-77.28,0.3238,-0.0215,-51.07,0.3548,-0.00783
"975",394.0958,-63.57,0.4275,-0.0555,-77.23,0.3238,-0.0216,-51.07,0.3548,-0.00785
"976",394.1485,-63.7,0.4274,-0.0542,-77.17,0.3239,-0.0218,-51.06,0.3548,-0.00787
"977",394.217,-63.89,0.4273,-0.0525,-77.08,0.3239,-0.022,-51.06,0.3548,-0.00789
"978",394.304,-64.15,0.4272,-0.0504,-76.98,0.324,-0.0222,-51.05,0.3548,-0.00792
"979",394.42,-64.52,0.4269,-0.0479,-76.83,0.3241,-0.0225,-51.04,0.3548,-0.00797
"980",394.565,-65,0.4267,-0.045,-76.65,0.3242,-0.023,-51.03,0.3548,-0.00802
"981",394.7825,-65.72,0.4262,-0.0415,-76.36,0.3244,-0.0236,-51.01,0.3548,-0.0081
"982",395,-66.42,0.4258,-0.0385,-76.07,0.3246,-0.0242,-50.99,0.3549,-0.00819
"983",395.25,-67.42,0.4252,-0.0339,-75.74,0.3248,-0.0248,-50.96,0.3549,-0.00829
"984",395.625,-69.05,0.4242,-0.0277,-75.26,0.3252,-0.0256,-50.92,0.355,-0.00844
"985",396,-70.73,0.4232,-0.0223,-74.81,0.3255,-0.0263,-50.88,0.355,-0.00861
"986",396.5,-72.92,0.4219,-0.0168,-74.26,0.3259,-0.0268,-50.82,0.3551,-0.00886
"987",397,-75.02,0.4206,-0.0125,-73.8,0.3262,-0.0269,-50.76,0.3552,-0.00915
"988",397.5,-77.02,0.4195,-0.00922,-73.42,0.3265,-0.0268,-50.69,0.3553,-0.00947
"989",398,-78.91,0.4184,-0.00684,-73.12,0.3267,-0.0264,-50.62,0.3554,-0.00981
"990",399,-82.14,0.4166,-0.00372,-72.83,0.3269,-0.0251,-50.47,0.3557,-0.0106
"991",400,-84.92,0.4151,-0.00174,-72.74,0.3269,-0.0236,-50.33,0.3559,-0.0114
"992",401,-87.21,0.4138,-0.000815,-72.82,0.3269,-0.022,-50.18,0.3561,-0.0121
"993",402,-89,0.4128,-0.000772,-73.02,0.3267,-0.0205,-50.05,0.3563,-0.0129
"994",403,-90.29,0.4121,-0.00149,-73.3,0.3265,-0.0191,-49.92,0.3565,-0.0135
"995",404,-91.24,0.4115,-0.00235,-73.62,0.3263,-0.0179,-49.81,0.3567,-0.0141
"996",404.024,-91.3,0.4115,-0.00238,-73.62,0.3263,-0.0179,-49.8,0.3567,-0.0141
"997",404.0552,-91.31,0.4115,-0.00256,-73.64,0.3263,-0.0178,-49.8,0.3567,-0.0141
"998",404.0958,-91.32,0.4115,-0.00313,-73.65,0.3263,-0.0178,-49.8,0.3567,-0.0142
"999",404.1485,-91.24,0.4115,-0.00478,-73.67,0.3263,-0.0177,-49.79,0.3567,-0.0142
"1000",404.217,-90.93,0.4117,-0.0087,-73.69,0.3263,-0.0176,-49.78,0.3567,-0.0142
"1001",404.304,-90.08,0.4122,-0.0165,-73.72,0.3262,-0.0175,-49.77,0.3567,-0.0143
"1002",404.42,-88.1,0.4133,-0.0306,-73.76,0.3262,-0.0174,-49.76,0.3567,-0.0143
"1003",404.565,-84.5,0.4153,-0.0516,-73.81,0.3262,-0.0172,-49.75,0.3568,-0.0144
"1004",404.7825,-77.65,0.4191,-0.0844,-73.88,0.3261,-0.017,-49.72,0.3568,-0.0145
"1005",405,-70.17,0.4236,-0.117,-73.96,0.3261,-0.0168,-49.7,0.3568,-0.0146
"1006",405.024,-69.32,0.4241,-0.121,-73.96,0.3261,-0.0168,-49.7,0.3568,-0.0146
"1007",405.0552,-68.18,0.4247,-0.128,-73.97,0.3261,-0.0168,-49.7,0.3568,-0.0146
"1008",405.0958,-66.47,0.4258,-0.141,-73.99,0.3261,-0.0167,-49.69,0.3568,-0.0146
"1009",405.1485,-63.79,0.4274,-0.162,-74,0.3261,-0.0167,-49.69,0.3568,-0.0147
"1010",405.217,-59.68,0.4298,-0.194,-74.02,0.326,-0.0167,-49.68,0.3569,-0.0147
"1011",405.304,-53.84,0.4335,-0.242,-74.05,0.326,-0.0166,-49.67,0.3569,-0.0147
"1012",405.42,-45.93,0.4386,-0.3,-74.08,0.326,-0.0166,-49.66,0.3569,-0.0148
"1013",405.565,-36.73,0.4446,-0.365,-74.11,0.326,-0.0167,-49.65,0.3569,-0.0148
"1014",405.7825,-25.39,0.4519,-0.442,-74.11,0.326,-0.0171,-49.63,0.3569,-0.0149
"1015",406,-16.91,0.4574,-0.502,-74.02,0.326,-0.0182,-49.61,0.357,-0.015
"1016",406.1429,-19.52,0.4557,-0.32,-73.91,0.3261,-0.0193,-49.6,0.357,-0.015
"1017",406.2857,-22.87,0.4537,-0.229,-73.71,0.3262,-0.021,-49.59,0.357,-0.0151
"1018",406.4643,-26.33,0.4513,-0.169,-73.33,0.3265,-0.0239,-49.58,0.357,-0.0151
"1019",406.7321,-30.58,0.4485,-0.126,-72.4,0.3271,-0.0298,-49.56,0.357,-0.0152
"1020",407,-34.05,0.4462,-0.0995,-71.23,0.328,-0.0362,-49.54,0.3571,-0.0152
"1021",407.3333,-37.59,0.4439,-0.0797,-69.55,0.3291,-0.0434,-49.51,0.3571,-0.0153
"1022",407.6667,-40.59,0.442,-0.0663,-67.88,0.3303,-0.0493,-49.48,0.3572,-0.0153
"1023",408,-43.16,0.4403,-0.0566,-66.31,0.3314,-0.0534,-49.45,0.3572,-0.0153
"1024",408.5,-46.36,0.4382,-0.0464,-64.38,0.3328,-0.0564,-49.38,0.3573,-0.0153
"1025",409,-49.19,0.4365,-0.0394,-62.85,0.3338,-0.0573,-49.29,0.3574,-0.0154
"1026",409.024,-49.36,0.4364,-0.039,-62.74,0.3339,-0.0574,-49.29,0.3575,-0.0154
"1027",409.0552,-49.52,0.4363,-0.0387,-62.65,0.334,-0.0574,-49.28,0.3575,-0.0154
"1028",409.0958,-49.75,0.4361,-0.0383,-62.53,0.334,-0.0574,-49.27,0.3575,-0.0154
"1029",409.1485,-50.01,0.436,-0.038,-62.39,0.3341,-0.0574,-49.26,0.3575,-0.0154
"1030",409.217,-50.34,0.4358,-0.0377,-62.2,0.3343,-0.0574,-49.25,0.3575,-0.0154
"1031",409.304,-50.72,0.4355,-0.0374,-61.98,0.3344,-0.0574,-49.23,0.3575,-0.0155
"1032",409.42,-51.2,0.4352,-0.037,-61.71,0.3346,-0.0572,-49.21,0.3576,-0.0155
"1033",409.565,-51.75,0.4349,-0.0365,-61.4,0.3348,-0.0569,-49.18,0.3576,-0.0156
"1034",409.7825,-52.51,0.4344,-0.0356,-61,0.3351,-0.0564,-49.13,0.3577,-0.0158
"1035",410,-53.23,0.4339,-0.0347,-60.65,0.3353,-0.0557,-49.07,0.3578,-0.016
"1036",410.024,-53.31,0.4339,-0.0346,-60.61,0.3354,-0.0557,-49.07,0.3578,-0.016
"1037",410.0552,-53.41,0.4338,-0.0345,-60.56,0.3354,-0.0556,-49.06,0.3578,-0.016
"1038",410.0958,-53.54,0.4337,-0.0342,-60.5,0.3355,-0.0555,-49.05,0.3578,-0.0161
"1039",410.1485,-53.71,0.4336,-0.0339,-60.42,0.3355,-0.0553,-49.04,0.3578,-0.0161
"1040",410.217,-53.93,0.4335,-0.0335,-60.33,0.3356,-0.0551,-49.02,0.3579,-0.0162
"1041",410.304,-54.21,0.4333,-0.0329,-60.21,0.3356,-0.0548,-49,0.3579,-0.0163
"1042",410.42,-54.59,0.4331,-0.0322,-60.08,0.3357,-0.0543,-48.96,0.3579,-0.0165
"1043",410.565,-55.04,0.4328,-0.0313,-59.93,0.3359,-0.0538,-48.92,0.358,-0.0167
"1044",410.7825,-55.7,0.4324,-0.0301,-59.73,0.336,-0.053,-48.86,0.3581,-0.017
"1045",411,-56.34,0.432,-0.029,-59.57,0.3361,-0.0522,-48.8,0.3582,-0.0174
"1046",411.25,-57.12,0.4315,-0.0271,-59.42,0.3362,-0.0513,-48.72,0.3583,-0.0179
"1047",411.625,-58.29,0.4307,-0.0245,-59.27,0.3363,-0.05,-48.59,0.3585,-0.0186
"1048",412,-59.44,0.43,-0.0222,-59.18,0.3364,-0.0486,-48.46,0.3587,-0.0193
"1049",412.5,-60.9,0.4291,-0.0199,-59.15,0.3364,-0.0469,-48.28,0.359,-0.0203
"1050",413,-62.28,0.4283,-0.0182,-59.2,0.3363,-0.0452,-48.09,0.3593,-0.0213
"1051",413.5,-63.57,0.4275,-0.0168,-59.3,0.3363,-0.0436,-47.9,0.3596,-0.0222
"1052",414,-64.78,0.4268,-0.0156,-59.45,0.3362,-0.042,-47.7,0.3598,-0.0231
"1053",414.024,-64.85,0.4267,-0.0156,-59.46,0.3362,-0.0419,-47.7,0.3599,-0.0231
"1054",414.0552,-64.92,0.4267,-0.0155,-59.47,0.3362,-0.0418,-47.68,0.3599,-0.0232
"1055",414.0958,-65.01,0.4266,-0.0155,-59.48,0.3362,-0.0417,-47.67,0.3599,-0.0233
"1056",414.1485,-65.12,0.4266,-0.0156,-59.5,0.3361,-0.0415,-47.65,0.3599,-0.0233
"1057",414.217,-65.25,0.4265,-0.0159,-59.52,0.3361,-0.0413,-47.62,0.36,-0.0235
"1058",414.304,-65.39,0.4264,-0.0163,-59.55,0.3361,-0.0411,-47.59,0.36,-0.0236
"1059",414.42,-65.53,0.4263,-0.017,-59.6,0.3361,-0.0407,-47.54,0.3601,-0.0238
"1060",414.565,-65.67,0.4262,-0.0178,-59.65,0.336,-0.0403,-47.49,0.3602,-0.024
"1061",414.7825,-65.83,0.4262,-0.0188,-59.74,0.336,-0.0397,-47.4,0.3603,-0.0244
"1062",415,-65.97,0.4261,-0.0197,-59.83,0.3359,-0.0392,-47.32,0.3604,-0.0247
"1063",415.25,-66.29,0.4259,-0.0188,-59.94,0.3358,-0.0386,-47.23,0.3606,-0.025
"1064",415.625,-66.97,0.4255,-0.017,-60.11,0.3357,-0.0377,-47.09,0.3608,-0.0255
"1065",416,-67.76,0.425,-0.015,-60.29,0.3356,-0.0369,-46.95,0.361,-0.0259
"1066",416.5,-69.01,0.4243,-0.0121,-60.53,0.3354,-0.0359,-46.78,0.3612,-0.0263
"1067",417,-70.28,0.4235,-0.00985,-60.78,0.3353,-0.0348,-46.61,0.3615,-0.0267
"1068",417.5,-71.71,0.4226,-0.00715,-61.05,0.3351,-0.0338,-46.45,0.3617,-0.027
"1069",418,-73.12,0.4218,-0.00502,-61.33,0.3349,-0.0328,-46.29,0.3619,-0.0272
"1070",419,-76.13,0.42,-0.00084,-61.96,0.3344,-0.0307,-46.02,0.3623,-0.0275
"1071",420,-79.18,0.4183,0.00258,-62.66,0.334,-0.0285,-45.78,0.3627,-0.0276
"1072",421,-82.22,0.4166,0.00535,-63.41,0.3334,-0.0264,-45.57,0.363,-0.0275
"1073",422,-85.12,0.415,0.00741,-64.2,0.3329,-0.0243,-45.39,0.3632,-0.0273
"1074",423,-87.79,0.4135,0.00871,-65.03,0.3323,-0.0223,-45.23,0.3635,-0.0269
"1075",424,-90.13,0.4122,0.00916,-65.88,0.3317,-0.0204,-45.11,0.3637,-0.0264
"1076",425,-92.01,0.4111,0.00871,-66.73,0.3311,-0.0187,-45.01,0.3638,-0.0259
"1077",426,-93.38,0.4103,0.00744,-67.57,0.3305,-0.0171,-44.93,0.3639,-0.0252
"1078",427,-94.16,0.4099,0.00533,-68.38,0.33,-0.0157,-44.87,0.364,-0.0246
"1079",427.024,-94.24,0.4099,0.00535,-68.4,0.33,-0.0157,-44.87,0.364,-0.0245
"1080",427.0552,-94.25,0.4099,0.00518,-68.42,0.3299,-0.0157,-44.87,0.364,-0.0245
"1081",427.0958,-94.27,0.4099,0.00476,-68.46,0.3299,-0.0156,-44.86,0.364,-0.0245
"1082",427.1485,-94.22,0.4099,0.00365,-68.5,0.3299,-0.0155,-44.86,0.364,-0.0245
"1083",427.217,-94.03,0.41,0.00115,-68.55,0.3298,-0.0154,-44.86,0.364,-0.0244
"1084",427.304,-93.54,0.4103,-0.00338,-68.62,0.3298,-0.0153,-44.85,0.364,-0.0244
"1085",427.42,-92.39,0.4109,-0.0114,-68.72,0.3297,-0.0152,-44.85,0.364,-0.0243
"1086",427.565,-90.23,0.4121,-0.0237,-68.83,0.3297,-0.015,-44.84,0.364,-0.0242
"1087",427.7825,-85.85,0.4145,-0.0434,-69,0.3295,-0.0148,-44.83,0.3641,-0.024
"1088",428,-80.9,0.4173,-0.0627,-69.16,0.3294,-0.0145,-44.83,0.3641,-0.0238
"1089",428.25,-77.21,0.4194,-0.0648,-69.34,0.3293,-0.0144,-44.82,0.3641,-0.0236
"1090",428.5,-75.6,0.4204,-0.0571,-69.51,0.3292,-0.0143,-44.81,0.3641,-0.0234
"1091",428.75,-74.92,0.4207,-0.0487,-69.65,0.3291,-0.0143,-44.8,0.3641,-0.0233
"1092",429,-74.93,0.4207,-0.0409,-69.78,0.329,-0.0144,-44.8,0.3641,-0.0231
"1093",429.5,-75.75,0.4202,-0.0311,-69.92,0.3289,-0.015,-44.79,0.3641,-0.0227
"1094",430,-76.78,0.4196,-0.0243,-70,0.3288,-0.0156,-44.8,0.3641,-0.0224
"1095",430.5,-77.85,0.419,-0.0199,-70.02,0.3288,-0.0163,-44.8,0.3641,-0.0221
"1096",431,-78.87,0.4185,-0.0167,-70.01,0.3288,-0.0169,-44.81,0.3641,-0.0218
"1097",432,-80.62,0.4175,-0.0131,-69.97,0.3289,-0.0176,-44.83,0.3641,-0.0213
"1098",433,-82.18,0.4166,-0.0106,-69.97,0.3289,-0.0178,-44.86,0.364,-0.0209
"1099",434,-83.54,0.4158,-0.00897,-70.03,0.3288,-0.0177,-44.9,0.364,-0.0206
"1100",435,-84.76,0.4152,-0.00777,-70.14,0.3287,-0.0174,-44.93,0.3639,-0.0203
"1101",436,-85.87,0.4145,-0.00689,-70.31,0.3286,-0.017,-44.96,0.3639,-0.0201
"1102",437,-86.88,0.414,-0.00619,-70.51,0.3285,-0.0165,-44.98,0.3638,-0.0198
"1103",438,-87.81,0.4135,-0.00564,-70.75,0.3283,-0.016,-45,0.3638,-0.0195
"1104",439,-88.68,0.413,-0.00518,-71.02,0.3281,-0.0154,-45.02,0.3638,-0.0192
"1105",440,-89.64,0.4124,-0.00431,-71.3,0.3279,-0.0149,-45.03,0.3638,-0.0189
"1106",441,-90.87,0.4118,-0.00272,-71.6,0.3277,-0.0144,-45.05,0.3637,-0.0187
"1107",442,-92.36,0.4109,-0.000703,-71.92,0.3275,-0.0138,-45.08,0.3637,-0.0184
"1108",443,-94.09,0.41,0.0015,-72.26,0.3273,-0.0132,-45.1,0.3637,-0.0181
"1109",444,-95.98,0.4089,0.00358,-72.62,0.327,-0.0125,-45.13,0.3636,-0.0178
"1110",445,-97.93,0.4079,0.00532,-73.01,0.3267,-0.0119,-45.17,0.3636,-0.0175
"1111",446,-99.83,0.407,0.00657,-73.43,0.3265,-0.0111,-45.2,0.3635,-0.0172
"1112",447,-101.59,0.4061,0.00736,-73.88,0.3261,-0.0104,-45.24,0.3635,-0.0168
"1113",448,-102.29,0.4057,0.00539,-74.33,0.3258,-0.00963,-45.27,0.3634,-0.0164
"1114",449,-103.39,0.4052,0.0057,-74.8,0.3255,-0.00894,-45.3,0.3634,-0.0159
"1115",450,-104,0.4049,0.00482,-75.27,0.3252,-0.00831,-45.35,0.3633,-0.0155
"1116",451,-104.47,0.4046,0.00394,-75.72,0.3249,-0.00774,-45.39,0.3632,-0.0151
"1117",452,-104.61,0.4046,0.00269,-76.16,0.3246,-0.00725,-45.45,0.3631,-0.0148
"1118",453,-104.69,0.4045,0.00175,-76.59,0.3243,-0.00683,-45.52,0.363,-0.0145
"1119",454,-104.72,0.4045,0.00101,-76.98,0.324,-0.00648,-45.59,0.3629,-0.0141
"1120",455,-104.77,0.4045,0.000507,-77.36,0.3237,-0.00619,-45.67,0.3628,-0.0138
"1121",456,-104.85,0.4045,0.000135,-77.71,0.3235,-0.00596,-45.76,0.3627,-0.0136
"1122",457,-104.95,0.4044,-0.000134,-78.03,0.3233,-0.00577,-45.85,0.3626,-0.0133
"1123",458,-105.07,0.4043,-0.000337,-78.34,0.3231,-0.0056,-45.95,0.3624,-0.013
"1124",459,-105.21,0.4043,-0.000491,-78.62,0.3229,-0.00547,-46.05,0.3623,-0.0128
"1125",460,-105.36,0.4042,-0.000609,-78.89,0.3227,-0.00535,-46.15,0.3621,-0.0125
"1126",461,-105.52,0.4041,-0.000699,-79.14,0.3225,-0.00524,-46.24,0.362,-0.0122
"1127",462,-105.69,0.404,-0.000769,-79.38,0.3223,-0.00515,-46.34,0.3618,-0.0119
"1128",463,-105.87,0.4039,-0.000823,-79.61,0.3222,-0.00506,-46.43,0.3617,-0.0116
"1129",464,-106.22,0.4038,-0.000429,-79.83,0.322,-0.00498,-46.53,0.3616,-0.0113
"1130",465,-106.9,0.4034,0.00068,-80.05,0.3219,-0.00488,-46.61,0.3615,-0.011
"1131",466,-107.95,0.4029,0.00229,-80.26,0.3217,-0.00476,-46.7,0.3613,-0.0107
"1132",467,-109.33,0.4022,0.00418,-80.48,0.3216,-0.0046,-46.79,0.3612,-0.0106
"1133",468,-110.96,0.4014,0.00608,-80.71,0.3214,-0.00439,-46.88,0.3611,-0.0104
