"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"355",167,-132.99,0.391,0.00559,-91.74,0.3139,0.00243,-50.62,0.3554,-0.000845
"356",168,-132.35,0.3913,0.00472,-91.94,0.3137,0.00261,-50.67,0.3554,-0.000849
"357",169,-131.75,0.3915,0.00405,-92.13,0.3136,0.00274,-50.73,0.3553,-0.000819
"358",170,-131.2,0.3918,0.00352,-92.3,0.3135,0.00282,-50.78,0.3552,-0.000771
"359",171,-130.7,0.392,0.00308,-92.46,0.3134,0.00286,-50.83,0.3551,-0.000727
"360",172,-130.24,0.3922,0.00273,-92.59,0.3133,0.00287,-50.89,0.355,-0.000677
"361",173,-129.82,0.3924,0.00243,-92.71,0.3132,0.00285,-50.94,0.3549,-0.000609
"362",174,-129.43,0.3926,0.00218,-92.82,0.3131,0.00282,-50.99,0.3549,-0.000506
"363",175,-129.07,0.3927,0.00197,-92.91,0.3131,0.00277,-51.04,0.3548,-0.00035
"364",176,-128.89,0.3928,0.00208,-92.99,0.313,0.00271,-51.07,0.3548,-0.000149
"365",177,-129.03,0.3928,0.00272,-93.05,0.313,0.00265,-51.1,0.3547,4.34e-05
"366",177.024,-129,0.3927,0.00268,-93.06,0.313,0.00265,-51.1,0.3547,4.89e-05
"367",177.0552,-129.01,0.3927,0.00271,-93.06,0.313,0.00264,-51.1,0.3547,5.52e-05
"368",177.0958,-129.01,0.3927,0.00272,-93.06,0.313,0.00264,-51.1,0.3547,6.3e-05
"369",177.1485,-129.02,0.3927,0.00274,-93.07,0.3129,0.00264,-51.11,0.3547,7.4e-05
"370",177.217,-129.02,0.3927,0.00274,-93.07,0.3129,0.00263,-51.11,0.3547,8.78e-05
"371",177.304,-129.02,0.3927,0.0027,-93.08,0.3129,0.00263,-51.11,0.3547,0.000105
"372",177.42,-129.01,0.3927,0.00258,-93.08,0.3129,0.00262,-51.11,0.3547,0.000128
"373",177.565,-128.96,0.3928,0.00237,-93.09,0.3129,0.00261,-51.12,0.3547,0.000156
"374",177.7825,-128.84,0.3928,0.00196,-93.1,0.3129,0.0026,-51.12,0.3547,0.000198
"375",178,-128.67,0.3929,0.00152,-93.12,0.3129,0.00259,-51.13,0.3547,0.000239
"376",178.024,-128.65,0.3929,0.00147,-93.12,0.3129,0.00259,-51.13,0.3547,0.000244
"377",178.0552,-128.63,0.3929,0.00141,-93.12,0.3129,0.00258,-51.13,0.3547,0.00025
"378",178.0958,-128.59,0.3929,0.00131,-93.12,0.3129,0.00258,-51.13,0.3547,0.000257
"379",178.1485,-128.54,0.393,0.00115,-93.13,0.3129,0.00258,-51.13,0.3547,0.000267
"380",178.217,-128.46,0.393,0.000888,-93.13,0.3129,0.00257,-51.13,0.3547,0.000279
"381",178.304,-128.33,0.393,0.000453,-93.13,0.3129,0.00257,-51.13,0.3547,0.000295
"382",178.42,-128.09,0.3932,-0.000283,-93.14,0.3129,0.00256,-51.14,0.3547,0.000315
"383",178.565,-127.72,0.3933,-0.00137,-93.15,0.3129,0.00255,-51.14,0.3546,0.000338
"384",178.7825,-126.98,0.3936,-0.00314,-93.16,0.3129,0.00254,-51.14,0.3546,0.000369
"385",179,-126.13,0.394,-0.00494,-93.17,0.3129,0.00253,-51.15,0.3546,0.000396
"386",179.024,-126.04,0.3941,-0.00515,-93.17,0.3129,0.00253,-51.15,0.3546,0.000399
"387",179.0552,-125.91,0.3941,-0.00542,-93.17,0.3129,0.00252,-51.15,0.3546,0.000402
"388",179.0958,-125.74,0.3942,-0.00579,-93.18,0.3129,0.00252,-51.15,0.3546,0.000407
"389",179.1485,-125.5,0.3943,-0.00631,-93.18,0.3129,0.00252,-51.15,0.3546,0.000412
"390",179.217,-125.17,0.3945,-0.0071,-93.18,0.3129,0.00251,-51.16,0.3546,0.00042
"391",179.304,-124.69,0.3947,-0.00825,-93.19,0.3129,0.00251,-51.16,0.3546,0.000428
"392",179.42,-123.96,0.395,-0.01,-93.19,0.3129,0.0025,-51.16,0.3546,0.000439
"393",179.565,-122.91,0.3955,-0.0124,-93.2,0.3129,0.00249,-51.16,0.3546,0.000451
"394",179.7825,-121.1,0.3963,-0.016,-93.21,0.3129,0.00247,-51.17,0.3546,0.000471
"395",180,-119.21,0.3972,-0.0198,-93.22,0.3128,0.00245,-51.18,0.3546,0.000491
"396",180.024,-119.01,0.3973,-0.0203,-93.22,0.3128,0.00245,-51.18,0.3546,0.000493
"397",180.0552,-118.74,0.3974,-0.0208,-93.22,0.3128,0.00245,-51.18,0.3546,0.000496
"398",180.0958,-118.39,0.3976,-0.0215,-93.22,0.3128,0.00245,-51.18,0.3546,5e-04
"399",180.1485,-117.93,0.3978,-0.0222,-93.22,0.3128,0.00244,-51.18,0.3546,0.000505
"400",180.217,-117.37,0.3981,-0.0229,-93.22,0.3128,0.00243,-51.18,0.3546,0.000512
"401",180.304,-116.72,0.3984,-0.0233,-93.23,0.3128,0.00242,-51.18,0.3546,0.00052
"402",180.42,-116,0.3988,-0.0232,-93.23,0.3128,0.00241,-51.19,0.3546,0.000532
"403",180.565,-115.28,0.3992,-0.0225,-93.23,0.3128,0.00239,-51.19,0.3546,0.000548
"404",180.7825,-114.56,0.3996,-0.021,-93.23,0.3128,0.00234,-51.19,0.3546,0.000574
"405",181,-114.05,0.3998,-0.0194,-93.23,0.3128,0.00229,-51.2,0.3546,6e-04
"406",181.25,-113.81,0.3999,-0.0171,-93.23,0.3128,0.00222,-51.21,0.3546,0.000633
"407",181.625,-113.94,0.3999,-0.0137,-93.21,0.3128,0.00208,-51.21,0.3545,0.000688
"408",182,-114.39,0.3996,-0.0104,-93.18,0.3129,0.00192,-51.22,0.3545,0.000748
"409",182.5,-115.29,0.3992,-0.0069,-93.12,0.3129,0.00166,-51.23,0.3545,0.000829
"410",183,-116.31,0.3987,-0.00406,-93.05,0.313,0.0014,-51.23,0.3545,0.000908
"411",183.5,-117.34,0.3981,-0.00196,-92.96,0.313,0.00113,-51.23,0.3545,0.000992
"412",184,-118.35,0.3976,-0.000307,-92.86,0.3131,0.000881,-51.24,0.3545,0.00108
"413",185,-120.02,0.3968,0.00148,-92.66,0.3132,0.000522,-51.23,0.3545,0.00127
"414",186,-121.28,0.3962,0.00222,-92.49,0.3133,0.000283,-51.22,0.3545,0.00142
"415",187,-122.01,0.3958,0.00206,-92.34,0.3135,0.000158,-51.19,0.3546,0.0016
"416",188,-122.34,0.3957,0.00154,-92.22,0.3135,0.000114,-51.16,0.3546,0.00175
"417",189,-122.47,0.3957,0.00108,-92.13,0.3136,0.000123,-51.13,0.3547,0.00187
"418",190,-122.49,0.3956,0.000741,-92.06,0.3136,0.00016,-51.09,0.3547,0.00196
"419",191,-122.48,0.3957,0.000521,-92,0.3137,0.000208,-51.05,0.3548,0.00199
"420",192,-122.46,0.3957,0.000379,-91.96,0.3137,0.000257,-51.02,0.3548,0.00196
"421",193,-122.43,0.3957,0.000289,-91.93,0.3137,0.000302,-50.99,0.3549,0.00192
"422",194,-122.4,0.3957,0.000229,-91.9,0.3138,0.000341,-50.97,0.3549,0.00184
"423",195,-122.37,0.3957,0.000189,-91.87,0.3138,0.000373,-50.95,0.3549,0.00176
"424",196,-122.35,0.3957,0.000162,-91.85,0.3138,4e-04,-50.93,0.355,0.00167
"425",197,-122.32,0.3957,0.000142,-91.82,0.3138,0.000421,-50.91,0.355,0.00162
"426",198,-122.3,0.3957,0.000129,-91.8,0.3138,0.000438,-50.89,0.355,0.00161
"427",199,-122.27,0.3957,0.000119,-91.77,0.3138,0.000451,-50.86,0.3551,0.00159
"428",199.024,-122.27,0.3957,0.000118,-91.77,0.3138,0.000451,-50.86,0.3551,0.00159
"429",199.0552,-122.27,0.3957,0.000118,-91.77,0.3138,0.000452,-50.86,0.3551,0.00159
"430",199.0958,-122.27,0.3957,0.000117,-91.77,0.3138,0.000452,-50.86,0.3551,0.00159
"431",199.1485,-122.27,0.3958,0.000113,-91.77,0.3138,0.000453,-50.86,0.3551,0.00159
"432",199.217,-122.27,0.3958,0.000105,-91.77,0.3138,0.000454,-50.86,0.3551,0.00159
"433",199.304,-122.26,0.3958,8.88e-05,-91.77,0.3138,0.000455,-50.86,0.3551,0.00159
"434",199.42,-122.26,0.3958,5.85e-05,-91.76,0.3138,0.000457,-50.85,0.3551,0.00159
"435",199.565,-122.24,0.3958,1.24e-05,-91.76,0.3138,0.000458,-50.85,0.3551,0.00159
"436",199.7825,-122.21,0.3958,-6.4e-05,-91.76,0.3138,0.00046,-50.85,0.3551,0.0016
"437",200,-122.18,0.3958,-0.000141,-91.75,0.3139,0.000463,-50.84,0.3551,0.00161
"438",200.25,-122.2,0.3958,0.000107,-91.74,0.3139,0.000465,-50.83,0.3551,0.00163
"439",200.625,-122.41,0.3957,0.000855,-91.74,0.3139,0.000468,-50.82,0.3551,0.00166
"440",201,-122.75,0.3955,0.00178,-91.73,0.3139,0.000471,-50.81,0.3552,0.00169
"441",201.5,-123.51,0.3952,0.00342,-91.72,0.3139,0.000477,-50.79,0.3552,0.00173
"442",202,-124.43,0.3948,0.00496,-91.71,0.3139,0.000489,-50.77,0.3552,0.00177
"443",202.5,-125.59,0.3943,0.00677,-91.7,0.3139,0.000509,-50.75,0.3552,0.0018
"444",203,-126.85,0.3937,0.00838,-91.69,0.3139,0.000541,-50.73,0.3553,0.00182
"445",204,-129.88,0.3924,0.0116,-91.71,0.3139,0.000684,-50.7,0.3553,0.00186
"446",205,-133.06,0.3909,0.0142,-91.76,0.3138,0.000903,-50.66,0.3554,0.00189
"447",206,-136.33,0.3895,0.0164,-91.86,0.3138,0.00121,-50.62,0.3554,0.00194
"448",207,-139.45,0.3881,0.0179,-91.99,0.3137,0.00158,-50.58,0.3555,0.00195
"449",208,-142.23,0.3868,0.0186,-92.17,0.3136,0.00201,-50.55,0.3555,0.002
"450",209,-144.43,0.3858,0.0185,-92.39,0.3134,0.00247,-50.52,0.3556,0.00203
"451",210,-145.93,0.3852,0.0176,-92.64,0.3132,0.00295,-50.49,0.3556,0.00205
"452",211,-146.46,0.3849,0.0157,-92.91,0.3131,0.00341,-50.46,0.3557,0.00207
"453",211.024,-146.58,0.3849,0.0158,-92.92,0.3131,0.00342,-50.46,0.3557,0.00207
"454",211.0552,-146.57,0.3849,0.0157,-92.93,0.313,0.00344,-50.46,0.3557,0.00207
"455",211.0958,-146.6,0.3849,0.0156,-92.94,0.313,0.00346,-50.46,0.3557,0.00207
"456",211.1485,-146.61,0.3849,0.0154,-92.95,0.313,0.00348,-50.46,0.3557,0.00207
"457",211.217,-146.59,0.3849,0.0149,-92.97,0.313,0.00351,-50.46,0.3557,0.00207
"458",211.304,-146.47,0.385,0.0139,-92.99,0.313,0.00355,-50.46,0.3557,0.00207
"459",211.42,-146.12,0.3851,0.0121,-93.03,0.313,0.00361,-50.45,0.3557,0.00207
"460",211.565,-145.32,0.3855,0.00894,-93.07,0.3129,0.00367,-50.45,0.3557,0.00208
"461",211.7825,-143.2,0.3864,0.00251,-93.13,0.3129,0.00378,-50.45,0.3557,0.00208
"462",212,-140.25,0.3877,-0.0052,-93.2,0.3129,0.00388,-50.44,0.3557,0.00208
"463",212.25,-136.75,0.3893,-0.0115,-93.27,0.3128,0.00399,-50.44,0.3557,0.00209
"464",212.5,-133.78,0.3906,-0.014,-93.35,0.3128,0.00409,-50.44,0.3557,0.0021
"465",212.75,-131.5,0.3917,-0.0146,-93.42,0.3127,0.00418,-50.43,0.3557,0.00212
"466",213,-129.86,0.3924,-0.0136,-93.5,0.3127,0.00427,-50.43,0.3557,0.00214
"467",213.024,-129.65,0.3925,-0.0136,-93.5,0.3126,0.00428,-50.43,0.3557,0.00214
"468",213.0552,-129.48,0.3925,-0.0134,-93.51,0.3126,0.00429,-50.43,0.3557,0.00215
"469",213.0958,-129.25,0.3926,-0.0132,-93.53,0.3126,0.0043,-50.43,0.3557,0.00215
"470",213.1485,-128.99,0.3928,-0.0129,-93.54,0.3126,0.00432,-50.42,0.3557,0.00216
"471",213.217,-128.67,0.3929,-0.0125,-93.56,0.3126,0.00434,-50.42,0.3557,0.00217
"472",213.304,-128.32,0.3931,-0.012,-93.59,0.3126,0.00436,-50.42,0.3557,0.00218
"473",213.42,-127.92,0.3932,-0.0114,-93.62,0.3126,0.00439,-50.42,0.3557,0.00219
"474",213.565,-127.49,0.3934,-0.0107,-93.66,0.3125,0.00442,-50.42,0.3557,0.00221
"475",213.7825,-126.95,0.3937,-0.00986,-93.71,0.3125,0.00446,-50.41,0.3557,0.00222
"476",214,-126.48,0.3939,-0.00917,-93.77,0.3125,0.00448,-50.41,0.3558,0.00222
"477",214.25,-126.06,0.3941,-0.00834,-93.82,0.3124,0.00448,-50.41,0.3558,0.00221
"478",214.625,-125.66,0.3942,-0.00713,-93.89,0.3124,0.00445,-50.41,0.3558,0.00218
"479",215,-125.4,0.3944,-0.00599,-93.95,0.3123,0.00439,-50.41,0.3557,0.00214
"480",215.024,-125.37,0.3944,-0.00591,-93.96,0.3123,0.00439,-50.41,0.3557,0.00214
"481",215.0552,-125.36,0.3944,-0.00582,-93.96,0.3123,0.00438,-50.41,0.3557,0.00214
"482",215.0958,-125.33,0.3944,-0.00572,-93.97,0.3123,0.00437,-50.41,0.3557,0.00213
"483",215.1485,-125.3,0.3944,-0.0056,-93.98,0.3123,0.00436,-50.41,0.3557,0.00213
"484",215.217,-125.26,0.3944,-0.00551,-93.98,0.3123,0.00435,-50.42,0.3557,0.00212
"485",215.304,-125.19,0.3944,-0.00549,-94,0.3123,0.00433,-50.42,0.3557,0.00211
"486",215.42,-125.07,0.3945,-0.00561,-94.01,0.3123,0.0043,-50.42,0.3557,0.0021
"487",215.565,-124.88,0.3946,-0.00589,-94.02,0.3123,0.00426,-50.42,0.3557,0.00209
"488",215.7825,-124.49,0.3948,-0.00649,-94.04,0.3123,0.00419,-50.42,0.3557,0.00208
"489",216,-124.04,0.395,-0.00713,-94.05,0.3123,0.00412,-50.43,0.3557,0.00207
"490",216.024,-124,0.395,-0.0072,-94.06,0.3123,0.00412,-50.43,0.3557,0.00207
"491",216.0552,-123.93,0.395,-0.0073,-94.06,0.3123,0.0041,-50.43,0.3557,0.00207
"492",216.0958,-123.84,0.395,-0.00741,-94.06,0.3123,0.00409,-50.43,0.3557,0.00207
"493",216.1485,-123.73,0.3951,-0.00754,-94.06,0.3123,0.00407,-50.43,0.3557,0.00207
"494",216.217,-123.58,0.3952,-0.00765,-94.07,0.3123,0.00405,-50.43,0.3557,0.00207
"495",216.304,-123.4,0.3952,-0.00773,-94.07,0.3123,0.00402,-50.43,0.3557,0.00206
"496",216.42,-123.19,0.3953,-0.00771,-94.07,0.3123,0.00398,-50.44,0.3557,0.00206
"497",216.565,-122.97,0.3954,-0.00758,-94.07,0.3123,0.00392,-50.44,0.3557,0.00206
"498",216.7825,-122.71,0.3956,-0.00727,-94.07,0.3123,0.00384,-50.45,0.3557,0.00205
"499",217,-122.5,0.3956,-0.00692,-94.07,0.3123,0.00375,-50.45,0.3557,0.00204
"500",217.25,-122.34,0.3957,-0.00643,-94.06,0.3123,0.00365,-50.46,0.3557,0.00203
"501",217.625,-122.23,0.3958,-0.00567,-94.04,0.3123,0.0035,-50.47,0.3557,0.002
"502",218,-122.21,0.3958,-0.00494,-94.01,0.3123,0.00335,-50.48,0.3556,0.00197
"503",218.5,-122.25,0.3958,-0.00413,-93.97,0.3123,0.00315,-50.5,0.3556,0.00192
"504",219,-122.33,0.3957,-0.00345,-93.91,0.3124,0.00295,-50.53,0.3556,0.00187
"505",219.5,-122.43,0.3957,-0.0029,-93.85,0.3124,0.00276,-50.55,0.3555,0.00182
"506",220,-122.53,0.3956,-0.00246,-93.78,0.3125,0.00259,-50.57,0.3555,0.00179
"507",220.024,-122.53,0.3956,-0.00243,-93.78,0.3125,0.00258,-50.57,0.3555,0.00179
"508",220.0552,-122.54,0.3956,-0.00243,-93.77,0.3125,0.00257,-50.58,0.3555,0.00178
"509",220.0958,-122.54,0.3956,-0.00246,-93.77,0.3125,0.00255,-50.58,0.3555,0.00178
"510",220.1485,-122.53,0.3956,-0.00265,-93.76,0.3125,0.00253,-50.58,0.3555,0.00178
"511",220.217,-122.46,0.3957,-0.00317,-93.75,0.3125,0.00251,-50.58,0.3555,0.00177
"512",220.304,-122.28,0.3957,-0.00432,-93.74,0.3125,0.00248,-50.59,0.3555,0.00177
"513",220.42,-121.82,0.3959,-0.00655,-93.72,0.3125,0.00244,-50.59,0.3555,0.00176
"514",220.565,-120.92,0.3963,-0.01,-93.7,0.3125,0.00239,-50.6,0.3555,0.00176
"515",220.7825,-119.07,0.3972,-0.0161,-93.67,0.3125,0.00233,-50.61,0.3555,0.00176
"516",221,-116.76,0.3984,-0.0227,-93.63,0.3126,0.00226,-50.62,0.3554,0.00176
"517",221.25,-113.64,0.4,-0.0303,-93.59,0.3126,0.00218,-50.63,0.3554,0.00176
"518",221.625,-108.5,0.4026,-0.0407,-93.53,0.3126,0.00206,-50.64,0.3554,0.00179
"519",222,-103.31,0.4052,-0.0499,-93.47,0.3127,0.00191,-50.65,0.3554,0.00183
"520",222.5,-99.96,0.4069,-0.0454,-93.36,0.3127,0.00165,-50.67,0.3554,0.0019
"521",223,-99.22,0.4074,-0.037,-93.22,0.3128,0.00127,-50.68,0.3553,0.00195
"522",223.024,-98.93,0.4074,-0.0367,-93.21,0.3128,0.00127,-50.68,0.3553,0.00196
"523",223.0552,-98.94,0.4075,-0.0361,-93.21,0.3129,0.00124,-50.68,0.3553,0.00196
"524",223.0958,-98.86,0.4075,-0.0355,-93.19,0.3129,0.00121,-50.68,0.3553,0.00197
"525",223.1485,-98.82,0.4075,-0.0349,-93.18,0.3129,0.00117,-50.68,0.3553,0.00197
"526",223.217,-98.73,0.4075,-0.0344,-93.16,0.3129,0.00112,-50.68,0.3553,0.00198
"527",223.304,-98.57,0.4076,-0.0342,-93.13,0.3129,0.00104,-50.68,0.3553,0.00199
"528",223.42,-98.27,0.4078,-0.0347,-93.09,0.3129,0.000938,-50.68,0.3553,0.002
"529",223.565,-97.76,0.408,-0.0358,-93.04,0.313,0.000796,-50.69,0.3553,0.00201
"530",223.7825,-96.78,0.4085,-0.0378,-92.95,0.313,0.000563,-50.69,0.3553,0.00202
"531",224,-95.67,0.4091,-0.0398,-92.86,0.3131,0.000313,-50.69,0.3553,0.00203
"532",224.25,-94.99,0.4095,-0.0381,-92.74,0.3132,2.49e-06,-50.7,0.3553,0.00204
"533",224.625,-94.93,0.4095,-0.0329,-92.54,0.3133,-0.000501,-50.7,0.3553,0.00204
"534",225,-95.5,0.4092,-0.027,-92.31,0.3135,-0.00103,-50.71,0.3553,0.00203
"535",225.5,-97.02,0.4084,-0.0201,-91.98,0.3137,-0.00174,-50.72,0.3553,0.00197
"536",226,-98.76,0.4075,-0.0145,-91.63,0.3139,-0.00242,-50.73,0.3553,0.00189
"537",226.5,-100.69,0.4066,-0.00979,-91.27,0.3142,-0.00306,-50.74,0.3553,0.00177
"538",227,-102.61,0.4056,-0.00608,-90.91,0.3144,-0.00361,-50.76,0.3552,0.00163
"539",228,-106.48,0.4036,-3e-04,-90.26,0.3149,-0.00428,-50.78,0.3552,0.00137
"540",229,-110.25,0.4017,0.00422,-89.72,0.3153,-0.00462,-50.82,0.3551,0.00102
"541",230,-113.86,0.3999,0.00762,-89.3,0.3155,-0.00462,-50.85,0.3551,0.00061
"542",231,-117.19,0.3982,0.00998,-89.01,0.3157,-0.00438,-50.89,0.355,0.000154
"543",232,-120.1,0.3967,0.0113,-88.84,0.3159,-0.00396,-50.93,0.355,-0.00034
"544",233,-122.46,0.3956,0.0116,-88.77,0.3159,-0.00344,-50.98,0.3549,-0.000813
"545",234,-124.06,0.3949,0.0109,-88.79,0.3159,-0.00287,-51.03,0.3548,-0.00126
"546",235,-124.86,0.3946,0.00921,-88.88,0.3158,-0.00231,-51.07,0.3548,-0.00161
"547",236,-125,0.3945,0.00729,-89.01,0.3157,-0.00178,-51.12,0.3547,-0.00191
"548",237,-124.82,0.3946,0.00565,-89.18,0.3156,-0.00131,-51.16,0.3546,-0.00217
"549",238,-124.5,0.3948,0.00437,-89.36,0.3155,-0.000919,-51.21,0.3545,-0.00242
"550",239,-124.15,0.3949,0.00343,-89.54,0.3154,-0.000601,-51.26,0.3545,-0.00259
"551",240,-123.81,0.3951,0.00274,-89.72,0.3152,-0.000351,-51.31,0.3544,-0.00273
"552",241,-123.52,0.3952,0.00223,-89.89,0.3151,-0.000164,-51.36,0.3543,-0.00284
"553",242,-123.25,0.3953,0.00184,-90.05,0.315,-2.99e-05,-51.42,0.3542,-0.00295
"554",243,-123.03,0.3954,0.00153,-90.19,0.3149,6.21e-05,-51.48,0.3541,-0.00302
"555",244,-122.83,0.3955,0.00128,-90.33,0.3148,0.000121,-51.54,0.354,-0.00308
"556",245,-122.65,0.3956,0.00109,-90.45,0.3147,0.000155,-51.61,0.3539,-0.00313
"557",246,-122.5,0.3956,0.000923,-90.56,0.3147,0.000169,-51.67,0.3538,-0.00312
"558",247,-122.37,0.3957,0.000791,-90.66,0.3146,0.000168,-51.74,0.3537,-0.00309
"559",248,-122.5,0.3957,0.00122,-90.75,0.3145,0.00016,-51.8,0.3537,-0.00304
"560",249,-123.16,0.3954,0.00259,-90.84,0.3145,0.000154,-51.86,0.3536,-0.00299
"561",250,-124.39,0.3948,0.0046,-90.93,0.3144,0.000166,-51.91,0.3535,-0.00292
"562",251,-126.13,0.3941,0.00694,-91.02,0.3144,0.00021,-51.97,0.3534,-0.00288
"563",252,-128.26,0.3931,0.00928,-91.13,0.3143,0.000302,-52.03,0.3533,-0.00282
"564",253,-130.64,0.392,0.0114,-91.26,0.3142,0.000451,-52.08,0.3532,-0.00276
"565",254,-133.05,0.3909,0.0131,-91.42,0.3141,0.000661,-52.14,0.3531,-0.0027
"566",255,-135.38,0.3899,0.0143,-91.61,0.314,0.000926,-52.19,0.3531,-0.00263
"567",256,-137.41,0.389,0.0148,-91.82,0.3138,0.00123,-52.25,0.353,-0.00257
"568",257,-138.99,0.3883,0.0146,-92.07,0.3136,0.00157,-52.3,0.3529,-0.00251
"569",258,-139.97,0.3878,0.0137,-92.34,0.3134,0.00191,-52.35,0.3528,-0.0024
"570",258.024,-140.06,0.3878,0.0138,-92.34,0.3134,0.00192,-52.36,0.3528,-0.0024
"571",258.0552,-140.07,0.3878,0.0137,-92.35,0.3134,0.00193,-52.36,0.3528,-0.0024
"572",258.0958,-140.12,0.3878,0.0137,-92.36,0.3134,0.00194,-52.36,0.3528,-0.0024
"573",258.1485,-140.16,0.3878,0.0136,-92.38,0.3134,0.00196,-52.36,0.3528,-0.00239
"574",258.217,-140.2,0.3878,0.0134,-92.4,0.3134,0.00199,-52.37,0.3528,-0.00238
"575",258.304,-140.21,0.3878,0.0129,-92.42,0.3134,0.00202,-52.37,0.3528,-0.00237
"576",258.42,-140.13,0.3878,0.012,-92.45,0.3134,0.00206,-52.38,0.3528,-0.00236
"577",258.565,-139.86,0.3879,0.0105,-92.5,0.3133,0.00211,-52.38,0.3528,-0.00234
"578",258.7825,-139.07,0.3882,0.00765,-92.56,0.3133,0.00218,-52.39,0.3528,-0.00232
"579",259,-137.96,0.3887,0.00444,-92.62,0.3133,0.00226,-52.4,0.3527,-0.00229
"580",259.024,-137.86,0.3888,0.00409,-92.63,0.3132,0.00227,-52.41,0.3527,-0.00229
"581",259.0552,-137.68,0.3889,0.00354,-92.64,0.3132,0.00228,-52.41,0.3527,-0.00229
"582",259.0958,-137.43,0.389,0.00266,-92.65,0.3132,0.00229,-52.41,0.3527,-0.00228
"583",259.1485,-137.01,0.3892,0.000993,-92.66,0.3132,0.00231,-52.41,0.3527,-0.00228
"584",259.217,-136.23,0.3895,-0.00258,-92.68,0.3132,0.00233,-52.42,0.3527,-0.00227
"585",259.304,-134.62,0.3902,-0.00999,-92.71,0.3132,0.00236,-52.42,0.3527,-0.00226
"586",259.42,-131,0.3918,-0.0253,-92.74,0.3132,0.0024,-52.43,0.3527,-0.00225
"587",259.565,-123.94,0.395,-0.0517,-92.79,0.3131,0.00245,-52.43,0.3527,-0.00224
"588",259.7825,-109.38,0.4022,-0.103,-92.85,0.3131,0.00252,-52.45,0.3527,-0.00222
"589",260,-92.86,0.4107,-0.161,-92.92,0.3131,0.00258,-52.46,0.3527,-0.0022
"590",260.024,-91.06,0.4117,-0.17,-92.92,0.313,0.00258,-52.46,0.3527,-0.00219
"591",260.0552,-88.79,0.4129,-0.178,-92.93,0.313,0.00259,-52.46,0.3527,-0.00219
"592",260.0958,-85.96,0.4145,-0.186,-92.95,0.313,0.0026,-52.46,0.3527,-0.00219
"593",260.1485,-82.63,0.4164,-0.192,-92.96,0.313,0.00262,-52.46,0.3526,-0.00218
"594",260.217,-78.96,0.4184,-0.195,-92.98,0.313,0.00263,-52.47,0.3526,-0.00217
"595",260.304,-75.19,0.4206,-0.198,-93.01,0.313,0.00265,-52.47,0.3526,-0.00217
"596",260.42,-71.1,0.423,-0.2,-93.04,0.313,0.00266,-52.48,0.3526,-0.00215
"597",260.565,-66.7,0.4257,-0.201,-93.08,0.3129,0.00267,-52.49,0.3526,-0.00214
"598",260.7825,-61.25,0.429,-0.204,-93.12,0.3129,0.00261,-52.5,0.3526,-0.00212
"599",261,-56.54,0.4319,-0.209,-93.16,0.3129,0.00247,-52.51,0.3526,-0.0021
"600",261.25,-55.62,0.4324,-0.169,-93.17,0.3129,0.00217,-52.52,0.3526,-0.00208
"601",261.5,-57.14,0.4316,-0.134,-93.12,0.3129,0.00163,-52.54,0.3525,-0.00207
"602",261.75,-58.88,0.4304,-0.107,-93.03,0.313,0.000898,-52.55,0.3525,-0.00206
"603",262,-60.95,0.4291,-0.0879,-92.86,0.3131,-7.16e-05,-52.57,0.3525,-0.00204
"604",262.5,-64.62,0.4269,-0.0665,-92.26,0.3135,-0.00265,-52.6,0.3524,-0.00202
"605",263,-67.81,0.4249,-0.0522,-91.47,0.314,-0.00543,-52.63,0.3524,-0.002
"606",263.5,-70.56,0.4233,-0.0428,-90.51,0.3147,-0.00823,-52.67,0.3523,-0.00199
"607",264,-72.96,0.4219,-0.0359,-89.48,0.3154,-0.0108,-52.7,0.3523,-0.00199
"608",265,-76.84,0.4196,-0.0276,-87.48,0.3168,-0.0143,-52.75,0.3522,-0.00207
"609",265.024,-77.02,0.4195,-0.0271,-87.43,0.3168,-0.0146,-52.76,0.3522,-0.00206
"610",265.0552,-77.12,0.4194,-0.027,-87.36,0.3169,-0.0146,-52.76,0.3522,-0.00207
"611",265.0958,-77.29,0.4193,-0.0267,-87.28,0.3169,-0.0148,-52.76,0.3522,-0.00207
"612",265.1485,-77.48,0.4192,-0.0265,-87.17,0.317,-0.015,-52.76,0.3522,-0.00207
"613",265.217,-77.7,0.4191,-0.0264,-87.04,0.3171,-0.0152,-52.77,0.3522,-0.00208
"614",265.304,-77.95,0.419,-0.0265,-86.86,0.3172,-0.0155,-52.77,0.3522,-0.00209
"615",265.42,-78.21,0.4188,-0.0268,-86.64,0.3174,-0.0158,-52.78,0.3522,-0.0021
"616",265.565,-78.48,0.4187,-0.0271,-86.36,0.3176,-0.0162,-52.78,0.3522,-0.00212
"617",265.7825,-78.77,0.4185,-0.0276,-85.96,0.3178,-0.0167,-52.79,0.3521,-0.00215
"618",266,-79,0.4184,-0.028,-85.57,0.3181,-0.0171,-52.8,0.3521,-0.00218
"619",266.024,-79.03,0.4184,-0.028,-85.53,0.3181,-0.0171,-52.8,0.3521,-0.00219
