"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"2",0.024,-207.93,0.2932,0.00854,-162.74,0.2534,0.000504,-102.49,0.3378,0.00316
"21",0.048,-207.92,0.2932,0.00854,-162.74,0.2534,0.000505,-102.48,0.3378,0.00316
"3",0.0792,-207.91,0.2932,0.00854,-162.74,0.2534,0.000508,-102.48,0.3378,0.00316
"4",0.1198,-207.9,0.2932,0.00852,-162.74,0.2534,0.000513,-102.47,0.3378,0.00316
"5",0.1725,-207.88,0.2932,0.00848,-162.74,0.2534,0.000522,-102.46,0.3378,0.00317
"6",0.241,-207.86,0.2932,0.00841,-162.75,0.2533,0.000535,-102.45,0.3378,0.00317
"7",0.3254,-207.81,0.2932,0.00828,-162.75,0.2533,0.000553,-102.44,0.3378,0.00317
"8",0.4378,-207.74,0.2933,0.00808,-162.76,0.2533,0.000579,-102.42,0.3378,0.00318
"9",0.5784,-207.64,0.2933,0.00781,-162.79,0.2533,0.000613,-102.39,0.3379,0.00318
"10",0.7892,-207.47,0.2934,0.00741,-162.83,0.2533,0.000665,-102.36,0.3379,0.00319
"11",1,-207.29,0.2935,0.00703,-162.88,0.2533,0.000716,-102.32,0.3379,0.0032
"12",1.25,-207.07,0.2936,0.00662,-162.95,0.2533,0.000772,-102.28,0.3379,0.00321
"13",1.625,-206.74,0.2937,0.00605,-163.07,0.2532,0.000848,-102.21,0.338,0.00323
"14",2,-206.44,0.2939,0.00553,-163.19,0.2532,0.000914,-102.13,0.338,0.00326
"15",2.3333,-206.18,0.294,0.00511,-163.3,0.2532,0.000967,-102.06,0.338,0.00329
"16",2.6667,-205.95,0.2941,0.00473,-163.41,0.2531,0.00101,-101.98,0.3381,0.00335
"17",3,-205.73,0.2942,0.00437,-163.52,0.2531,0.00106,-101.89,0.3381,0.00345
"18",3.5,-205.43,0.2944,0.00389,-163.68,0.253,0.00111,-101.65,0.3382,0.00376
"19",4,-205.16,0.2945,0.00347,-163.82,0.253,0.00115,-101.26,0.3384,0.00436
"20",5,-204.72,0.2947,0.00281,-164.08,0.2529,0.00122,-99.16,0.3395,0.00742
"211",6,-204.36,0.2949,0.00229,-164.31,0.2528,0.00127,-95.13,0.3416,0.0129
"22",7,-204.06,0.295,0.00189,-164.5,0.2527,0.00131,-89,0.3452,0.0211
"23",8,-204.05,0.295,0.00229,-164.65,0.2527,0.00133,-81.48,0.3497,0.031
"24",9,-204.62,0.2948,0.00404,-164.78,0.2526,0.00136,-73.44,0.3547,0.0406
"25",10,-205.83,0.2942,0.00667,-164.88,0.2526,0.00138,-65.67,0.3599,0.0494
"26",11,-207.46,0.2934,0.00947,-164.98,0.2526,0.0014,-58.92,0.3646,0.0561
"27",12,-209.42,0.2925,0.0122,-165.08,0.2525,0.00144,-53.12,0.3689,0.0608
"28",13,-211.52,0.2914,0.0144,-165.18,0.2525,0.00149,-48.29,0.3726,0.0637
"29",14,-213.6,0.2904,0.016,-165.29,0.2525,0.00156,-44.25,0.3758,0.0652
"30",15,-215.5,0.2895,0.0169,-165.41,0.2524,0.00164,-40.91,0.3785,0.0655
"31",16,-217.07,0.2887,0.0169,-165.54,0.2524,0.00174,-38.1,0.3808,0.0653
"32",17,-218.17,0.2882,0.016,-165.66,0.2523,0.00186,-35.68,0.3828,0.0648
"33",18,-218.71,0.2879,0.0142,-165.76,0.2523,0.002,-33.64,0.3846,0.0637
"34",19,-218.6,0.288,0.0117,-165.82,0.2523,0.00217,-31.85,0.3861,0.0626
"35",20,-218.07,0.2882,0.00903,-165.81,0.2523,0.00235,-30.36,0.3874,0.061
"36",21,-217.4,0.2886,0.00698,-165.72,0.2523,0.00254,-29.04,0.3886,0.0596
"37",22,-216.73,0.2889,0.00545,-165.53,0.2524,0.00276,-27.88,0.3896,0.058
"38",23,-216.12,0.2892,0.00436,-165.2,0.2525,0.003,-26.91,0.3905,0.0562
"39",24,-215.59,0.2895,0.00356,-164.73,0.2526,0.00326,-26.03,0.3912,0.0546
"40",25,-215.12,0.2897,0.00297,-164.09,0.2529,0.00355,-25.25,0.3919,0.053
"41",26,-214.71,0.2899,0.00252,-163.28,0.2532,0.00387,-24.51,0.3926,0.0518
"42",27,-214.34,0.2901,0.00218,-162.3,0.2535,0.00421,-23.98,0.3931,0.0497
"43",28,-214.01,0.2902,0.00192,-161.21,0.2539,0.00455,-23.43,0.3936,0.0483
"44",29,-213.7,0.2904,0.00172,-159.93,0.2543,0.00494,-22.94,0.394,0.047
"45",30,-213.4,0.2905,0.00158,-158.51,0.2548,0.00536,-22.43,0.3945,0.046
"46",31,-213.12,0.2907,0.00148,-156.95,0.2554,0.00579,-21.9,0.3949,0.0456
"47",32,-213.13,0.2907,0.0022,-155.28,0.256,0.00625,-21.52,0.3953,0.0441
"48",33,-213.7,0.2904,0.00416,-153.51,0.2566,0.00671,-21.22,0.3956,0.0423
"49",34,-214.84,0.2898,0.00688,-151.71,0.2573,0.00719,-20.9,0.3958,0.0413
"50",35,-216.46,0.2891,0.00991,-150.05,0.258,0.00773,-20.67,0.3961,0.0398
"51",36,-218.42,0.2881,0.0128,-148.29,0.2588,0.00826,-20.38,0.3963,0.039
"52",37,-220.54,0.2871,0.0154,-146.53,0.2596,0.00879,-20.06,0.3966,0.0387
"53",38,-222.67,0.286,0.0173,-144.78,0.2604,0.00933,-19.77,0.3969,0.0379
"54",39,-224.6,0.2851,0.0185,-143.06,0.2611,0.00987,-19.53,0.3971,0.037
"55",40,-226.15,0.2843,0.0188,-141.4,0.2619,0.0104,-19.39,0.3972,0.0355
"56",41,-227.17,0.2838,0.0181,-139.81,0.2626,0.0109,-19.19,0.3974,0.0349
"57",42,-227.5,0.2837,0.0164,-138.29,0.2633,0.0114,-19.07,0.3975,0.0337
"58",43,-227.09,0.2838,0.0139,-136.85,0.2639,0.0119,-18.93,0.3976,0.0328
"59",44,-226.2,0.2843,0.0113,-135.48,0.2646,0.0124,-18.84,0.3977,0.0319
"60",45,-225.13,0.2848,0.00935,-134.14,0.2652,0.0129,-18.72,0.3978,0.0312
"61",46,-224.02,0.2854,0.00788,-132.85,0.2657,0.0133,-18.58,0.398,0.0307
"62",47,-222.94,0.2859,0.00684,-131.59,0.2663,0.0137,-18.51,0.398,0.0298
"63",48,-221.91,0.2864,0.00609,-130.42,0.2668,0.0141,-18.27,0.3982,0.0303
"64",49,-220.93,0.2869,0.00554,-129.32,0.2673,0.0145,-18.23,0.3983,0.0289
"65",50,-219.99,0.2873,0.00514,-128.27,0.2678,0.0148,-18.13,0.3984,0.0284
"66",51,-219.07,0.2878,0.00485,-127.27,0.2682,0.0152,-18.02,0.3985,0.0282
"67",52,-218.18,0.2882,0.00464,-126.32,0.2687,0.0154,-17.92,0.3986,0.0277
"68",53,-217.31,0.2886,0.00448,-125.41,0.2691,0.0157,-17.68,0.3988,0.0284
"69",54,-216.44,0.289,0.00438,-124.54,0.2695,0.0159,-17.38,0.399,0.0291
"70",55,-215.58,0.2895,0.00431,-123.69,0.2698,0.0162,-17.21,0.3992,0.0285
"71",56,-215.03,0.2897,0.00513,-122.88,0.2702,0.0164,-17.14,0.3993,0.0273
"72",57,-215.13,0.2897,0.00734,-122.08,0.2706,0.0166,-17.16,0.3992,0.026
"73",58,-215.86,0.2894,0.0104,-121.32,0.2709,0.0168,-17.18,0.3992,0.0252
"74",59,-217.16,0.2887,0.0138,-120.6,0.2712,0.0169,-17.16,0.3992,0.0249
"75",60,-218.86,0.2879,0.0172,-119.98,0.2716,0.0171,-17.22,0.3992,0.0238
"76",61,-220.77,0.287,0.0201,-119.39,0.2719,0.0174,-17.15,0.3992,0.0241
"77",62,-222.67,0.286,0.0223,-118.85,0.2722,0.0175,-17.11,0.3993,0.024
"78",63,-224.37,0.2852,0.0236,-118.35,0.2725,0.0177,-17.04,0.3994,0.024
"79",64,-225.65,0.2846,0.0239,-117.91,0.2727,0.0179,-17.06,0.3993,0.0231
"80",65,-226.32,0.2842,0.023,-117.53,0.2729,0.0181,-16.94,0.3994,0.0237
"81",66,-226.23,0.2843,0.0211,-117.18,0.2731,0.0183,-16.88,0.3995,0.0235
"82",67,-225.32,0.2847,0.0181,-116.88,0.2733,0.0184,-16.79,0.3996,0.0236
"83",68,-223.88,0.2854,0.0151,-116.6,0.2735,0.0186,-16.84,0.3995,0.0225
"84",69,-222.27,0.2862,0.0128,-116.35,0.2736,0.0187,-16.84,0.3995,0.0223
"85",70,-220.62,0.287,0.011,-116.1,0.2737,0.0188,-16.85,0.3995,0.022
"86",71,-219.04,0.2878,0.00969,-115.86,0.2739,0.0189,-16.83,0.3995,0.022
"87",72,-217.54,0.2885,0.00871,-115.63,0.274,0.019,-16.88,0.3995,0.0213
"88",73,-216.11,0.2892,0.00797,-115.39,0.2741,0.019,-16.87,0.3995,0.0214
"89",73.024,-216.07,0.2892,0.00792,-115.38,0.2741,0.019,-16.88,0.3995,0.0213
"90",73.0552,-216.03,0.2892,0.0079,-115.37,0.2742,0.019,-16.88,0.3995,0.0213
"91",73.0958,-215.97,0.2893,0.00785,-115.36,0.2742,0.019,-16.88,0.3995,0.0213
"92",73.1485,-215.89,0.2893,0.00777,-115.35,0.2742,0.019,-16.88,0.3995,0.0213
"93",73.217,-215.78,0.2894,0.00764,-115.34,0.2742,0.019,-16.88,0.3995,0.0213
"94",73.304,-215.64,0.2894,0.00741,-115.31,0.2742,0.0191,-16.88,0.3995,0.0213
"95",73.42,-215.42,0.2895,0.00705,-115.29,0.2742,0.0191,-16.88,0.3995,0.0213
"96",73.565,-215.13,0.2897,0.00657,-115.25,0.2742,0.0191,-16.88,0.3995,0.0213
"97",73.7825,-214.66,0.2899,0.00585,-115.2,0.2743,0.0191,-16.88,0.3995,0.0213
"98",74,-214.17,0.2901,0.00517,-115.15,0.2743,0.0191,-16.88,0.3995,0.0213
"99",74.024,-214.12,0.2902,0.00509,-115.14,0.2743,0.0191,-16.88,0.3995,0.0213
"100",74.0552,-214.04,0.2902,0.00498,-115.13,0.2743,0.0191,-16.88,0.3995,0.0213
"101",74.0958,-213.95,0.2903,0.00479,-115.12,0.2743,0.0191,-16.88,0.3995,0.0213
"102",74.1485,-213.81,0.2903,0.00445,-115.11,0.2743,0.0191,-16.88,0.3995,0.0214
"103",74.217,-213.6,0.2904,0.00384,-115.09,0.2743,0.0191,-16.87,0.3995,0.0215
"104",74.304,-213.29,0.2906,0.00286,-115.07,0.2743,0.0191,-16.87,0.3995,0.0215
"105",74.42,-212.79,0.2908,0.0013,-115.04,0.2743,0.0191,-16.86,0.3995,0.0216
"106",74.565,-212.05,0.2912,-0.000782,-115.01,0.2744,0.0191,-16.85,0.3995,0.0217
"107",74.7825,-210.79,0.2918,-0.00384,-114.95,0.2744,0.0191,-16.83,0.3995,0.0217
"108",75,-209.43,0.2924,-0.0067,-114.9,0.2744,0.0191,-16.82,0.3996,0.0218
"109",75.25,-208.19,0.293,-0.00728,-114.83,0.2745,0.0191,-16.79,0.3996,0.022
"110",75.625,-206.96,0.2937,-0.00614,-114.74,0.2745,0.0191,-16.74,0.3996,0.0222
"111",76,-206.19,0.294,-0.00419,-114.64,0.2746,0.0191,-16.7,0.3997,0.0224
"112",76.5,-205.56,0.2943,-0.00205,-114.5,0.2746,0.0191,-16.68,0.3997,0.022
"113",77,-205.11,0.2945,-0.000397,-114.35,0.2747,0.0191,-16.67,0.3997,0.0218
"114",77.024,-205.07,0.2945,-0.000277,-114.34,0.2747,0.0191,-16.67,0.3997,0.0218
"115",77.0552,-205.05,0.2946,-0.000212,-114.33,0.2747,0.0191,-16.66,0.3997,0.0218
"116",77.0958,-205.01,0.2946,-0.000173,-114.32,0.2747,0.0191,-16.66,0.3997,0.0218
"117",77.1485,-204.94,0.2946,-0.000263,-114.31,0.2748,0.0191,-16.66,0.3997,0.0218
"118",77.217,-204.83,0.2947,-0.000588,-114.29,0.2748,0.0191,-16.66,0.3997,0.0218
"119",77.304,-204.65,0.2948,-0.00126,-114.26,0.2748,0.0191,-16.66,0.3997,0.0218
"120",77.42,-204.31,0.2949,-0.00243,-114.22,0.2748,0.0191,-16.65,0.3997,0.0218
"121",77.565,-203.78,0.2952,-0.00404,-114.18,0.2748,0.019,-16.65,0.3997,0.0218
"122",77.7825,-202.84,0.2956,-0.00639,-114.11,0.2749,0.019,-16.64,0.3997,0.0218
"123",78,-201.81,0.2961,-0.00855,-114.04,0.2749,0.019,-16.63,0.3997,0.0218
"124",78.024,-201.71,0.2962,-0.00881,-114.03,0.2749,0.019,-16.63,0.3997,0.0218
"125",78.0552,-201.55,0.2963,-0.00915,-114.02,0.2749,0.019,-16.63,0.3997,0.0218
"126",78.0958,-201.35,0.2964,-0.00966,-114.01,0.2749,0.019,-16.62,0.3997,0.0218
"127",78.1485,-201.06,0.2965,-0.0105,-113.99,0.2749,0.019,-16.62,0.3997,0.0217
"128",78.217,-200.64,0.2967,-0.0117,-113.97,0.2749,0.019,-16.62,0.3997,0.0216
"129",78.304,-200.05,0.297,-0.0135,-113.94,0.275,0.019,-16.63,0.3997,0.0216
"130",78.42,-199.16,0.2974,-0.0161,-113.9,0.275,0.019,-16.63,0.3997,0.0215
"131",78.565,-197.95,0.298,-0.0192,-113.85,0.275,0.019,-16.63,0.3997,0.0214
"132",78.7825,-196.01,0.2989,-0.0234,-113.77,0.2751,0.019,-16.64,0.3997,0.0213
"133",79,-194.04,0.2999,-0.0271,-113.7,0.2751,0.0189,-16.64,0.3997,0.0212
"134",79.25,-192.52,0.3006,-0.0259,-113.6,0.2751,0.0189,-16.63,0.3997,0.0214
"135",79.625,-191.41,0.3013,-0.0222,-113.46,0.2752,0.0189,-16.61,0.3997,0.0216
"136",80,-191,0.3015,-0.0173,-113.31,0.2753,0.0188,-16.58,0.3998,0.0217
"137",80.024,-190.91,0.3015,-0.0171,-113.3,0.2753,0.0188,-16.58,0.3998,0.0217
"138",80.0552,-190.9,0.3015,-0.0168,-113.28,0.2753,0.0188,-16.58,0.3998,0.0217
"139",80.0958,-190.83,0.3015,-0.0169,-113.27,0.2753,0.0188,-16.58,0.3998,0.0216
"140",80.1485,-190.7,0.3016,-0.0178,-113.25,0.2754,0.0188,-16.58,0.3998,0.0215
"141",80.217,-190.36,0.3018,-0.0204,-113.22,0.2754,0.0188,-16.58,0.3998,0.0214
"142",80.304,-189.65,0.3022,-0.0255,-113.18,0.2754,0.0188,-16.59,0.3998,0.0212
"143",80.42,-188.19,0.303,-0.0344,-113.13,0.2754,0.0188,-16.6,0.3998,0.021
"144",80.565,-185.76,0.3044,-0.0468,-113.07,0.2755,0.0188,-16.61,0.3997,0.0209
"145",80.7825,-181.34,0.3069,-0.0647,-112.97,0.2755,0.0187,-16.63,0.3997,0.0207
"146",81,-176.63,0.3097,-0.0809,-112.86,0.2756,0.0187,-16.64,0.3997,0.0206
"147",81.25,-173.39,0.3115,-0.0777,-112.74,0.2756,0.0187,-16.67,0.3997,0.0203
"148",81.5,-172.26,0.3123,-0.0651,-112.61,0.2757,0.0186,-16.71,0.3997,0.02
"149",81.75,-171.97,0.3124,-0.0527,-112.47,0.2758,0.0186,-16.74,0.3996,0.0198
"150",82,-172.32,0.3122,-0.0419,-112.32,0.2759,0.0185,-16.78,0.3996,0.0197
"151",82.5,-173.68,0.3114,-0.0278,-111.99,0.2761,0.0183,-16.78,0.3996,0.0201
"152",83,-175.06,0.3106,-0.0178,-111.62,0.2763,0.0181,-16.78,0.3996,0.0203
"153",83.5,-176.44,0.3098,-0.0107,-111.21,0.2765,0.0179,-16.78,0.3996,0.0203
"154",84,-177.68,0.3091,-0.00547,-110.78,0.2767,0.0178,-16.78,0.3996,0.0203
"155",85,-179.71,0.3079,0.00138,-109.92,0.2772,0.0175,-16.77,0.3996,0.0204
"156",86,-181.37,0.307,0.00624,-109.1,0.2777,0.0173,-16.65,0.3997,0.0212
"157",87,-182.61,0.3062,0.00931,-108.36,0.2781,0.0172,-16.68,0.3997,0.0205
"158",88,-183.42,0.3058,0.011,-107.69,0.2785,0.0171,-16.65,0.3997,0.0205
"159",89,-183.77,0.3056,0.0114,-107.1,0.2788,0.0171,-16.6,0.3997,0.0207
"160",90,-183.63,0.3056,0.0108,-106.58,0.2791,0.0171,-16.52,0.3998,0.021
"161",91,-183.02,0.306,0.00933,-106.13,0.2794,0.0171,-16.47,0.3999,0.0209
"162",92,-182.13,0.3065,0.00782,-105.71,0.2796,0.0172,-16.46,0.3999,0.0205
"163",93,-181.19,0.3071,0.00681,-105.33,0.2798,0.0172,-16.47,0.3999,0.0201
"164",93.024,-181.17,0.3071,0.00672,-105.32,0.2798,0.0172,-16.47,0.3999,0.0201
"165",93.0552,-181.14,0.3071,0.00667,-105.31,0.2798,0.0172,-16.47,0.3999,0.0201
"166",93.0958,-181.09,0.3071,0.00651,-105.29,0.2798,0.0172,-16.47,0.3999,0.0201
"167",93.1485,-181.02,0.3072,0.0062,-105.27,0.2798,0.0172,-16.47,0.3999,0.02
"168",93.217,-180.9,0.3072,0.00559,-105.25,0.2799,0.0172,-16.48,0.3999,0.02
"169",93.304,-180.71,0.3073,0.00459,-105.22,0.2799,0.0172,-16.48,0.3999,0.0199
"170",93.42,-180.39,0.3075,0.00307,-105.17,0.2799,0.0172,-16.48,0.3999,0.0199
"171",93.565,-179.92,0.3078,0.00111,-105.12,0.2799,0.0172,-16.49,0.3999,0.0198
"172",93.7825,-179.1,0.3083,-0.00162,-105.04,0.28,0.0172,-16.5,0.3998,0.0198
"173",94,-178.23,0.3088,-0.00408,-104.97,0.28,0.0172,-16.5,0.3998,0.0197
"174",94.024,-178.14,0.3088,-0.00439,-104.96,0.28,0.0172,-16.5,0.3998,0.0197
"175",94.0552,-178.01,0.3089,-0.00474,-104.95,0.28,0.0172,-16.5,0.3998,0.0197
"176",94.0958,-177.84,0.309,-0.00524,-104.93,0.28,0.0172,-16.51,0.3998,0.0197
"177",94.1485,-177.61,0.3091,-0.00593,-104.91,0.28,0.0172,-16.51,0.3998,0.0196
"178",94.217,-177.3,0.3093,-0.00689,-104.89,0.2801,0.0172,-16.51,0.3998,0.0195
"179",94.304,-176.88,0.3096,-0.00815,-104.86,0.2801,0.0172,-16.52,0.3998,0.0195
"180",94.42,-176.29,0.3099,-0.00983,-104.82,0.2801,0.0172,-16.53,0.3998,0.0194
"181",94.565,-175.53,0.3103,-0.0118,-104.77,0.2801,0.0172,-16.54,0.3998,0.0193
"182",94.7825,-174.36,0.311,-0.0145,-104.69,0.2802,0.0172,-16.55,0.3998,0.0193
"183",95,-173.19,0.3117,-0.0168,-104.61,0.2802,0.0172,-16.56,0.3998,0.0192
"184",95.25,-172.32,0.3122,-0.0155,-104.52,0.2803,0.0172,-16.59,0.3998,0.0189
"185",95.625,-171.6,0.3126,-0.0122,-104.38,0.2803,0.0172,-16.63,0.3997,0.0186
"186",96,-171.27,0.3128,-0.0086,-104.25,0.2804,0.0172,-16.67,0.3997,0.0184
"187",96.5,-171.07,0.3129,-0.00535,-104.06,0.2805,0.0172,-16.71,0.3997,0.0184
"188",97,-170.94,0.313,-0.00294,-103.86,0.2806,0.0171,-16.73,0.3996,0.0184
"189",97.5,-170.8,0.313,-0.00135,-103.66,0.2807,0.0171,-16.78,0.3996,0.0181
"190",98,-170.65,0.3131,-0.000186,-103.45,0.2809,0.017,-16.83,0.3995,0.018
"191",99,-170.24,0.3134,0.00118,-103.04,0.2811,0.0169,-16.93,0.3995,0.0176
"192",100,-169.75,0.3136,0.00213,-102.63,0.2813,0.0168,-16.9,0.3995,0.0183
"193",101,-169.19,0.314,0.00276,-102.23,0.2816,0.0168,-16.93,0.3995,0.0182
"194",102,-168.58,0.3143,0.0032,-101.84,0.2818,0.0167,-17.03,0.3994,0.0174
"195",103,-167.93,0.3147,0.00351,-101.48,0.282,0.0166,-17,0.3994,0.018
"196",104,-167.46,0.315,0.00452,-101.13,0.2822,0.0165,-17.09,0.3993,0.0174
"197",105,-166.77,0.3154,0.00437,-100.79,0.2824,0.0165,-17.12,0.3993,0.0174
"198",106,-167.02,0.3153,0.00811,-100.48,0.2825,0.0164,-17.16,0.3992,0.0173
"199",107,-167.01,0.3152,0.00936,-100.18,0.2827,0.0164,-17.22,0.3992,0.0171
"200",108,-166.9,0.3153,0.0098,-99.91,0.2829,0.0163,-17.31,0.3991,0.0166
"201",109,-167.63,0.3149,0.0138,-99.67,0.283,0.0163,-17.44,0.399,0.016
"202",110,-168.27,0.3145,0.0159,-99.46,0.2831,0.0163,-17.49,0.3989,0.0163
"203",111,-168.92,0.3141,0.0174,-99.28,0.2832,0.0163,-17.51,0.3989,0.0165
"204",112,-169.26,0.3139,0.0176,-99.14,0.2833,0.0163,-17.5,0.3989,0.0167
"205",113,-169.27,0.3139,0.0167,-99.03,0.2834,0.0164,-17.53,0.3989,0.0166
"206",114,-168.87,0.3141,0.0149,-98.94,0.2834,0.0164,-17.47,0.399,0.0172
"207",114.024,-168.9,0.3141,0.0149,-98.94,0.2834,0.0164,-17.47,0.399,0.0171
"208",114.0552,-168.87,0.3142,0.0146,-98.93,0.2834,0.0164,-17.47,0.399,0.0172
"209",114.0958,-168.82,0.3142,0.0137,-98.93,0.2834,0.0164,-17.47,0.399,0.0171
"210",114.1485,-168.66,0.3143,0.0117,-98.93,0.2834,0.0164,-17.47,0.399,0.0171
"2111",114.217,-168.31,0.3145,0.00778,-98.92,0.2834,0.0164,-17.47,0.399,0.017
"212",114.304,-167.6,0.3149,0.00142,-98.91,0.2834,0.0164,-17.48,0.399,0.0168
"213",114.42,-166.29,0.3156,-0.00805,-98.9,0.2834,0.0164,-17.49,0.3989,0.0167
"214",114.565,-164.26,0.3168,-0.0198,-98.89,0.2834,0.0164,-17.5,0.3989,0.0166
"215",114.7825,-160.79,0.3188,-0.0353,-98.88,0.2834,0.0164,-17.52,0.3989,0.0164
"216",115,-157.2,0.3209,-0.0486,-98.86,0.2834,0.0164,-17.53,0.3989,0.0164
"217",115.024,-156.81,0.3211,-0.0503,-98.86,0.2834,0.0164,-17.53,0.3989,0.0164
"218",115.0552,-156.3,0.3214,-0.0517,-98.86,0.2834,0.0164,-17.54,0.3989,0.0163
"219",115.0958,-155.67,0.3217,-0.0531,-98.85,0.2834,0.0164,-17.54,0.3989,0.0163
"220",115.1485,-154.91,0.3222,-0.054,-98.85,0.2835,0.0164,-17.54,0.3989,0.0164
"221",115.217,-154.05,0.3227,-0.0542,-98.84,0.2835,0.0164,-17.54,0.3989,0.0164
"222",115.304,-153.11,0.3232,-0.0535,-98.84,0.2835,0.0164,-17.55,0.3989,0.0164
"223",115.42,-152.07,0.3238,-0.0522,-98.83,0.2835,0.0164,-17.55,0.3989,0.0164
"224",115.565,-151.03,0.3245,-0.051,-98.81,0.2835,0.0164,-17.55,0.3989,0.0164
"225",115.7825,-149.72,0.3254,-0.0503,-98.78,0.2835,0.0163,-17.56,0.3989,0.0165
"226",116,-148.53,0.3261,-0.0497,-98.75,0.2835,0.0163,-17.56,0.3989,0.0165
"227",116.25,-147.98,0.3265,-0.0426,-98.69,0.2835,0.0162,-17.56,0.3989,0.0165
"228",116.625,-147.82,0.3266,-0.0329,-98.58,0.2836,0.0161,-17.56,0.3989,0.0166
"229",117,-148.07,0.3265,-0.0242,-98.44,0.2837,0.0159,-17.56,0.3989,0.0166
"230",117.5,-148.51,0.3261,-0.0169,-98.19,0.2838,0.0157,-17.6,0.3989,0.0163
"231",118,-148.93,0.3259,-0.0117,-97.91,0.284,0.0155,-17.63,0.3988,0.0161
"232",118.5,-149.25,0.3257,-0.00819,-97.61,0.2841,0.0152,-17.67,0.3988,0.0159
"233",119,-149.46,0.3255,-0.00563,-97.28,0.2843,0.015,-17.71,0.3987,0.0158
"234",119.024,-149.48,0.3255,-0.00542,-97.27,0.2843,0.015,-17.71,0.3987,0.0158
"235",119.0552,-149.49,0.3255,-0.00532,-97.25,0.2844,0.015,-17.72,0.3987,0.0157
"236",119.0958,-149.51,0.3255,-0.00518,-97.22,0.2844,0.015,-17.72,0.3987,0.0157
"237",119.1485,-149.52,0.3255,-0.00508,-97.19,0.2844,0.0149,-17.73,0.3987,0.0157
"238",119.217,-149.53,0.3255,-0.00501,-97.14,0.2844,0.0149,-17.73,0.3987,0.0156
"239",119.304,-149.52,0.3255,-0.00499,-97.09,0.2844,0.0149,-17.74,0.3987,0.0155
"240",119.42,-149.5,0.3255,-0.00499,-97.01,0.2845,0.0148,-17.76,0.3987,0.0154
"241",119.565,-149.45,0.3255,-0.00498,-96.91,0.2845,0.0148,-17.78,0.3987,0.0153
"242",119.7825,-149.35,0.3256,-0.00493,-96.77,0.2846,0.0147,-17.8,0.3987,0.0153
"243",120,-149.24,0.3257,-0.00483,-96.62,0.2847,0.0146,-17.83,0.3986,0.0152
"244",120.25,-149.16,0.3257,-0.00401,-96.46,0.2848,0.0146,-17.85,0.3986,0.0153
"245",120.625,-149.09,0.3258,-0.00277,-96.22,0.2849,0.0145,-17.87,0.3986,0.0154
"246",121,-149.03,0.3258,-0.0016,-95.99,0.2851,0.0144,-17.88,0.3986,0.0155
"247",121.5,-148.94,0.3259,-0.000489,-95.7,0.2852,0.0143,-17.91,0.3986,0.0154
"248",122,-148.82,0.3259,0.000366,-95.42,0.2854,0.0142,-17.94,0.3985,0.0154
"249",122.5,-148.68,0.326,0.000997,-95.19,0.2855,0.0142,-17.97,0.3985,0.0153
"250",123,-148.5,0.3261,0.00149,-94.95,0.2857,0.0141,-18,0.3985,0.0152
"251",124,-148.08,0.3264,0.00211,-94.52,0.286,0.014,-18.03,0.3985,0.0153
"252",125,-147.62,0.3267,0.00256,-94.12,0.2863,0.014,-17.96,0.3985,0.016
"253",126,-147.13,0.327,0.00287,-93.75,0.2865,0.0139,-18,0.3985,0.0156
"254",127,-146.62,0.3274,0.00307,-93.41,0.2868,0.0138,-17.94,0.3985,0.016
"255",128,-146.22,0.3276,0.00385,-93.08,0.287,0.0138,-17.97,0.3985,0.0156
"256",129,-146.05,0.3278,0.00551,-92.77,0.2872,0.0137,-18,0.3985,0.0153
"257",130,-146.1,0.3277,0.00756,-92.49,0.2874,0.0137,-18.04,0.3985,0.0152
"258",131,-146.31,0.3276,0.00969,-92.23,0.2876,0.0137,-18.1,0.3984,0.0147
"259",132,-146.62,0.3274,0.0116,-92,0.2878,0.0137,-18.16,0.3983,0.0145
"260",133,-146.97,0.3271,0.0131,-91.81,0.2879,0.0137,-18.26,0.3983,0.0141
"261",134,-147.27,0.3269,0.014,-91.64,0.288,0.0137,-18.28,0.3982,0.0143
"262",135,-147.46,0.3268,0.0143,-91.51,0.2881,0.0137,-18.35,0.3982,0.014
"263",136,-147.48,0.3268,0.0139,-91.41,0.2882,0.0138,-18.41,0.3981,0.0138
"264",137,-147.29,0.3269,0.0128,-91.32,0.2882,0.0138,-18.43,0.3981,0.014
"265",138,-146.86,0.3272,0.0111,-91.25,0.2883,0.0138,-18.5,0.398,0.0137
"266",138.024,-146.87,0.3272,0.0111,-91.25,0.2883,0.0138,-18.49,0.398,0.0137
"267",138.0552,-146.85,0.3272,0.0109,-91.25,0.2883,0.0138,-18.5,0.398,0.0137
"268",138.0958,-146.82,0.3272,0.0106,-91.24,0.2883,0.0138,-18.5,0.398,0.0137
"269",138.1485,-146.76,0.3273,0.0099,-91.24,0.2883,0.0138,-18.5,0.398,0.0137
"270",138.217,-146.66,0.3273,0.00877,-91.23,0.2883,0.0138,-18.5,0.398,0.0136
"271",138.304,-146.48,0.3275,0.00714,-91.23,0.2883,0.0138,-18.51,0.398,0.0136
