"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"912",390.42,-67.87,0.4229,-0.0446,-79.38,0.3472,-0.00376,-52.58,0.391,-0.00202
"913",390.565,-67.33,0.4235,-0.0498,-79.35,0.3472,-0.00377,-52.58,0.391,-0.00202
"914",390.7825,-66.51,0.4243,-0.0551,-79.29,0.3473,-0.0038,-52.58,0.391,-0.00202
"915",391,-65.7,0.4252,-0.059,-79.24,0.3473,-0.00383,-52.58,0.391,-0.00202
"916",391.024,-65.61,0.4253,-0.0593,-79.23,0.3473,-0.00384,-52.58,0.391,-0.00202
"917",391.0552,-65.51,0.4254,-0.0588,-79.23,0.3473,-0.00384,-52.58,0.391,-0.00202
"918",391.0958,-65.4,0.4255,-0.0574,-79.22,0.3473,-0.00385,-52.58,0.391,-0.00202
"919",391.1485,-65.3,0.4256,-0.0548,-79.2,0.3474,-0.00385,-52.58,0.391,-0.00202
"920",391.217,-65.22,0.4257,-0.0512,-79.19,0.3474,-0.00386,-52.58,0.391,-0.00202
"921",391.304,-65.15,0.4258,-0.0471,-79.16,0.3474,-0.00388,-52.58,0.391,-0.00202
"922",391.42,-65.1,0.4258,-0.0427,-79.14,0.3474,-0.00389,-52.58,0.391,-0.00202
"923",391.565,-65.06,0.4259,-0.0385,-79.1,0.3475,-0.00391,-52.57,0.391,-0.00202
"924",391.7825,-65.01,0.4259,-0.0345,-79.04,0.3475,-0.00394,-52.57,0.391,-0.00202
"925",392,-64.95,0.426,-0.0318,-78.98,0.3476,-0.00398,-52.57,0.391,-0.00202
"926",392.024,-64.94,0.426,-0.0318,-78.98,0.3476,-0.00398,-52.57,0.391,-0.00202
"927",392.0552,-64.9,0.426,-0.0331,-78.97,0.3476,-0.00398,-52.57,0.391,-0.00202
"928",392.0958,-64.82,0.4261,-0.0362,-78.96,0.3476,-0.00399,-52.57,0.391,-0.00202
"929",392.1485,-64.63,0.4263,-0.0418,-78.94,0.3476,-0.004,-52.57,0.391,-0.00202
"930",392.217,-64.31,0.4266,-0.0497,-78.93,0.3476,-0.00401,-52.57,0.391,-0.00203
"931",392.304,-63.81,0.4271,-0.059,-78.9,0.3476,-0.00402,-52.57,0.391,-0.00203
"932",392.42,-63.1,0.4279,-0.0694,-78.87,0.3477,-0.00404,-52.57,0.391,-0.00203
"933",392.565,-62.19,0.4288,-0.0794,-78.83,0.3477,-0.00406,-52.57,0.391,-0.00203
"934",392.7825,-60.88,0.4302,-0.0899,-78.77,0.3477,-0.0041,-52.56,0.391,-0.00203
"935",393,-59.68,0.4316,-0.0984,-78.71,0.3478,-0.00413,-52.56,0.391,-0.00203
"936",393.024,-59.56,0.4317,-0.0987,-78.7,0.3478,-0.00414,-52.56,0.391,-0.00203
"937",393.0552,-59.43,0.4319,-0.0971,-78.69,0.3478,-0.00414,-52.56,0.391,-0.00203
"938",393.0958,-59.31,0.432,-0.093,-78.68,0.3478,-0.00415,-52.56,0.391,-0.00203
"939",393.1485,-59.22,0.4322,-0.0864,-78.66,0.3478,-0.00416,-52.56,0.391,-0.00203
"940",393.217,-59.17,0.4322,-0.0779,-78.64,0.3479,-0.00417,-52.56,0.391,-0.00203
"941",393.304,-59.16,0.4322,-0.0686,-78.62,0.3479,-0.00418,-52.56,0.391,-0.00203
"942",393.42,-59.18,0.4322,-0.0591,-78.58,0.3479,-0.0042,-52.56,0.391,-0.00203
"943",393.565,-59.22,0.4322,-0.0507,-78.54,0.348,-0.00423,-52.55,0.391,-0.00203
"944",393.7825,-59.26,0.4321,-0.043,-78.47,0.348,-0.00427,-52.55,0.391,-0.00203
"945",394,-59.29,0.4321,-0.038,-78.4,0.3481,-0.00431,-52.55,0.391,-0.00203
"946",394.024,-59.29,0.4321,-0.0371,-78.4,0.3481,-0.00431,-52.55,0.391,-0.00203
"947",394.0552,-59.3,0.432,-0.0363,-78.39,0.3481,-0.00432,-52.55,0.391,-0.00203
"948",394.0958,-59.32,0.432,-0.0348,-78.37,0.3481,-0.00433,-52.55,0.391,-0.00203
"949",394.1485,-59.35,0.432,-0.033,-78.36,0.3481,-0.00434,-52.55,0.391,-0.00203
"950",394.217,-59.39,0.4319,-0.0307,-78.33,0.3481,-0.00435,-52.55,0.391,-0.00203
"951",394.304,-59.46,0.4318,-0.0282,-78.31,0.3482,-0.00437,-52.55,0.391,-0.00203
"952",394.42,-59.55,0.4317,-0.0257,-78.27,0.3482,-0.00439,-52.54,0.391,-0.00204
"953",394.565,-59.66,0.4316,-0.0233,-78.22,0.3482,-0.00442,-52.54,0.391,-0.00204
"954",394.7825,-59.82,0.4314,-0.0209,-78.15,0.3483,-0.00447,-52.54,0.391,-0.00204
"955",395,-59.97,0.4312,-0.0193,-78.07,0.3484,-0.00451,-52.54,0.391,-0.00203
"956",395.25,-60.35,0.4308,-0.0124,-77.98,0.3485,-0.00457,-52.53,0.391,-0.00203
"957",395.625,-60.96,0.4301,-0.00621,-77.84,0.3486,-0.00466,-52.53,0.391,-0.00202
"958",396,-61.6,0.4295,-0.00173,-77.69,0.3487,-0.00476,-52.52,0.391,-0.00201
"959",396.5,-62.42,0.4286,0.000827,-77.49,0.3489,-0.00489,-52.51,0.3911,-0.00202
"960",397,-63.21,0.4278,0.00247,-77.27,0.3491,-0.00503,-52.5,0.3911,-0.00203
"961",397.5,-63.95,0.427,0.00351,-77.04,0.3493,-0.00518,-52.5,0.3911,-0.00206
"962",398,-64.69,0.4262,0.00412,-76.8,0.3495,-0.00533,-52.49,0.3911,-0.0021
"963",399,-66.07,0.4248,0.00525,-76.3,0.35,-0.00562,-52.49,0.3911,-0.00219
"964",400,-67.41,0.4234,0.00606,-75.78,0.3504,-0.0059,-52.5,0.3911,-0.00232
"965",401,-68.29,0.4224,0.00302,-75.28,0.3509,-0.00617,-52.52,0.3911,-0.00247
"966",402,-69.19,0.4215,0.0024,-74.78,0.3515,-0.00642,-52.54,0.391,-0.00264
"967",403,-69.57,0.4211,-0.00169,-74.3,0.352,-0.00665,-52.57,0.391,-0.0028
"968",404,-70.01,0.4207,-0.00272,-73.84,0.3525,-0.00683,-52.61,0.391,-0.00296
"969",404.024,-70,0.4207,-0.00397,-73.83,0.3525,-0.00684,-52.61,0.391,-0.00296
"970",404.0552,-69.96,0.4207,-0.0068,-73.81,0.3525,-0.00684,-52.61,0.391,-0.00297
"971",404.0958,-69.81,0.4209,-0.0141,-73.8,0.3525,-0.00685,-52.61,0.391,-0.00298
"972",404.1485,-69.45,0.4213,-0.0272,-73.77,0.3526,-0.00686,-52.61,0.391,-0.00298
"973",404.217,-68.72,0.422,-0.0475,-73.74,0.3526,-0.00687,-52.61,0.391,-0.003
"974",404.304,-67.54,0.4232,-0.0732,-73.7,0.3526,-0.00689,-52.62,0.391,-0.00301
"975",404.42,-65.75,0.4251,-0.103,-73.65,0.3527,-0.00691,-52.62,0.391,-0.00303
"976",404.565,-63.46,0.4275,-0.131,-73.59,0.3528,-0.00693,-52.63,0.391,-0.00305
"977",404.7825,-60.24,0.4309,-0.159,-73.49,0.3529,-0.00696,-52.64,0.391,-0.00308
"978",405,-57.63,0.4343,-0.184,-73.4,0.353,-0.00699,-52.64,0.391,-0.00311
"979",405.024,-57.26,0.4347,-0.189,-73.39,0.353,-0.007,-52.65,0.3909,-0.00312
"980",405.0552,-56.81,0.4353,-0.199,-73.38,0.353,-0.007,-52.65,0.3909,-0.00312
"981",405.0958,-56.08,0.4363,-0.218,-73.36,0.353,-0.007,-52.65,0.3909,-0.00312
"982",405.1485,-55,0.4377,-0.244,-73.34,0.353,-0.00701,-52.65,0.3909,-0.00313
"983",405.217,-53.47,0.4397,-0.276,-73.31,0.3531,-0.00702,-52.65,0.3909,-0.00314
"984",405.304,-51.48,0.4423,-0.308,-73.27,0.3531,-0.00703,-52.66,0.3909,-0.00315
"985",405.42,-48.91,0.4457,-0.338,-73.22,0.3531,-0.00705,-52.66,0.3909,-0.00317
"986",405.565,-46.06,0.45,-0.369,-73.16,0.3532,-0.00706,-52.67,0.3909,-0.00319
"987",405.7825,-42.44,0.456,-0.406,-73.07,0.3533,-0.00709,-52.67,0.3909,-0.00322
"988",406,-38.98,0.4616,-0.416,-72.99,0.3534,-0.00711,-52.68,0.3909,-0.00324
"989",406.25,-38.89,0.4616,-0.235,-72.89,0.3535,-0.00713,-52.69,0.3909,-0.00328
"990",406.5,-39.61,0.4606,-0.136,-72.79,0.3536,-0.00716,-52.7,0.3909,-0.00331
"991",406.75,-40.2,0.4595,-0.0796,-72.7,0.3537,-0.00719,-52.71,0.3909,-0.00333
"992",407,-40.79,0.4586,-0.0537,-72.6,0.3538,-0.00722,-52.72,0.3909,-0.00335
"993",407.5,-41.73,0.457,-0.0357,-72.4,0.354,-0.00733,-52.73,0.3909,-0.0033
"994",408,-42.56,0.4557,-0.0267,-72.18,0.3543,-0.0075,-52.72,0.3909,-0.00317
"995",408.5,-43.29,0.4545,-0.0226,-71.92,0.3545,-0.00773,-52.7,0.3909,-0.00302
"996",409,-43.96,0.4534,-0.02,-71.63,0.3548,-0.00803,-52.68,0.3909,-0.00287
"997",409.024,-44,0.4533,-0.0198,-71.62,0.3549,-0.00804,-52.68,0.3909,-0.00286
"998",409.0552,-44.03,0.4533,-0.02,-71.6,0.3549,-0.00806,-52.68,0.3909,-0.00285
"999",409.0958,-44.08,0.4532,-0.0203,-71.58,0.3549,-0.00809,-52.68,0.3909,-0.00284
"1000",409.1485,-44.14,0.4531,-0.0208,-71.55,0.3549,-0.00812,-52.67,0.3909,-0.00282
"1001",409.217,-44.21,0.453,-0.0213,-71.5,0.355,-0.00817,-52.67,0.3909,-0.0028
"1002",409.304,-44.3,0.4528,-0.0218,-71.45,0.355,-0.00823,-52.66,0.3909,-0.00278
"1003",409.42,-44.4,0.4526,-0.0222,-71.37,0.3551,-0.00831,-52.66,0.3909,-0.00275
"1004",409.565,-44.54,0.4524,-0.0223,-71.28,0.3552,-0.00843,-52.65,0.3909,-0.00272
"1005",409.7825,-44.73,0.4521,-0.0222,-71.12,0.3554,-0.00861,-52.63,0.391,-0.00269
"1006",410,-44.91,0.4518,-0.0219,-70.95,0.3556,-0.0088,-52.62,0.391,-0.00267
"1007",410.25,-45.12,0.4515,-0.0216,-70.75,0.3558,-0.00903,-52.61,0.391,-0.00266
"1008",410.625,-45.41,0.451,-0.0211,-70.42,0.3561,-0.00941,-52.59,0.391,-0.00266
"1009",411,-45.69,0.4505,-0.0206,-70.07,0.3565,-0.00979,-52.58,0.391,-0.00268
"1010",411.5,-46.19,0.4498,-0.0161,-69.56,0.357,-0.0103,-52.56,0.391,-0.00273
"1011",412,-46.65,0.449,-0.0141,-69.03,0.3576,-0.0108,-52.55,0.391,-0.00278
"1012",412.5,-47.11,0.4482,-0.0127,-68.49,0.3582,-0.0114,-52.54,0.391,-0.00283
"1013",413,-47.54,0.4475,-0.012,-67.92,0.3588,-0.0118,-52.52,0.391,-0.00288
"1014",414,-48.36,0.4464,-0.0109,-66.8,0.36,-0.0127,-52.51,0.3911,-0.003
"1015",414.024,-48.38,0.4464,-0.011,-66.77,0.36,-0.0127,-52.5,0.3911,-0.003
"1016",414.0552,-48.4,0.4464,-0.0114,-66.74,0.3601,-0.0127,-52.5,0.3911,-0.003
"1017",414.0958,-48.42,0.4464,-0.0123,-66.69,0.3601,-0.0128,-52.5,0.3911,-0.00301
"1018",414.1485,-48.44,0.4463,-0.0135,-66.63,0.3602,-0.0128,-52.5,0.3911,-0.00301
"1019",414.217,-48.46,0.4463,-0.015,-66.55,0.3603,-0.0129,-52.5,0.3911,-0.00302
"1020",414.304,-48.47,0.4463,-0.0166,-66.46,0.3604,-0.0129,-52.5,0.3911,-0.00303
"1021",414.42,-48.49,0.4463,-0.0181,-66.33,0.3605,-0.013,-52.5,0.3911,-0.00304
"1022",414.565,-48.51,0.4462,-0.0193,-66.16,0.3607,-0.0131,-52.49,0.3911,-0.00306
"1023",414.7825,-48.54,0.4462,-0.0204,-65.92,0.3609,-0.0133,-52.49,0.3911,-0.00308
"1024",415,-48.57,0.4462,-0.021,-65.68,0.3612,-0.0134,-52.49,0.3911,-0.00311
"1025",415.25,-48.73,0.446,-0.0168,-65.41,0.3615,-0.0136,-52.48,0.3911,-0.00313
"1026",415.625,-48.98,0.4456,-0.0136,-65.01,0.3619,-0.0138,-52.47,0.3911,-0.00317
"1027",416,-49.27,0.4453,-0.0112,-64.62,0.3623,-0.014,-52.47,0.3911,-0.0032
"1028",416.5,-49.78,0.4446,-0.00684,-64.11,0.3629,-0.0143,-52.45,0.3911,-0.00324
"1029",417,-50.27,0.4439,-0.00481,-63.62,0.3634,-0.0145,-52.44,0.3911,-0.00327
"1030",417.5,-50.92,0.4431,-0.000118,-63.15,0.3639,-0.0146,-52.42,0.3911,-0.0033
"1031",418,-51.54,0.4423,0.00185,-62.69,0.3644,-0.0148,-52.41,0.3911,-0.00333
"1032",419,-52.78,0.4406,0.00395,-61.87,0.3653,-0.015,-52.37,0.3912,-0.00343
"1033",420,-54.31,0.4386,0.00939,-61.12,0.3661,-0.0151,-52.33,0.3912,-0.00354
"1034",421,-55.76,0.4367,0.0113,-60.45,0.3668,-0.0151,-52.28,0.3912,-0.00365
"1035",422,-57.24,0.4348,0.0127,-59.87,0.3674,-0.015,-52.23,0.3913,-0.00376
"1036",423,-58.69,0.4328,0.0136,-59.4,0.368,-0.0149,-52.16,0.3913,-0.00387
"1037",424,-59.74,0.4314,0.0102,-58.99,0.3685,-0.0147,-52.09,0.3914,-0.00396
"1038",425,-60.83,0.4303,0.00954,-58.65,0.369,-0.0144,-52.01,0.3915,-0.00408
"1039",426,-61.46,0.4296,0.00514,-58.37,0.3693,-0.0141,-51.92,0.3915,-0.00418
"1040",427,-61.76,0.4293,5.91e-05,-58.15,0.3696,-0.0138,-51.82,0.3916,-0.0043
"1041",427.024,-61.79,0.4293,-0.00106,-58.14,0.3696,-0.0138,-51.82,0.3916,-0.0043
"1042",427.0552,-61.74,0.4293,-0.00444,-58.13,0.3696,-0.0138,-51.82,0.3916,-0.0043
"1043",427.0958,-61.61,0.4295,-0.0121,-58.12,0.3696,-0.0138,-51.81,0.3916,-0.00431
"1044",427.1485,-61.3,0.4298,-0.0249,-58.11,0.3696,-0.0137,-51.81,0.3916,-0.00431
"1045",427.217,-60.76,0.4303,-0.0426,-58.1,0.3696,-0.0137,-51.8,0.3916,-0.00432
"1046",427.304,-59.94,0.4312,-0.0632,-58.08,0.3696,-0.0137,-51.79,0.3916,-0.00433
"1047",427.42,-58.88,0.4326,-0.0843,-58.06,0.3697,-0.0137,-51.78,0.3916,-0.00434
"1048",427.565,-57.55,0.4343,-0.102,-58.03,0.3697,-0.0136,-51.76,0.3916,-0.00436
"1049",427.7825,-55.6,0.4369,-0.121,-58,0.3697,-0.0136,-51.74,0.3917,-0.00438
"1050",428,-53.73,0.4394,-0.134,-57.96,0.3698,-0.0135,-51.72,0.3917,-0.00439
"1051",428.25,-53.38,0.44,-0.0885,-57.93,0.3698,-0.0134,-51.69,0.3917,-0.00441
"1052",428.625,-53.36,0.4399,-0.053,-57.88,0.3699,-0.0133,-51.64,0.3917,-0.00445
"1053",429,-53.73,0.4394,-0.028,-57.84,0.3699,-0.0132,-51.6,0.3918,-0.0045
"1054",429.5,-54.13,0.4388,-0.0172,-57.78,0.37,-0.0131,-51.54,0.3918,-0.00457
"1055",430,-54.53,0.4383,-0.0113,-57.73,0.3701,-0.013,-51.48,0.3919,-0.00465
"1056",430.5,-54.87,0.4379,-0.00916,-57.67,0.3701,-0.0129,-51.42,0.3919,-0.00473
"1057",431,-55.19,0.4375,-0.00795,-57.61,0.3702,-0.0128,-51.36,0.392,-0.00481
"1058",432,-55.76,0.4367,-0.007,-57.48,0.3704,-0.0128,-51.24,0.3921,-0.00498
"1059",433,-56.3,0.436,-0.00624,-57.33,0.3706,-0.0127,-51.12,0.3922,-0.00515
"1060",434,-56.8,0.4353,-0.00572,-57.17,0.3708,-0.0127,-51,0.3922,-0.00533
"1061",435,-57.27,0.4347,-0.00539,-57.01,0.371,-0.0127,-50.88,0.3923,-0.00551
"1062",436,-57.72,0.4341,-0.00514,-56.86,0.3711,-0.0127,-50.75,0.3924,-0.00563
"1063",437,-58.16,0.4335,-0.00487,-56.72,0.3713,-0.0127,-50.61,0.3926,-0.00574
"1064",438,-58.59,0.433,-0.00459,-56.59,0.3715,-0.0126,-50.47,0.3927,-0.00583
"1065",439,-59,0.4324,-0.00441,-56.47,0.3716,-0.0126,-50.33,0.3928,-0.00592
"1066",440,-59.39,0.4319,-0.00425,-56.37,0.3718,-0.0125,-50.19,0.3929,-0.00601
"1067",441,-60.15,0.431,6.84e-05,-56.28,0.3719,-0.0124,-50.05,0.393,-0.00611
"1068",442,-60.85,0.4302,0.0014,-56.21,0.372,-0.0123,-49.91,0.3931,-0.00621
"1069",443,-61.96,0.4291,0.00637,-56.16,0.372,-0.0122,-49.76,0.3932,-0.00631
"1070",444,-62.98,0.428,0.00768,-56.12,0.3721,-0.012,-49.62,0.3933,-0.00641
"1071",445,-64.03,0.4269,0.00873,-56.1,0.3721,-0.0119,-49.48,0.3934,-0.0065
"1072",446,-65.05,0.4259,0.00909,-56.1,0.3721,-0.0117,-49.34,0.3936,-0.00659
"1073",447,-66.05,0.4248,0.00946,-56.12,0.3721,-0.0115,-49.2,0.3937,-0.00665
"1074",448,-66.64,0.4242,0.0059,-56.15,0.372,-0.0113,-49.05,0.3938,-0.00666
"1075",449,-67.26,0.4236,0.00501,-56.21,0.372,-0.0111,-48.9,0.3939,-0.0067
"1076",450,-67.82,0.423,0.00446,-56.28,0.3719,-0.0109,-48.76,0.394,-0.00676
"1077",451,-67.97,0.4228,0.000599,-56.37,0.3718,-0.0107,-48.61,0.3941,-0.00683
"1078",452,-68.17,0.4226,-0.000606,-56.48,0.3716,-0.0104,-48.48,0.3942,-0.00695
"1079",453,-68.32,0.4224,-0.00141,-56.59,0.3715,-0.0102,-48.36,0.3943,-0.00708
"1080",454,-68.5,0.4223,-0.00161,-56.71,0.3713,-0.01,-48.23,0.3944,-0.00715
"1081",455,-68.68,0.4221,-0.00174,-56.84,0.3712,-0.00981,-48.12,0.3945,-0.00728
"1082",456,-68.87,0.4219,-0.0018,-56.97,0.371,-0.00962,-48.02,0.3946,-0.00741
"1083",457,-69.06,0.4217,-0.00183,-57.11,0.3708,-0.00944,-47.92,0.3947,-0.00756
"1084",458,-69.25,0.4215,-0.00185,-57.25,0.3707,-0.00927,-47.83,0.3947,-0.00767
"1085",459,-69.44,0.4213,-0.00187,-57.39,0.3705,-0.00912,-47.74,0.3948,-0.00775
"1086",460,-69.63,0.4211,-0.00187,-57.53,0.3703,-0.00897,-47.66,0.3949,-0.00781
"1087",461,-69.83,0.4209,-0.00187,-57.67,0.3701,-0.00883,-47.57,0.395,-0.00785
"1088",462,-70.02,0.4207,-0.00185,-57.81,0.37,-0.0087,-47.49,0.395,-0.00791
"1089",463,-70.22,0.4205,-0.00184,-57.95,0.3698,-0.00858,-47.41,0.3951,-0.00794
"1090",464,-70.42,0.4203,-0.00183,-58.08,0.3696,-0.00847,-47.33,0.3951,-0.00795
"1091",465,-71.05,0.4196,0.00193,-58.22,0.3695,-0.00835,-47.25,0.3952,-0.00794
"1092",466,-71.64,0.419,0.00317,-58.36,0.3693,-0.00825,-47.18,0.3952,-0.00796
"1093",467,-72.73,0.4179,0.00785,-58.49,0.3691,-0.00814,-47.12,0.3953,-0.00804
"1094",468,-73.73,0.4168,0.00941,-58.63,0.369,-0.00804,-47.06,0.3953,-0.00807
"1095",469,-74.8,0.4157,0.0106,-58.77,0.3688,-0.00793,-47.01,0.3954,-0.00812
"1096",470,-75.82,0.4147,0.011,-58.91,0.3686,-0.00781,-46.96,0.3954,-0.00815
"1097",471,-76.85,0.4138,0.0114,-59.06,0.3684,-0.00769,-46.91,0.3954,-0.00815
"1098",472,-77.83,0.413,0.0116,-59.22,0.3682,-0.00757,-46.86,0.3955,-0.00809
"1099",473,-78.35,0.4125,0.0081,-59.38,0.368,-0.00743,-46.8,0.3955,-0.00802
"1100",474,-78.89,0.4121,0.00701,-59.56,0.3678,-0.00729,-46.74,0.3956,-0.00795
"1101",475,-78.87,0.4121,0.00272,-59.74,0.3676,-0.00714,-46.67,0.3956,-0.00784
"1102",476,-78.94,0.4121,0.00125,-59.93,0.3673,-0.007,-46.6,0.3957,-0.00772
"1103",477,-78.93,0.4121,0.000223,-60.15,0.3671,-0.00686,-46.53,0.3957,-0.0076
"1104",478,-78.98,0.4121,-0.000123,-60.37,0.3669,-0.00672,-46.45,0.3958,-0.00746
"1105",479,-79.02,0.412,-0.000344,-60.59,0.3666,-0.00659,-46.36,0.3958,-0.00728
"1106",480,-79.08,0.412,-0.000462,-60.81,0.3664,-0.00647,-46.26,0.3959,-0.00708
"1107",481,-79.16,0.4119,-0.000553,-61.02,0.3662,-0.00636,-46.15,0.396,-0.00688
"1108",482,-79.23,0.4118,-0.000621,-61.23,0.366,-0.00625,-46.04,0.3961,-0.00669
"1109",483,-79.32,0.4118,-0.000677,-61.44,0.3657,-0.00616,-45.93,0.3961,-0.00647
"1110",484,-79.41,0.4117,-0.000723,-61.64,0.3655,-0.00607,-45.8,0.3962,-0.00625
"1111",485,-79.5,0.4116,-0.000762,-61.84,0.3653,-0.00598,-45.67,0.3963,-0.00605
"1112",486,-79.6,0.4115,-0.000796,-62.04,0.3651,-0.0059,-45.54,0.3964,-0.00588
"1113",487,-79.71,0.4115,-0.000839,-62.23,0.3649,-0.00583,-45.42,0.3965,-0.00578
"1114",487.024,-79.71,0.4115,-0.00101,-62.23,0.3649,-0.00583,-45.42,0.3965,-0.00577
"1115",487.0552,-79.69,0.4115,-0.00167,-62.24,0.3649,-0.00582,-45.42,0.3965,-0.00577
"1116",487.0958,-79.65,0.4115,-0.00336,-62.24,0.3649,-0.00582,-45.41,0.3965,-0.00577
"1117",487.1485,-79.53,0.4116,-0.00651,-62.25,0.3649,-0.00582,-45.4,0.3965,-0.00576
"1118",487.217,-79.3,0.4118,-0.0114,-62.27,0.3649,-0.00581,-45.4,0.3965,-0.00576
"1119",487.304,-78.92,0.4121,-0.0176,-62.28,0.3648,-0.00581,-45.39,0.3965,-0.00575
"1120",487.42,-78.33,0.4126,-0.0252,-62.3,0.3648,-0.0058,-45.37,0.3966,-0.00574
"1121",487.565,-77.53,0.4132,-0.0331,-62.33,0.3648,-0.00579,-45.35,0.3966,-0.00572
"1122",487.7825,-76.35,0.4142,-0.0419,-62.37,0.3647,-0.00577,-45.33,0.3966,-0.00569
"1123",488,-75.24,0.4152,-0.0489,-62.41,0.3647,-0.00576,-45.3,0.3966,-0.00566
"1124",488.024,-75.12,0.4153,-0.0497,-62.42,0.3647,-0.00576,-45.3,0.3966,-0.00566
"1125",488.0552,-74.98,0.4155,-0.0499,-62.42,0.3647,-0.00575,-45.3,0.3966,-0.00566
"1126",488.0958,-74.83,0.4157,-0.0492,-62.43,0.3647,-0.00575,-45.29,0.3966,-0.00565
"1127",488.1485,-74.65,0.4158,-0.0479,-62.44,0.3647,-0.00575,-45.28,0.3966,-0.00564
"1128",488.217,-74.47,0.416,-0.0457,-62.45,0.3647,-0.00574,-45.28,0.3966,-0.00563
"1129",488.304,-74.29,0.4162,-0.0429,-62.47,0.3646,-0.00574,-45.27,0.3966,-0.00562
"1130",488.42,-74.08,0.4164,-0.0398,-62.49,0.3646,-0.00573,-45.25,0.3966,-0.00561
"1131",488.565,-73.86,0.4167,-0.0367,-62.52,0.3646,-0.00572,-45.23,0.3967,-0.00558
"1132",488.7825,-73.54,0.417,-0.0337,-62.55,0.3645,-0.0057,-45.21,0.3967,-0.00555
"1133",489,-73.22,0.4173,-0.0316,-62.59,0.3645,-0.00569,-45.18,0.3967,-0.00552
"1134",489.25,-73.34,0.4173,-0.0208,-62.64,0.3645,-0.00568,-45.15,0.3967,-0.00549
"1135",489.625,-73.73,0.4168,-0.0099,-62.7,0.3644,-0.00565,-45.1,0.3967,-0.00544
"1136",490,-74.29,0.4162,-0.00162,-62.77,0.3643,-0.00563,-45.06,0.3968,-0.0054
"1137",490.5,-74.99,0.4155,0.00339,-62.85,0.3642,-0.00561,-45,0.3968,-0.00537
"1138",491,-75.67,0.4148,0.00629,-62.93,0.3641,-0.00559,-44.94,0.3969,-0.00534
"1139",491.5,-76.55,0.4141,0.0103,-63.01,0.3641,-0.00558,-44.89,0.3969,-0.00533
"1140",492,-77.39,0.4134,0.0125,-63.08,0.364,-0.00557,-44.84,0.3969,-0.00532
"1141",493,-79.09,0.412,0.0146,-63.21,0.3638,-0.00557,-44.75,0.397,-0.00536
"1142",493.024,-79.12,0.4119,0.0147,-63.21,0.3638,-0.00557,-44.75,0.397,-0.00536
"1143",493.0552,-79.17,0.4119,0.0143,-63.22,0.3638,-0.00557,-44.75,0.397,-0.00536
"1144",493.0958,-79.21,0.4119,0.0133,-63.22,0.3638,-0.00557,-44.74,0.397,-0.00536
"1145",493.1485,-79.22,0.4119,0.0113,-63.23,0.3638,-0.00557,-44.74,0.397,-0.00537
"1146",493.217,-79.18,0.4119,0.00829,-63.24,0.3638,-0.00557,-44.73,0.397,-0.00537
"1147",493.304,-79.08,0.412,0.00434,-63.25,0.3638,-0.00557,-44.73,0.397,-0.00537
"1148",493.42,-78.87,0.4121,-0.000436,-63.26,0.3638,-0.00557,-44.72,0.397,-0.00538
"1149",493.565,-78.58,0.4124,-0.00537,-63.28,0.3638,-0.00556,-44.7,0.397,-0.00538
"1150",493.7825,-78.1,0.4128,-0.0108,-63.31,0.3637,-0.00556,-44.69,0.397,-0.00539
"1151",494,-77.63,0.4132,-0.0148,-63.33,0.3637,-0.00556,-44.67,0.3971,-0.0054
"1152",494.25,-77.53,0.4133,-0.0109,-63.36,0.3637,-0.00556,-44.65,0.3971,-0.0054
"1153",494.625,-77.64,0.4132,-0.00594,-63.4,0.3636,-0.00556,-44.62,0.3971,-0.00541
"1154",495,-77.9,0.413,-0.00158,-63.44,0.3636,-0.00556,-44.59,0.3971,-0.0054
"1155",495.5,-78.46,0.4125,0.00355,-63.5,0.3635,-0.00556,-44.56,0.3971,-0.00541
"1156",496,-79.04,0.412,0.00649,-63.55,0.3635,-0.00555,-44.52,0.3972,-0.00542
"1157",496.5,-79.63,0.4115,0.00835,-63.6,0.3634,-0.00554,-44.49,0.3972,-0.00543
"1158",497,-80.21,0.411,0.0093,-63.65,0.3634,-0.00554,-44.46,0.3972,-0.00544
"1159",498,-80.85,0.4105,0.00675,-63.75,0.3633,-0.00551,-44.39,0.3973,-0.0054
"1160",499,-81.01,0.4104,0.00269,-63.85,0.3632,-0.00548,-44.34,0.3973,-0.00544
"1161",500,-81.12,0.4103,0.000843,-63.95,0.3631,-0.00543,-44.28,0.3973,-0.00535
"1162",501,-81.18,0.4102,-0.000169,-64.05,0.3629,-0.00539,-44.22,0.3974,-0.00531
"1163",502,-81.27,0.4102,-0.000521,-64.15,0.3628,-0.00534,-44.15,0.3974,-0.00524
"1164",503,-81.36,0.4101,-0.000699,-64.26,0.3627,-0.00528,-44.1,0.3975,-0.00526
"1165",504,-81.46,0.41,-0.000778,-64.37,0.3626,-0.00522,-44.05,0.3975,-0.00527
"1166",505,-81.56,0.4099,-0.000829,-64.47,0.3625,-0.00517,-44.01,0.3975,-0.00529
"1167",506,-81.67,0.4098,-0.000875,-64.58,0.3624,-0.00511,-43.97,0.3976,-0.00534
"1168",507,-81.78,0.4098,-0.000902,-64.69,0.3623,-0.00506,-43.94,0.3976,-0.00533
